Queen City Tune Up 2017,College - Men ,4,2,2017
Charlotte,NC,2017-02-04,2017-02-05
https://play.usaultimate.org/events/Queen-City-Tune-Up-2017/schedule/Men/CollegeMen/
North Carolina-Wilmington,1
00,Noah Backer
00,Noah Lybik
00,Parker Howard
00,Raymond Lu
00,Sam Bethancourt
00,Samuel Vetromile
00,Steven Jacobson
00,Travis Compo
00,Wesley Chen
00,Wills  Weimer
00,Zachary Latter
b,r,e,a,k
Georgetown,14
01,Dylan Kreher
02,Nick Stabile
03,David Fitzpatrick
06,Logan Willits
08,Perry Cao
10,Maximilian Cohen-Casado
13,Jeremy Bernard-Sasges
17,Eric Diestelow
19,Anthony Bernard-Sasges
21,Jonathan Toib
22,Jacob Marsh
26,Justin Fang
27,Danie Fain
30,Christian Boxley
31,Blake Spangler
33,Luke Curran
60,Thomas Mingey
77,David Wilke
80,Niko Paulson
84,Harry Bellwoar
88,Kunwoo Shin
96,John Montesanto
b,r,e,a,k
North Carolina-Asheville,19
0,Darius Anglin
0,John Hueck
0,Jonas Buser
0,Mac Schilder
0,Quentin Northcutt
1,Logan Dye
3,Jonathon Withrow
4,Jacob Warshauer
10,John Ernst
18,Jeremy Gage
18,Ethan Cole
20,Jamie Douglass
30,Nathaniel Griffith
33,Nicholas Carl
47,Hunter Scaggs
51,Chad Gerber
55,Dean Merritt
69,Cory Oskardmay
97,Chase Scallion
b,r,e,a,k
Maryland,11
0,Adam Weiss
0,ADRIAN CRAIG
0,Alexander Apasov
0,Brian Oluwo
0,Grant Simons
0,Jeremy Knopf
0,Jimmy Alderisio
0,Matthew Rohrbaugh
1,Daniel Mehmedovich
1,Erik Larmore
5,Samuel Besse
7,Liam Toal
8,Sean Reischel
9,Kevin Ellis
9,Colin McLaughlin
10,Benjamin Lee
11,Lucas Denit
13,Stephen Lafleur
14,Mac Keller
15,William Xu
16,John Walden
18,Christopher Bernard
24,Ethan Tsirulik
42,Sean Manning
45,Rudra Menon
74,Andrew Creighton
99,MITCHELL COVERSTONE
b,r,e,a,k
Georgia,5
04,Aidan Rogers
05,Ethan Bowling
07,Parker Bray
08,George Summers
10,Adam Burgess
12,Conner Stoll
14,John Langstaff
16,Hunter Cutts
17,Ben Gladstone
22,Jon Ross Ingley
24,Patrick Trent
26,Vasiliy (Vasia) Mishin
28,Mack Hodges
29,Mason Cary
32,Noah Li
40,Tyler Russell
42,Jason Jones
60,David William Petmecky
82,Sam Batson
87,Gino Mattace
88,Brandon Li
88,NATHAN HASKELL
b,r,e,a,k
Virginia Tech,4
0,Tim Slade
4,Joe Novak
5,Owen  Wright
6,Ryan Rossum
8,Aaron Arslan
12,Kyle Flynn
13,David van Pelt
14,Daniel Sablosky
16,Evan McLean
17,Colum Bergeron
18,Tyler Vincent
19,Ian Connerney
20,Dylan Hitt
21,Rhys Bergeron
22,Ferry Akbar Buchanan
25,Mike Vignali
27,Christian Kingett
32,Alexander DeLuca
42,Adam Norrbom
43,Joe Freund
54,Andrew Franco
55,Christian Gilbertson
87,TOBY WHITE
b,r,e,a,k
Virginia Commonwealth,13
01,Akram Abudheer
06,Sohail Syed
07,Hunter Kobrinetz
09,Owen Thompson
10,Matthew Reynolds
15,Jonathan Deza
15,Sean Boyce
18,William McGovern
19,Andrew Riddler
21,Brendan Wang
22,Jacob Belvin
24,Trent Cooper
25,Justin Hall
27,Nathan Salle
33,Nick Evans
38,Curtis Farmer
43,Jay Kaul
66,Martin Smoot
74,John Bailey
88,Austin Swift
99,Adante Thompson
b,r,e,a,k
High Point,20
02,John Wall
03,Dylan Stinner
04,Bryan Fortier
05,Christopher Barosi
06,William Jepsen
09,Christian Jones
11,austin morris
12,christopher Trudeau
13,Pete Isler
14,Michael Sellers
20,Jake Heins
21,Cam Bellando
24,LUIS ROYO ROMERO
25,Nick Faraci
69,Andrew Hyatt
77,Thomas Canto
81,Michael Ball
85,dan Hurley
88,William Peters
94,Josh Verdeur
b,r,e,a,k
Georgia Tech,12
0,ZACHARY SHEAR
0,Kenta Kawaguchi
0,Arthur Shim
0,Jeffrey Minowa
0,Chidike Iromuanya
0,Micah Jo
0,Luke Willis
0,Logan Bonds
0,Victor Pria
0,Nicholas Chen
2,Ashwin Anantharaman
3,Andrew Bassett
4,Zephren Collinson
4,Nick Ryan
11,Stephen Cook
12,Edward Foyle
15,Mark Farid
17,William Syre
18,Patrick McGannon
20,Zach Hsu
22,Nicholas Button
23,Brandon Chen
24,Conor Brownell
56,Micah Halter
98,Michael Tillotson
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
North Carolina-Wilmington,Harvard,12,7,"02/04/2017, 00:00",Pool A,Final
North Carolina-Wilmington,North Carolina-Charlotte,13,8,"02/04/2017, 00:00",Pool A,Final
North Carolina-Wilmington,Notre Dame,11,6,"02/04/2017, 00:00",Pool A,Final
North Carolina-Wilmington,Richmond,13,9,"02/04/2017, 00:00",Pool A,Final
Notre Dame,North Carolina-Charlotte,10,9,"02/04/2017, 09:30",Pool A,Final
Harvard,Richmond,9,10,"02/04/2017, 11:00",Pool A,Final
Harvard,North Carolina-Charlotte,11,8,"02/04/2017, 12:30",Pool A,Final
Notre Dame,Richmond,9,11,"02/04/2017, 12:30",Pool A,Final
North Carolina-Charlotte,Richmond,9,11,"02/04/2017, 14:00",Pool A,Final
Harvard,Notre Dame,10,11,"02/04/2017, 15:30",Pool A,Final
pool,Pool B
Massachusetts,North Carolina State,13,10,"02/04/2017, 00:00",Pool B,Final
Massachusetts,Clemson,13,8,"02/04/2017, 00:00",Pool B,Final
Massachusetts,Case Western Reserve,11,6,"02/04/2017, 00:00",Pool B,Final
Massachusetts,Davidson,13,4,"02/04/2017, 00:00",Pool B,Final
North Carolina State,Davidson,11,5,"02/04/2017, 09:30",Pool B,Final
Clemson,Davidson,9,5,"02/04/2017, 11:00",Pool B,Final
North Carolina State,Clemson,13,4,"02/04/2017, 12:30",Pool B,Final
Case Western Reserve,Davidson,10,7,"02/04/2017, 12:30",Pool B,Final
North Carolina State,Case Western Reserve,12,11,"02/04/2017, 14:00",Pool B,Final
Case Western Reserve,Clemson,12,8,"02/04/2017, 15:30",Pool B,Final
pool,Pool C
North Carolina,North Carolina-Asheville,12,8,"02/04/2017, 09:30",Pool C,Final
Maryland,Georgetown,7,13,"02/04/2017, 09:30",Pool C,Final
North Carolina,Maryland,13,5,"02/04/2017, 11:00",Pool C,Final
Michigan,Georgetown,12,6,"02/04/2017, 11:00",Pool C,Final
Georgetown,North Carolina-Asheville,9,10,"02/04/2017, 12:30",Pool C,Final
Michigan,Maryland,13,7,"02/04/2017, 12:30",Pool C,Final
North Carolina,Georgetown,11,3,"02/04/2017, 14:00",Pool C,Final
Michigan,North Carolina-Asheville,13,5,"02/04/2017, 14:00",Pool C,Final
North Carolina,Michigan,13,9,"02/04/2017, 15:30",Pool C,Final
Maryland,North Carolina-Asheville,11,10,"02/04/2017, 15:30",Pool C,Final
pool,Pool D
Virginia Tech,High Point,13,6,"02/04/2017, 09:30",Pool D,Final
Georgia Tech,Virginia Commonwealth,7,13,"02/04/2017, 09:30",Pool D,Final
Virginia Tech,Georgia Tech,9,6,"02/04/2017, 11:00",Pool D,Final
Georgia,Virginia Commonwealth,13,5,"02/04/2017, 11:00",Pool D,Final
Virginia Commonwealth,High Point,6,10,"02/04/2017, 12:30",Pool D,Final
Georgia,Georgia Tech,13,7,"02/04/2017, 12:30",Pool D,Final
Virginia Tech,Virginia Commonwealth,13,7,"02/04/2017, 14:00",Pool D,Final
Georgia,High Point,13,3,"02/04/2017, 14:00",Pool D,Final
Virginia Tech,Georgia,8,13,"02/04/2017, 15:30",Pool D,Final
Georgia Tech,High Point,11,9,"02/04/2017, 15:30",Pool D,Final
b,r,e,a,k
brackets,1st Place Bracket
bracket,1st Place Bracket
Georgia,North Carolina,12,15,"02/05/2017, 13:30",1st Place Finals,Final
North Carolina-Wilmington,Georgia,13,15,"02/04/2017, 00:00",1st Place Semis,Final
North Carolina,Massachusetts,15,10,"02/06/2017, 01:30",1st Place Semis,Final
North Carolina-Wilmington,Michigan,15,8,"02/05/2017, 16:30",1st Place Quarters,Final
North Carolina,Richmond,15,6,"02/05/2017, 09:30",1st Place Quarters,Final
Massachusetts,Virginia Tech,15,10,"02/05/2017, 23:30",1st Place Quarters,Final
Georgia,North Carolina State,15,12,"02/05/2017, 11:30",1st Place Quarters,Final
bracket,3rd Place Game
North Carolina-Wilmington,Massachusetts,6,15,"02/04/2017, 00:00",3rd Place Finals,Final
bracket,5th Place Bracket
Michigan,Virginia Tech,15,6,"02/05/2017, 13:30",5th Place Finals,Final
Michigan,North Carolina State,13,10,"02/05/2017, 11:30",5th Place Semis,Final
Richmond,Virginia Tech,11,12,"02/05/2017, 11:30",5th Place Semis,Final
bracket,7th Place Game
North Carolina State,Richmond,14,13,"02/05/2017, 13:30",7th Place Finals,Final
b,r,e,a,k
brackets,9th Place Bracket
bracket,9th Place Bracket
Virginia Commonwealth,Harvard,8,14,"02/05/2017, 13:30",9th Place Finals,Final
Notre Dame,Virginia Commonwealth,12,15,"02/05/2017, 11:30",9th Place Semis,Final
Harvard,High Point,13,7,"02/05/2017, 11:30",9th Place Semis,Final
Notre Dame,North Carolina-Asheville,13,11,"02/05/2017, 09:30",9th Place Quarters,Final
Virginia Commonwealth,Clemson,15,7,"02/05/2017, 09:30",9th Place Quarters,Final
Georgetown,Harvard,2,13,"02/05/2017, 09:30",9th Place Quarters,Final
Case Western Reserve,High Point,13,14,"02/05/2017, 09:30",9th Place Quarters,Final
bracket,11th Place Game
Notre Dame,High Point,14,9,"02/05/2017, 13:30",11th Place Finals,Final
bracket,13th Place Bracket
Clemson,Case Western Reserve,13,12,"02/05/2017, 13:30",13th Place Finals,Final
North Carolina-Asheville,Clemson,10,12,"02/05/2017, 11:30",13th Place Semis,Final
Georgetown,Case Western Reserve,9,14,"02/05/2017, 11:30",13th Place Semis,Final
bracket,15th Place Bracket
North Carolina-Asheville,Georgetown,1,0,"02/05/2017, 13:30",15th Place Finals,Final
b,r,e,a,k
brackets,17th Place Bracket
bracket,17th Place Bracket
North Carolina-Charlotte,Maryland,15,10,"02/05/2017, 11:30",17th Place Finals,Final
North Carolina-Charlotte,Georgia Tech,11,9,"02/05/2017, 09:30",17th Place Semis,Final
Davidson,Maryland,8,14,"02/05/2017, 09:30",17th Place Semis,Final
bracket,19th Place Game
Georgia Tech,Davidson,10,9,"02/05/2017, 11:30",19th Place Finals,Final
b,r,e,a,k
