2017 U.S. Open Club Championships,Youth Club U-20 - Boys ,4,8,2017
Blaine,MN,2017-08-04,2017-08-07
https://play.usaultimate.org/events/2017-US-Open-Club-Championships/schedule/Boys/youth-club-u-20-boys/
Triforce,1
teamInfo,,"Hartford, Connecticut",modules/common/www.ctultimate.com,modules/common/www.facebook.com/ctultimate,
coaches,Todd Larese,John Wodatch
00,Jayden Coughlin
02,Gunnar Jackson
07,Drew Schnaudigel
08,Albert Ackerson
10,Elias Levey-Swain
11,John Clyde
20,David Vega
25,Ian Shull
34,Ryan Ford
62,Bilal Chapman
66,Zachary Corvo
73,Hayden French
86,Richard Fagan
99,Brendan Rizza
b,r,e,a,k
Carolina Sky,17
teamInfo,,"Triangle, North Carolina",,,
coaches,Aaron Stern,Elijah Long,Nick Galvez
02,Mukil Guruparan
04,Quinn Garner
06,Chris Mateer
09,Ramzi Cope-Musleh
10,Anton Hengst
13,Kevin Zhang
15,Chris Cole
17,James Thomas
19,Matthew Singleton
21,Ben Alexander
23,Stratton Elkin
24,Stephen Biechele
28,Mateo Rimer-Surles
29,Paul James
30,Vincent Chen
34,Keith Kimbro
42,Joshua  Krause
43,Timothy Bliss
48,Santiago Velosa
49,Aidan O'Connell
55,Alec Wright
b,r,e,a,k
Utah Swarm,19
teamInfo,,"Salt Lake City, Utah",,,
coaches,Eric Holt,Eldon Robertson
01,Alex Merrifield
02,Jace Duennebeil
03,Max Sandweiss
06,Ryan Bills
07,Caleb Warner
08,Chad Yorgason
09,Alex Dehlin
10,Cooper Zebrack
11,Calvin  Jiricko
12,Ed Ryon
13,Oscar Graff
16,Izak Pew
17,Porter Oyler
18,Ryan Beck
21,Mckay Yorgason
22,Benjamin Dahl
23,Anthony Mounga
24,Chase Smith
25,Henry Nguyen
27,Brandon Jordan
32,Jacob Arnold
70,Scott Grimm
88,Cole Stenseth
b,r,e,a,k
STL Storm,22
teamInfo,,"St. Louis, Missouri",,,
coaches,Blake Larson,Timothy Halfmann-Morris
00,Christian Piccioni
01,Austin  Diekroeger
02,Greg Maier
03,Stephen Rashford
04,Alexander Bernier
05,Patrick LaVallee
07,Lincoln Grench
10,Vy Nguyen
11,Ryan Zimmerman
12,Kevin Scannell
17,Philip Speegle
19,Pierce Kinney
21,Andrew Hilliard
22,Michael Stokes
23,Tony Waldner
24,Ian Klein
32,Matt Nuoffer
42,Ryan Marsteller
44,Lawrence Eastman
66,Michael Geer
b,r,e,a,k
Helix,24
teamInfo,,"Houston, Texas",http://www.houstonultimate.org/youth-ultimate,https://www.facebook.com/HelixUltimate/,https://twitter.com/helix_ultimate
coaches,Chad Hobson,Linda Quon,SAM DUBINSKI
02,Levi Hagan
04,Juan Robles
05,Jonathon McNabb
06,Prithvi Krishnarao
07,Andrew Duong
08,James Brigman
12,Eddwin Robles
13,Nicholas Nguyen
17,Harrison Tanner
19,Shane Heath
21,Jonathan Tran
23,Calvin Nguyen
25,Toya Chukwumerije
33,Jacob Mercado
36,Kyle Nguyen
b,r,e,a,k
Philadelphia Forge (Boys),23
teamInfo,Boys,"Philadelphia, Pennsylvania",,,
coaches,Christina Minecci,Harry Friedman
00,Alex Atkins
03,Sean O'Kelley
04,Jason Chen
06,Ashwin Pothukuchi
09,Jesse Thornton
10,Noble Shrestha
15,Will Helenski
16,Patrick Kelly
17,Julian Galbraith-Paul 
21,Scott Phillips
22,Thomas Nye
24,Evan Quinn
25,Jacob Arnold
26,Andrew Seibert
28,Nate Little
29,Nick Lambert
32,Austin Chau
33,Dillon Garrett
72,Eli Block
76,Trevor Lynch
79,Raj Shrestha
91,Shane Donaher
99,Jeff Zeng
b,r,e,a,k
Impulse,18
teamInfo,,"Pittsburgh, Pennsylvania",http://pittsburgh-ultimate.org/youth-club-teams,,https://twitter.com/impulseultimate/media
coaches,Marcus Ranii-Dropcho
06,Jake Norman
07,Casey Mann
08,James Keat
11,Jason Dick
12,Devon Butler
15,Joseph Snider
18,Dmitri Zalnasky
19,Joseph Keat
20,Peter Zaccardi
21,Aiden Landis
24,John Michel
25,Nolan Boyle
32,Rob Davis
42,Zac Cook
49,Dan Nichols
54,Daniel Tometich
69,Sean Newell
b,r,e,a,k
Minnesota Superior 2,21
teamInfo,,"Twin Cities, Minnesota",,,
coaches,Tyler Smith,Tavis Leighton,John Fenske
00,Noah Linder
01,Kinseth Hicks
04,Benjamin Brandt
05,Julian Kinneavy
07,Joseph Rudolph
08,Thomas Tuchenhagen
09,Brian Foran
10,Soren Lindquist
12,Eric Volkmeier
14,Paul Weisser
15,Mats Hansen
16,Joe Lenarz-Hooyman
17,Nelson Komarek
18,Jake Rogers
19,Avery Rustad
20,Chris Reichling
29,Graham Dommer
37,Alex Zheng
52,Twain Cacek
53,Thomas Hotvedt
64,Michael Morey
88,Evan Ellis
95,Nikoli Hovorka
97,Grant Kohner
b,r,e,a,k
Nightmare Ultimate Boys U20,20
teamInfo,,"Naperville, Illinois",modules/common/www.nvultimate.com,,@nvultimate
coaches,Manan Kothari,Matthew Mayorga
00,Ben Diener
05,Varin Gupta
06,Kyle Sands
09,Grant Kern
13,Matthew Schorr
15,Jack Walter
16,Moses Oh
17,Daniel Grosch
18,Luke Bleers
19,Austin Lee
24,Jake O'Hara
34,John Carey
35,Garrett Vandermyde
39,Will Maloney
42,Christopher DeSort
47,Ethan Smith
51,Kevin Li
73,Max Bacani
80,Maxwell Olesen
91,Jimmy Davis
b,r,e,a,k
Rising Tide,27
teamInfo,,"Portland, Maine",modules/common/www.maineultimate.org,https://www.facebook.com/groups/229767653726266/,
coaches,Tom Stoughton
00,Riley Harris
03,Camron Currier
04,Jack Hepburn
07,Elliot McGinn
09,Will Corsello
10,Brendan Myers
13,Andrew Muscadin
14,Ben Field
15,Sam Winkeler
16,Dex Dremann
17,Elijah Babcock
20,Olin Rhoads
24,Reed Lonsdale
70,Griffin Conley
77,Jacob  Skillin-Lanou
98,Gabriel Smestad
99,Griffin Hochheiser
b,r,e,a,k
Iowa U20 YCC,25
teamInfo,,"Des Moines, Iowa",,,
coaches,"Mary ""Patty"" King"
0,Abraham Pepic
0,Jamison Gibson
0,Majid Taha
02,Lane Danielson
03,Jarrod Mikkelson
05,Dillon Crowell
07,Timothy Swanson
11,Matt Adams
12,Connor Harris 
13,Tyler Brand
17,Jordan Wright
23,Grant Roszhart
33,Cade Zschiesche
42,Zeke ledbetter
71,Dayton Wright
72,Clayton Phillips
b,r,e,a,k
SEMI,30
teamInfo,,"Ann Arbor, Michigan",,https://www.facebook.com/groups/1SEMI/,
coaches,Jan Mueller
02,Isaac Plamondon
03,Nicholas Colucci
06,Daniel Plamondon
08,Reuben Glasser
11,Chris  Plamondon 
13,Elijah Scherz
20,Evan Beach
21,Brendan Flannagan
27,noah gustafson
28,Benjamin Clark
69,Massimiliano Nardelli
81,Luke Dendy
b,r,e,a,k
Austin Amigos,28
teamInfo,,"Austin, Texas",,,https://twitter.com/Austin_Amigos
coaches,Luis Torres
 ,Chris
0,David Pojunas
00,Jordan Blunt
01,Jackson Akin
02,Erik Atwell
04,Drew Fitzwater
05,Nykolas Cooper
06,Gabriel Martinez
07,Dylan Cox
08,Noah Sheets
10,Samuel Tagle
12,Mykael Cooper
17,Joe Williams
18,Elliott Moore
23,Kyle Henke
25,Jacob Sames
28,Andrew (AJ) Marks
31,Hayden Stone
32,Alec Ramba
43,Joseph Wylie
b,r,e,a,k
Valley Ultimate U20 Boys,29
teamInfo,,"Northampton, Massachusetts",modules/common/valleyultimate.org,modules/common/facebook.com/ValleyUltimate,@ValleyUltimate
coaches,Joe Costello
01,Scott MacLeish
02,Gavin Prough
03,Kai Harwood
04,Nick Auerbach
05,Cameron Park
06,Luca  Harwood
07,Peter Treyz
08,Luke Sedor Protti
09,Caleb Ng
10,Samuel Losen
11,Isaac Appel
12,hieu pham
14,Alex Sciaruto
15,Jesse Strod
17,Tai Coppinger
22,Cole Davis-Brand
29,Ben Mitchell
30,Liam O'Connor
36,Michael Yip
42,Samuel Laur
44,Daniel Rabinovich
88,Lukas Becker
b,r,e,a,k
Charlotte Flight,26
teamInfo,,"Charlotte, North Carolina",,,@cltycc
coaches,Cory McAvoy,Kurt Kuelz
00,Jake Elabdellaoui
01,Andrew Felipe
02,Suhas Madiraju
03,Addison Wirt
07,Peter Freije
11,Drew Peterson
13,Bryce Markel
15,Dylan Hawkins
17,Avery Feagans
21,Connor Woodall
22,Dann Queen
24,Jup Patel
27,Jayden Feagans
42,Zac Kuelz
58,Jack Yoxsimer
59,Davis Hudson
74,Larson Spears
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Triforce,BUDA,15,12,"08/05/2017, 08:30",Pool A,Final
Minnesota Superior A,ATLiens,8,15,"08/05/2017, 08:30",Pool A,Final
Triforce,ATLiens,15,10,"08/05/2017, 10:45",Pool A,Final
Minnesota Superior A,BUDA,11,15,"08/05/2017, 10:45",Pool A,Final
Triforce,Minnesota Superior A,15,11,"08/06/2017, 08:30",Pool A,Final
BUDA,ATLiens,12,11,"08/06/2017, 08:30",Pool A,Final
pool,Pool B
DEVYL,Flying Pig,15,14,"08/05/2017, 08:30",Pool B,Final
DiscNW - Splash,Chicago Elite,15,7,"08/05/2017, 08:30",Pool B,Final
DEVYL,Chicago Elite,15,11,"08/05/2017, 10:45",Pool B,Final
DiscNW - Splash,Flying Pig,15,8,"08/05/2017, 10:45",Pool B,Final
DEVYL,DiscNW - Splash,13,15,"08/06/2017, 08:30",Pool B,Final
Flying Pig,Chicago Elite,15,10,"08/06/2017, 08:30",Pool B,Final
pool,Pool C
Texas Two Step,Little Pony,13,12,"08/05/2017, 08:30",Pool C,Final
Colorado Cutthroat,Oregon Avalanche,13,15,"08/05/2017, 08:30",Pool C,Final
Texas Two Step,Oregon Avalanche,13,10,"08/05/2017, 10:45",Pool C,Final
Colorado Cutthroat,Little Pony,14,12,"08/05/2017, 10:45",Pool C,Final
Texas Two Step,Colorado Cutthroat,15,10,"08/06/2017, 08:30",Pool C,Final
Little Pony,Oregon Avalanche,9,14,"08/06/2017, 08:30",Pool C,Final
pool,Pool D
Red Dawn,Foggy Bottom Boys,13,14,"08/05/2017, 08:30",Pool D,Final
Nashvillians,Connecticut Insomnia,15,14,"08/05/2017, 08:30",Pool D,Final
Red Dawn,Connecticut Insomnia,15,8,"08/05/2017, 10:45",Pool D,Final
Nashvillians,Foggy Bottom Boys,7,13,"08/05/2017, 10:45",Pool D,Final
Red Dawn,Nashvillians,11,15,"08/06/2017, 08:30",Pool D,Final
Foggy Bottom Boys,Connecticut Insomnia,12,14,"08/06/2017, 08:30",Pool D,Final
pool,Pool E
Carolina Sky,STL Storm,15,7,"08/05/2017, 08:30",Pool E,Final
Utah Swarm,Helix,15,1,"08/05/2017, 08:30",Pool E,Final
Carolina Sky,Helix,15,8,"08/05/2017, 10:45",Pool E,Final
Utah Swarm,STL Storm,15,9,"08/05/2017, 10:45",Pool E,Final
Carolina Sky,Utah Swarm,14,12,"08/06/2017, 08:30",Pool E,Final
STL Storm,Helix,15,3,"08/06/2017, 08:30",Pool E,Final
pool,Pool F
Impulse,Minnesota Superior 2,15,8,"08/05/2017, 08:30",Pool F,Final
Nightmare Ultimate Boys U20,Philadelphia Forge (Boys),4,15,"08/05/2017, 08:30",Pool F,Final
Impulse,Philadelphia Forge (Boys),9,15,"08/05/2017, 10:45",Pool F,Final
Nightmare Ultimate Boys U20,Minnesota Superior 2,10,15,"08/05/2017, 10:45",Pool F,Final
Impulse,Nightmare Ultimate Boys U20,15,5,"08/06/2017, 08:30",Pool F,Final
Minnesota Superior 2,Philadelphia Forge (Boys),5,15,"08/06/2017, 08:30",Pool F,Final
pool,Pool G
Iowa U20 YCC,SEMI,15,7,"08/05/2017, 08:30",Pool G,Final
Rising Tide,SEMI,15,3,"08/05/2017, 10:45",Pool G,Final
Iowa U20 YCC,Rising Tide,10,15,"08/05/2017, 13:00",Pool G,Final
pool,Pool H
Charlotte Flight,Valley Ultimate U20 Boys,9,11,"08/05/2017, 08:30",Pool H,Final
Austin Amigos,Valley Ultimate U20 Boys,15,10,"08/05/2017, 10:45",Pool H,Final
Charlotte Flight,Austin Amigos,9,15,"08/05/2017, 13:00",Pool H,Final
b,r,e,a,k
clusters,Crossover G & H Pools
cluster,Crossover G & H Pools
Rising Tide,Austin Amigos,9,14,"08/06/2017, 08:30",,Final
Iowa U20 YCC,Valley Ultimate U20 Boys,8,15,"08/06/2017, 08:30",,Final
SEMI,Charlotte Flight,7,15,"08/06/2017, 08:30",,Final
b,r,e,a,k
brackets,Championship
bracket,Championship
Triforce,BUDA,15,14,"08/07/2017, 14:45",Finals,Final
Triforce,DEVYL,15,12,"08/07/2017, 10:45",Semis,Final
BUDA,Texas Two Step,15,8,"08/07/2017, 10:45",Semis,Final
Triforce,Foggy Bottom Boys,12,9,"08/06/2017, 15:45",Quarters,Final
DEVYL,ATLiens,15,11,"08/06/2017, 15:45",Quarters,Final
BUDA,Flying Pig,15,8,"08/06/2017, 15:45",Quarters,Final
DiscNW - Splash,Texas Two Step,11,12,"08/06/2017, 15:45",Quarters,Final
Chicago Elite,Foggy Bottom Boys,7,14,"08/06/2017, 13:30",Pre-Quarters,Final
Flying Pig,Nashvillians,15,10,"08/06/2017, 13:30",Pre-Quarters,Final
Minnesota Superior A,Texas Two Step,8,10,"08/06/2017, 13:30",Pre-Quarters,Final
ATLiens,Oregon Avalanche,15,11,"08/06/2017, 14:00",Pre-Quarters,Final
bracket,3rd Place
DEVYL,Texas Two Step,11,12,"08/07/2017, 13:00",3rd Place,Final
bracket,5th Place
Foggy Bottom Boys,DiscNW - Splash,9,15,"08/07/2017, 13:00",5th Place Finals,Final
Foggy Bottom Boys,ATLiens,14,12,"08/07/2017, 08:30",5th Place Semis,Final
Flying Pig,DiscNW - Splash,6,15,"08/07/2017, 08:30",5th Place Semis,Final
bracket,7th Place
ATLiens,Flying Pig,15,16,"08/07/2017, 13:00",7th Place,Final
bracket,9th Place
Little Pony,Nashvillians,14,12,"08/07/2017, 13:00",9th Finals,Final
Little Pony,Impulse,15,13,"08/07/2017, 08:30",9th Semis,Final
Nashvillians,Philadelphia Forge (Boys),11,9,"08/06/2017, 08:30",9th Semis,Final
Chicago Elite,Little Pony,14,15,"08/06/2017, 15:45",9th Quarters,Final
Oregon Avalanche,Impulse,12,14,"08/06/2017, 15:45",9th Quarters,Final
Nashvillians,Utah Swarm,15,13,"08/06/2017, 15:45",9th Quarters,Final
Minnesota Superior A,Philadelphia Forge (Boys),12,13,"08/06/2017, 15:45",9th Quarters,Final
Little Pony,Carolina Sky,12,11,"08/06/2017, 10:45",9th Pre-Quarters,Final
Red Dawn,Impulse,13,14,"08/06/2017, 10:45",9th Pre-Quarters,Final
Colorado Cutthroat,Utah Swarm,10,14,"08/06/2017, 10:45",9th Pre-Quarters,Final
Connecticut Insomnia,Philadelphia Forge (Boys),5,15,"08/06/2017, 10:45",9th Pre-Quarters,Final
bracket,11th Place
Impulse,Philadelphia Forge (Boys),14,13,"08/07/2017, 13:00",11th Place,Final
bracket,13th Place
Chicago Elite,Utah Swarm,16,15,"08/07/2017, 10:45",13th Finals,Final
Chicago Elite,Oregon Avalanche,15,12,"08/07/2017, 08:30",13th Semis,Final
Utah Swarm,Minnesota Superior A,15,13,"08/07/2017, 08:30",13th Semis,Final
bracket,15th Place
Oregon Avalanche,Minnesota Superior A,15,11,"08/07/2017, 10:45",15th Place,Final
b,r,e,a,k
brackets,Division II
bracket,17th Place
Red Dawn,Austin Amigos,12,13,"08/07/2017, 14:45",17th Final,Final
Rising Tide,Red Dawn,13,15,"08/07/2017, 10:45",17th Semis,Final
Colorado Cutthroat,Austin Amigos,7,15,"08/07/2017, 10:45",17th Semis,Final
Carolina Sky,Rising Tide,8,13,"08/06/2017, 13:30",17th Quarters,Final
Red Dawn,STL Storm,14,11,"08/06/2017, 13:30",17th Quarters,Final
Colorado Cutthroat,Minnesota Superior 2,13,8,"08/06/2017, 13:30",17th Quarters,Final
Connecticut Insomnia,Austin Amigos,7,15,"08/06/2017, 13:30",17th Quarters,Final
Nightmare Ultimate Boys U20,Rising Tide,10,15,"08/06/2017, 10:45",17th Pre-Quarters,Final
STL Storm,Valley Ultimate U20 Boys,13,9,"08/06/2017, 10:45",17th Pre-Quarters,Final
Minnesota Superior 2,Iowa U20 YCC,13,7,"08/06/2017, 10:45",17th Pre-Quarters,Final
Helix,Austin Amigos,6,15,"08/06/2017, 10:45",17th Pre-Quarters,Final
bracket,19th Place
Rising Tide,Colorado Cutthroat,15,13,"08/07/2017, 13:00",19th Place,Final
bracket,21st Place
Carolina Sky,Minnesota Superior 2,15,8,"08/07/2017, 10:45",21st Finals,Final
Carolina Sky,STL Storm,14,10,"08/07/2017, 08:30",21st Semis,Final
Minnesota Superior 2,Connecticut Insomnia,12,11,"08/07/2017, 08:30",21st Semis,Final
bracket,23rd Place
STL Storm,Connecticut Insomnia,15,13,"08/07/2017, 10:45",23rd Place,Final
bracket,25th Place
Charlotte Flight,Valley Ultimate U20 Boys,12,13,"08/07/2017, 10:45",25th Finals,Final
Helix,Charlotte Flight,6,15,"08/07/2017, 08:30",25th Semis,Final
Nightmare Ultimate Boys U20,Valley Ultimate U20 Boys,9,14,"08/07/2017, 08:30",25th Semis,Final
Iowa U20 YCC,Charlotte Flight,5,15,"08/06/2017, 15:45",25th Quarters,Final
Valley Ultimate U20 Boys,SEMI,13,9,"08/06/2017, 15:45",25th Quarters,Final
bracket,27th Place
Helix,Nightmare Ultimate Boys U20,7,15,"08/07/2017, 10:45",27th Place,Final
bracket,29th Place
Iowa U20 YCC,SEMI,15,5,"08/07/2017, 10:45",29th Place,Final
b,r,e,a,k
