Philly Invite 2017,Club - Mixed ,15,7,2017
Allentown,PA,2017-07-15,2017-07-16
https://play.usaultimate.org/events/Philly-Invite-2017/schedule/Mixed/Club-Mixed
XIST,1
0,Bryce Wiedenbeck
0,Craig McGowan
0,Greg Strouse
0,Ian Coyne
0,Matthew Foley
0,PAVEL KARAVAYEV
0,Robert Catzen
0,Sarah Gleeson
0,Stephanie Coward
0,Tom O'Connor
0,Travis Conrad
2,ANNA IMPERATRICE
3,William Zeky
3,Sarah Coyne
10,Rachel Thaw
10,Anna Truskin
11,Jeff Truskin
11,RYAN STERNER
14,Seval Kanik
15,Megan Kuhfuss Golrick
15,Bailey Rowland
23,MATTHEW CONGDON
26,JASON MORGAN
88,Jacob Kesselman
b,r,e,a,k
Grand Army,9
0,AARON PARKER
0,Andrew Werblin
0,Anna Meyendorff
0,Darren Defreeuw
0,Dylan Horowitz
0,Edith Iyer-Hernandez
0,Gina Stees
0,Henry Zhang
0,Jae Lee
0,Jeannine Opie
0,Jimmy Chen
0,Josette (Josie) Pratt
0,Julie Xia
0,Kyle Blaeuer
0,Miriam Nielsen
0,Sean Petterson
0,Tom Sum
0,Zoe Tucker
11,Hayley Manning
13,John Sakon
16,Jamie Lawler
20,Camila Pelaez Valderrama
69,Peter Luo
b,r,e,a,k
Rat City,12
4,Kristen Mitsinikos
5,Eva Fury
6,Torrin Stokes
7,Daniel Paoletti
8,Melissa Gilbert
9,JAMES KELLY-LIEB
12,Courtney Greene
13,Echo Presgraves
14,Nicole LaDue
18,Jennifer Pelleg
19,Lex Overholt
20,Mike Randow
23,GLORIA DIEDERICH
24,Eric Owens
27,RACHAEL  PELLEGRINO
31,Christopher Cahoon
33,Jesse Goldstein
42,Andrew Fish
47,Matt Doughten
49,Sumon Chattopadhyay
56,Margo Kelly
61,Carlos Lalimarmo
63,Jon Pressimone
89,Benjamin Holmes
b,r,e,a,k
Jughandle,6
0,Andrew Auyeung
0,Brian Litt
0,Cara Silvestri
0,Colin Kochenash
0,Drew Rasmussen
0,Harrison Treegoob
0,JAMIE BARR
0,Janine Hlavaty
0,Jeff Shipkin
0,Jessica Renninger
0,Jimmy Wang
0,Evan Feeney
0,Kristi Huang
0,Natalia De Jesus
0,Rebecca Halleran
0,Thomas Johnson
2,Funing Zhang
6,Dmitry Suvorov
9,Charles Cannon
10,Mathieu Savarit-Cosenza
11,Mason Compton
13,Elizabeth O'Grady
21,Elizabeth Melillo
23,Otto Gomez
25,Andrew Geisel
31,Jonathan (Johnny) Sisto
b,r,e,a,k
The Feminists,3
0,ANDREW RAINES
0,Avery Reed
0,Brandon Contarsy
0,Dan Bush
0,Dana Grandoni
0,David Willis
0,Eliot Bemis
0,Ellis Kim
0,John (Jack) Flintermann
0,Kara Neaton
0,Kerry Beyrer
0,Kevin Liang
0,Kristie Wong
0,Mari Oshiro
0,Minerva Muzquiz
0,Moi Li
0,Rebekah Souder-Russo
0,Robert Devoogd
0,Shelley Su
0,Wesley Wong
0,William Olli
5,Peter Gilchrist
11,Elizabeth LeeJohnson
24,Brendan Awerbuch
27,Lionel Wininger
33,Luke Wolckenhauer
b,r,e,a,k
Distelfink,11
00,Angela Martin
00,Ashley Hah
00,Ashlynn Trimmer
00,Derek Bigley
00,Eric Witmer
00,Beth Johns
00,Kristin Thomas
00,Mallory Schaffer
00,Nicole Singiser
00,SARAH TOBIAS
00,Tom Pribicko
04,Kenny Johns
05,Corryn Vento
05,Anthony Bowers
08,Kadi McCoy
08,TAYLOR WHITNEY
10,Matthew Stilley
11,Tim Hushon
12,Lindsey King
12,Jordan Vanasdale
14,Benjamin Staudt
15,Rebecca Holmes
20,Timothy Holmes
25,Ethan Krokonko
26,Brett Sawyer
49,Jordan Winey
69,Peter Burt
b,r,e,a,k
Sparkle Ponies,7
0,Andrew Fine
0,Andrew Gravunder
0,Calvin Tam
0,Emma Scazzero
0,Genevieve Maricle
0,Keerti Goorah
0,Kelsey Hales
0,LT Tucker
0,Matt Williams
0,Matthew Hassink
0,Max Dyer
0,James Anderson
0,Michaela Gramzinski
0,Paul Corbett
0,Tess Geers
00,Katherine Mallory
00,James Kirchhoff
10,Bridget Van Fleet
13,Dan Jacobson
20,Lee Langston
24,Jack Reickel
36,Lauren Edwards
37,Max Trifillis
44,Gunnar Olgren
b,r,e,a,k
PleasureTown,2
0,Alice Chirn
0,Axis Sivitz
0,Delaney Reardon
0,EMILY HEATH
0,Erica Tangney
0,Jaquille Jones
0,Kathryn Haapala
0,Kayla Huddell
0,Maya Stokes
0,Meaghan Lass
0,Nicholas Amendolare
0,Bryant Wolf
0,SAM HILLS
0,Skyler Tom
0,Tsuki Hoshijima
3,Brian Wyer
5,Alexander Riahi
11,Kiersten Mailler
17,Cici Wang
20,Brandon Nadres
21,Taylor Stewart
23,Ryan Holmes
29,Daniel Doherty
33,Samantha Gray
50,Harrison Greene
99,Dan Huddell
b,r,e,a,k
Powermove,10
0,Camille Victoria Delgado
0,CHRISTOPHER MURPHY
0,Daniel Siegel
0,Ethan Jones
0,Hy Ha
0,Isabel Shapiro
0,Jan Vanous
0,Jessica Leslie
0,Jonathan Read
0,Kevin Ludwig
0,Kevin Hsu
0,Kylie Sterling
0,Neil Orzechowski
0,Ryan MacFadyen
0,Sam Isaac
0,Alex Becker
0,Zina Huxley-Reicher
9,Delaina Allegretti
14,Brianna Dayer
22,Jordan Chow
92,Travis Rothbloom
b,r,e,a,k
The Bandits,17
4,Robert Altieri
02,Allison Friedman
03,John Denman
04,Alyssa Willis
06,Sarah Durando
08,Alex Greene
10,CAL CACCIAGUIDA
12,Kaitlyn Dermen
13,James Nabial
14,Joseph Friedman
15,Brandan Quinn
17,Iris Kim
18,Raz Blau
22,Ryan Elam
23,Cristin Califf
24,Steven Willis
28,Patrick  Rehain 
29,Ryan Cullinane
41,Kalea Dodge
49,Jason Thompson
75,Danielle Woods
87,Kevin Potter
88,Nicole Hair
92,MATTHEW FRIED
b,r,e,a,k
Mixed Nuts,13
0,Alexandra Ly
0,ANNA LEE BARBER
0,Cody Karjadi
0,Emmalie Keenan
0,Fiona Chung
0,Frank Weng
0,Justin Tran
0,Kylie Shen
0,Lydia Auch
0,Benjamin Meltzer
0,Michelle Chen
0,Nadia Oleinik
0,Sumner Cushman
0,Tracey Lum
0,Valerie Willocq
0,WILLIAM (BILL) BLINN
3,TITUS SAMUEL
7,SAMUEL THERRIEN
9,Jarod Payne
23,Noah Wisch
25,Alicia Lai
42,Matt Radford
50,Christy Cheng
76,Arthur Small
77,Walton (Yuito) Lee
b,r,e,a,k
#Birdz,21
0,Allison Dowling
0,Brandon Eng
0,Christopher Kizis
0,Christopher Grenier
0,Josiah Zoodsma
0,Leanne Beyel
0,Sarah Cotter
0,Stacey Ng
1,May Patino
7,Patricia Burks
15,James Green
15,Elena Arnosky
17,Kellianne Kinane
17,Whitney McCarthy
21,Christopher Cabot
23,Michael Agarenzo
24,Benjamin Sokolowsky
96,Eric Cannella
b,r,e,a,k
Sabotage,16
0,AUDREY INDEN
0,Brendan Quann
0,Dan Benedict
0,John Gardner
0,Kelly Nye
0,LAUREN SCHONEKER
0,Liz Gardner
0,MATTHEW IDE
0,MAX ZILBERMAN
0,Rebecca Solnit
0,Robert  McLean
0,Steph Sessa
0,Tracy Ide
4,Nicholaus Craven-Ongpauco
8,Matthew McLean
8,Andrew Wisor
9,Alexandra Wittchen
15,David Kiefer
22,Beth Burke
24,Jeffrey Hsieh
42,Patrick Reilly
44,Nathanael Grefe
b,r,e,a,k
Bitmap,20
0,Haley Grunwald
00,Dale Mittleman
01,Francesca Corna
02,Darrell Thomas
03,Adam Callaghan
05,Jacob Unger
07,Ben Fournier
08,Chesla Sayers
09,Kerianne Durkin
12,MINA SHAKARSHY
13,Amanda Farah
14,Adam Wichlinski
16,Amory Hillengas
17,Chen Zhou
22,Doug Fowler
24,Catherine Hutchison
28,Matthew Newman
33,Keala Tekolste
35,JARED GUMBS
55,Timothy Brubaker
56,Lauren Feder
64,Justin Alexander
80,Christopher Cruz
81,Jeremy Schwed
87,Chris Lake
91,Stephanie Watson
99,Angelina LaMastra
b,r,e,a,k
Philadelphia Forge (Mixed),24
0,Lisa Shore
0,Moritz Shore
3,Margo Urheim
7,Griffin Kao
10,Claire Fukuchi
11,Dalia Weinstein
12,Hannah Si
13,Samuel Wedegaertner
15,Layne Dodge
17,Nathaniel Hess
18,Karen Minecci
20,Sam Gilden-Weiner
21,Jonathan Toib
27,Jeffrey Zhou
31,Eddie Scott
33,Christina Holgado
36,Jacob Doss
37,Milena Korzekwa
42,Boris Li
43,Matthew Hess
56,James (Jimmy) Clarke
77,Mariko Kishimoto
84,Saamir Baker
b,r,e,a,k
Ant Madness,14
0,Allison Hahn
0,Amy Wedmore
0,Bethany Turner
0,Collier Cobb
0,Grace Denney
0,Janie Mockrish
0,Katrien Hinderdael
0,Luke Hart-Moynihan
0,Michael Parker
0,Molly Thomasson
0,Sydney Kane
8,Jae Miner
9,Alexander Lichtenstein
11,Alex Srisuwan
11,Ryan Thornton
13,Varun Pattani
13,Nicole Getter
14,Daniel Blair
18,Graham Turner
20,Samuel Brecker
22,ANDREW SIGAL
25,Carl Schoenherr
31,Andrew Ferraro
38,Maggie Soto
42,Claire Loxsom
53,Jackson Gode
88,Robert Pratt
b,r,e,a,k
League of Shadows,18
2,Edward Tu
01,Patricia Neckowicz
02,Daniel Krigel
05,Qingyun Lu
07,Clarence Lee
16,Henry Frost
17,Lillian Huang
19,Karissa  Tabtieng
21,Charles Marokhovsky
22,Tzvi Miller
27,Emily Wilkinson
28,Raphael Parens
29,Tate Tabtieng
31,Samantha Saltzman
37,Thomas Balch
49,Tomaso Mukai
74,Julia Mickey
77,Matthew Fasano
94,Eamon Wick
99,Jordan Kaufman
b,r,e,a,k
Buffalo Lake Effect,19
0,Alison Locke
0,Bethany Ortquist
0,Erica Stamboulian
0,George Scheibel
0,Jennine Kanaby
0,Jonathan Bain
0,Kathryn Toffolo
0,Molly Booi
0,Sarah Bryant
0,Sean Bowers
0,Simon Locke
0,Timothy (TJ) Burns
1,Jeffrey Harvey
9,Jonathan Gill
9,Michael Kanaby
11,David Mohan
11,Thomas Benati
13,William Johnson
18,Kevin O'Connor
26,Kurt Knoess
31,Sarah Burns
71,BRITTANY BUNCH
b,r,e,a,k
MxD,15
0,Andrew Creighton
0,Brandon Cannell
0,CORY RYAN
0,DOUGLAS LAVIN
0,Lily Nguyen
0,Taylor Knapp
0,Victor Shen
2,Will Oktavec
3,Lauren Dowty
5,Brian Palomo
7,Liam Toal
15,William Xu
17,Tori Queeney
17,Juliet Bishop
20,Myco Paulo
21,Edna Aguilar
26,Christopher Leung
27,Tom Noll
28,ANDREW KAIDEN
31,Amritha Mallikarjun
42,Natsu Kumagai
46,Amy Buck
54,Genevieve Leo
91,Lauren Sitlinger
b,r,e,a,k
#Beez,22
0,Ariana Ambrosio
0,BENJAMIN FORD
0,Brian Cruz
0,Marisa Masi
0,Michelle Fincken
0,Monique Galanti
0,Nicholas Breen
0,Nicole Coveny
0,John Shelley
0,Kristin Velazquez
13,Cody Brady
22,Marisa Taliercio
42,Patrick Shannon
48,Ian Foley
b,r,e,a,k
Heavy Flow,23
0,Danica Palacio
0,Daniel Downs
0,Mallory Kinczyk
0,Mindy Laybourne
0,Patrick Liu
0,Russell Scrivens
0,Vanessa Amundson
0,Yuriy Shames
6,Meghan Gloyd
10,Elias White
11,Rachel White
16,Simeon Lee
16,Nathaniel Gath
23,Jordan Lewis
42,Daniel Moore
44,Christian Lund
88,Justin Chu
96,Tony Gorga
b,r,e,a,k
s,t,a,g,e,s
pools,Top 12 Tier
pool,Pool A
XIST,Dub Club,12,9,"07/15/2017, 10:00",Pool A,Final
Bang!,Grand Army,15,7,"07/15/2017, 10:00",Pool A,Final
Clue,Rat City,15,5,"07/15/2017, 10:00",Pool A,Final
XIST,Bang!,12,10,"07/15/2017, 12:00",Pool A,Final
Dub Club,Clue,10,12,"07/15/2017, 12:00",Pool A,Final
Grand Army,Rat City,15,10,"07/15/2017, 12:00",Pool A,Final
XIST,Clue,15,5,"07/15/2017, 14:00",Pool A,Final
Bang!,Rat City,15,7,"07/15/2017, 14:00",Pool A,Final
Dub Club,Grand Army,11,9,"07/15/2017, 14:00",Pool A,Final
XIST,Rat City,15,6,"07/15/2017, 16:00",Pool A,Final
Bang!,Dub Club,13,14,"07/15/2017, 16:00",Pool A,Final
Clue,Grand Army,15,12,"07/15/2017, 16:00",Pool A,Final
XIST,Grand Army,15,9,"07/16/2017, 09:00",Pool A,Final
Dub Club,Rat City,14,9,"07/16/2017, 09:00",Pool A,Final
Bang!,Clue,15,10,"07/16/2017, 09:00",Pool A,Final
pool,Pool B
PleasureTown,Jughandle,11,13,"07/15/2017, 10:00",Pool B,Final
The Feminists,Powermove,15,9,"07/15/2017, 10:00",Pool B,Final
Sparkle Ponies,Distelfink,13,9,"07/15/2017, 10:00",Pool B,Final
PleasureTown,The Feminists,7,15,"07/15/2017, 12:00",Pool B,Final
Jughandle,Sparkle Ponies,14,7,"07/15/2017, 12:00",Pool B,Final
Powermove,Distelfink,12,13,"07/15/2017, 12:00",Pool B,Final
PleasureTown,Sparkle Ponies,10,13,"07/15/2017, 14:00",Pool B,Final
The Feminists,Distelfink,14,11,"07/15/2017, 14:00",Pool B,Final
Jughandle,Powermove,15,6,"07/15/2017, 14:00",Pool B,Final
PleasureTown,Distelfink,8,15,"07/15/2017, 16:00",Pool B,Final
The Feminists,Jughandle,7,15,"07/15/2017, 16:00",Pool B,Final
Sparkle Ponies,Powermove,10,11,"07/15/2017, 16:00",Pool B,Final
The Feminists,Sparkle Ponies,16,14,"07/16/2017, 09:00",Pool B,Final
PleasureTown,Powermove,15,5,"07/16/2017, 09:00",Pool B,Final
Jughandle,Distelfink,8,11,"07/16/2017, 09:00",Pool B,Final
b,r,e,a,k
pools,Lower 12 Tier
pool,Pool C
Mixed Nuts,The Bandits,9,15,"07/15/2017, 10:00",Pool C,Final
Sabotage,#Birdz,11,15,"07/15/2017, 10:00",Pool C,Final
Bitmap,Philadelphia Forge (Mixed),13,6,"07/15/2017, 10:00",Pool C,Final
Mixed Nuts,Sabotage,13,8,"07/15/2017, 12:00",Pool C,Final
The Bandits,Bitmap,15,11,"07/15/2017, 12:00",Pool C,Final
#Birdz,Philadelphia Forge (Mixed),11,9,"07/15/2017, 12:00",Pool C,Final
Mixed Nuts,Bitmap,15,6,"07/15/2017, 14:00",Pool C,Final
Sabotage,Philadelphia Forge (Mixed),12,7,"07/15/2017, 14:00",Pool C,Final
The Bandits,#Birdz,15,14,"07/15/2017, 14:00",Pool C,Final
Mixed Nuts,Philadelphia Forge (Mixed),15,6,"07/15/2017, 16:00",Pool C,Final
Sabotage,The Bandits,14,15,"07/15/2017, 16:00",Pool C,Final
Bitmap,#Birdz,10,14,"07/15/2017, 16:00",Pool C,Final
Mixed Nuts,#Birdz,13,11,"07/16/2017, 09:00",Pool C,Final
The Bandits,Philadelphia Forge (Mixed),13,11,"07/16/2017, 09:00",Pool C,Final
Sabotage,Bitmap,14,6,"07/16/2017, 09:00",Pool C,Final
pool,Pool D
Ant Madness,League of Shadows,10,6,"07/15/2017, 10:00",Pool D,Final
MxD,#Beez,15,4,"07/15/2017, 10:00",Pool D,Final
Buffalo Lake Effect,Heavy Flow,15,1,"07/15/2017, 10:00",Pool D,Final
Ant Madness,MxD,14,5,"07/15/2017, 12:00",Pool D,Final
League of Shadows,Buffalo Lake Effect,12,11,"07/15/2017, 12:00",Pool D,Final
#Beez,Heavy Flow,11,6,"07/15/2017, 12:00",Pool D,Final
Ant Madness,Buffalo Lake Effect,11,7,"07/15/2017, 14:00",Pool D,Final
MxD,Heavy Flow,15,2,"07/15/2017, 14:00",Pool D,Final
League of Shadows,#Beez,15,3,"07/15/2017, 14:00",Pool D,Final
Ant Madness,Heavy Flow,15,2,"07/15/2017, 16:00",Pool D,Final
MxD,League of Shadows,10,15,"07/15/2017, 16:00",Pool D,Final
Buffalo Lake Effect,#Beez,15,5,"07/15/2017, 16:00",Pool D,Final
League of Shadows,Heavy Flow,15,3,"07/16/2017, 09:00",Pool D,Final
MxD,Buffalo Lake Effect,9,12,"07/16/2017, 09:00",Pool D,Final
Ant Madness,#Beez,15,3,"07/16/2017, 09:00",Pool D,Final
b,r,e,a,k
brackets,Sunday Brackets
bracket,Championship
XIST,Bang!,15,13,"07/16/2017, 13:45",Championship,Final
XIST,The Feminists,15,9,"07/16/2017, 11:30",1st Place Semis,Final
Jughandle,Bang!,11,15,"07/16/2017, 11:30",1st Place Semis,Final
bracket,3rd Place
The Feminists,Jughandle,11,15,"07/16/2017, 13:45",3rd Place Final,Final
bracket,5th Place
Sparkle Ponies,Distelfink,7,15,"07/16/2017, 13:45",5th Place Final,Final
Dub Club,Sparkle Ponies,12,15,"07/16/2017, 11:30",5th Place Semis,Final
Distelfink,Clue,15,12,"07/16/2017, 11:30",5th Place Semis,Final
bracket,7th Place
Dub Club,Clue,13,14,"07/16/2017, 13:45",7th Place Final,Final
bracket,9th Place Crossover X
League of Shadows,The Bandits,15,9,"07/16/2017, 13:45",9th Place Final,Final
Grand Army,League of Shadows,12,15,"07/16/2017, 11:30",9th Place Semis,Final
Powermove,The Bandits,13,14,"07/16/2017, 11:30",9th Place Semis,Final
bracket,11th Place Crossover X
Grand Army,Powermove,14,6,"07/16/2017, 13:45",11th Place Final,Final
bracket,9th Place Crossover Y
Ant Madness,Mixed Nuts,15,10,"07/16/2017, 13:45",9th Place Final,Final
Rat City,Ant Madness,7,15,"07/16/2017, 11:30",9th Place Semis,Final
PleasureTown,Mixed Nuts,12,15,"07/16/2017, 11:30",9th Place Semis,Final
bracket,11th Place Crossover Y
Rat City,PleasureTown,15,12,"07/16/2017, 13:45",11th Place Final,Final
bracket,17th Place
MxD,Sabotage,8,15,"07/16/2017, 13:45",17th Place Final,Final
#Birdz,MxD,11,12,"07/16/2017, 11:30",17th Place Semis,Final
Sabotage,Buffalo Lake Effect,15,8,"07/16/2017, 11:30",17th Place Semis,Final
bracket,19th Place
#Birdz,Buffalo Lake Effect,8,15,"07/16/2017, 13:45",19th Place Final,Final
bracket,21st Place
Bitmap,Philadelphia Forge (Mixed),11,13,"07/16/2017, 13:45",21st Place Final,Final
Bitmap,Heavy Flow,15,3,"07/16/2017, 11:30",21st Place Semis,Final
Philadelphia Forge (Mixed),#Beez,15,7,"07/16/2017, 11:30",21st Place Semis,Final
bracket,23rd Place
Heavy Flow,#Beez,13,5,"07/16/2017, 13:45",23rd Place Final,Final
b,r,e,a,k
