Warm Up: A Florida Affair 2017,College - Men ,17,2,2017
Tampa,FL,2017-02-17,2017-02-19
https://play.usaultimate.org/events/Warm-Up-A-Florida-Affair-2017/schedule/Men/CollegeMen/
Minnesota,11
88,Jack Slevin
b,r,e,a,k
Northwestern,12
02,Benjamin Spielman
05,Raul Rosenfeld
07,Keith Bohrer
08,Elliott Siu
09,Michael Hamburger
10,Matthew Niemer
11,Jeffrey Holm
12,Kyle Rutledge
13,Jeremy Piech
15,Elan Kane
17,Andrew Patel
19,Jevons Liu
20,Jay Valdillez
23,Eric Hochberger
25,Jonathan Piech
27,Edward Speyer
31,Christopher Pierce
33,Jakub Jezusek
36,Will Frolich
41,Christian Rozolis
42,Henry Richey
44,Isaiah Mendoza
49,Peter Pribyl Pierdinock
57,Bif Reiser
58,Theodore Bisdikian
99,Joshua Venegas
b,r,e,a,k
Texas,16
0,Hayden Rich
0,Reese Bowman
1,Connor Leigh
5,Benjamin Snell
11,Dillon Larberg
12,Noah Chambers
14,Mutahir Ahmad
15,Joey Hemann
17,Vinay Valsaraj
20,Henry Furuta
22,Daniel De Los Santos
24,Brian Gfroerer
26,SHAWN LING
29,Logan Kinney
31,Luke Simerly
43,Sam Pastor
50,Matthew Armour
55,Theodore Weisman
77,Joel Clutton
83,Alexander You
88,JOSH BRUNELLI
96,Keivaun Waugh
b,r,e,a,k
Central Florida,7
0,Adam Lapikas
2,Kameron Knight
01,Austin Gaines
03,Benjamin Ostman
04,Kyle Reedy
05,Michael Fairley
06,Kyle Lockwood
07,Kyle Stinson
08,Harrison Slate
10,James Dangler
13,Adam Vinson
15,Jacob Larsen
16,Zachary Good
18,Tyler Carolino
20,John Scott
25,Cole Friedes
27,Robert Matthew Hankin
29,Andre Fernandez
32,Austin Malone
47,Austin Koffarnus
88,Thomas Milana
b,r,e,a,k
Texas A&M,17
01,Timothy Robison
02,Ryan Smith
03,Michael Wilson
04,Dylan Swoboda
05,Michael Bryant
06,Marshall Dinges
07,Jamie Wall
08,JACOB DAWSON
09,Connor Kaufmann
10,Ibrahim El-sayed
11,Jonathan Barnes
12,Connor Ughetta
13,Carter Hollo
15,David  Thompson
16,Kyle Flaherty
18,Casey Aldridge
20,Nicolas Ceaser
21,Carson Smith
22,Zach Marbach
23,Alex Berend
26,Richard Bovio
27,Colin Smith
80,Connor Cole
81,Luke Hebert
b,r,e,a,k
Wisconsin,19
0,Andrew Everts
0,Ben Pavelka
0,Cody Milstein
0,Joseph Nelson
0,KEVIN CONWAY
0,Maddox Hill
1,Adam Klaus
2,Branavan Yogarajah
3,Nicholas Vogt
5,Jeff Maskalunas
6,Ian Hahn
7,Avery Johnson
9,Erik Jorgensen
10,Sam Hebert
12,Chris Wilen
13,David Yu
13,Karter Keller
17,Thomas Gallagher
23,Graeme Kernick
25,Ross Barker
26,Eric von Kampen
37,Jan Szmanda
44,Nicholas Ladas
49,John Tan
57,Austin Reif
b,r,e,a,k
Carleton College,6
1,James Freed
2,Solomon Yanuck
3,Eli Miller
5,Liam Holloway-Bidwell
6,Alex Olson
7,Cameron Hastings
9,Nikita Fomichev
10,Henry Fisher
11,Kohl Sparrman
12,Tim Schoch
13,Chris Padilla
13,Alexander Walker
14,Dillon Lanier
15,Eric Taylor
17,Adam Throne
19,Stanley Birdsong
21,Ethan Bloodworth
24,Noah Cohen
27,Elliot Mawby
30,Natan Lee-Engel
33,Conor Eckert
46,Luke Webb
51,Jared Kannel
53,David O'Dea
55,Jake Ritmire
91,Joe White
b,r,e,a,k
Florida State,10
0,Jayson Dickinson
0,John Andrade
0,Grason Cain
3,Tim Lootens
4,Gabe Azarcon
6,Rob Leeds
7,Carlito Que
8,CHENTE ORTIZ
9,Scott Moore
10,Kellen Gray
12,Jacob Bell
14,Austin Bass
19,Bryce Vokus
21,Robert Larsen
23,Peter Van Brussel
24,Peter Backhaus
24,Dylan Claerbout
34,Avery Van Brussel
35,James Dobson
36,Stephen  Muir
46,Keno Catabay
50,Driss Ziane
80,Daniel Miller
b,r,e,a,k
Auburn,3
0,Austin Scott
0,Benjamin Morgan
0,Chandler Foster
0,Christopher Weathers
0,Harrison Lott
0,Jack Missildine
0,Jacob Crane
0,James Hershey
0,Kyle Raab
0,Mark Shannon
0,Noah Runyan
0,Peyton Whiteside
0,Samuel Boddie
0,Samuel Murphree
0,Trevor Spengeman
0,Trois White
0,William Thompson
0,Robert Alongi
5,Eric Sjostrom
6,Evan Caldwell
9,Dustin Register
12,Jackson Crouch
12,Jordan Quinn
18,Chandler Purtle
20,Mitch Parker
22,Rocco Magnella
23,Martin Newman
25,Reid Williams
26,Hamilton  Wasnick
27,Michael Volz
28,Reid Thackerson
35,Clark Missildine
37,Michael Strobel
47,Joshua Connelly
85,Baker Waite
b,r,e,a,k
Cornell,8
0,Plato Deliyannis
0,Andrew Gavin
0,Binli Huang
0,Bryan Zheng
0,Evan Greenberg
0,Gabriel Curran
0,Graham Cohen
0,Levi Helms
0,Lucas Bulger
0,Maximilian Kong
0,Maxwell Wrobel
0,David Maniloff
0,Noah Schulman
0,Robert Rickert
0,Wyatt Eberspacher
0,Yi Fan Wang
1,Donald Quinones
1,Christopher Wan
3,Mikael Hammer
4,Kevin Liu
10,Spencer DeRoos
11,Zachary Chen
17,Eliyahu Lehmann 
18,Vincent Calderon
27,Thomas Pera
47,Patrick Voorhees
72,Jason Russo
b,r,e,a,k
Villanova,18
0,Don Pontrelli
3,Peter Fedoryk
5,Christopher Betz
7,Thomas McKernan
08,Ethan Fortin
09,Casey Vaughn
13,Peter Psyllos
14,Chris Dixon
18,Brendan Merrick
19,Dale Mittleman
20,Sam Olson
21,Ryan Caste
22,Sal Oliver
23,Jordan Ciccarone
26,GRIFFIN CRAFTS
28,Jonathan Collins
29,Stephen Gagnier
33,Andrew Deshler
35,Joe Donovan
45,Brent Studenroth
b,r,e,a,k
Arkansas,2
0,Derek Brandon
0,Edward Corron
0,Jeffrey Bishop
0,Kaplan Maurer
0,Marcus Payne
3,Adeeb Haroon
5,Sheldon Shinn
7,MASON HOLLIS
10,Lennon Dycus
11,Trent Woessner
14,Bradley Stalder
15,Abe Gambert
44,Thomas McPherson
57,Jared Hines
96,Nicholas Hamblen
b,r,e,a,k
Brown,5
0,Adrian Grant-Alfieri
0,Benjamin Attal
0,Bryan Xian
0,Daniel Forssman
0,ELI ROSENTHAL
0,Ethan Pierce
0,Griffin Kao
0,Jacob Coonin
0,Mauricio Pinto
0,Michael Chen
0,Nathaniel Dick
0,SAMUEL MASSION
0,Vincent Lau
3,Henry Laseter
12,Mac Hecht
13,Alex Liu
17,Eli Motycka
19,Solomon Rueschemeyer-Bailey
23,Charlie Holtz
24,Gilad Seckler
44,Henry Jones
99,Ken Noh
b,r,e,a,k
Arizona State,1
1,Evan Iacono
2,Maxfield Stackpole
3,Jonathan Bridges
6,Shawn Courson
7,Jacob Mumme
9,Colin Parker
10,Aaron Flegenheimer
11,Carter Szukala
11,Clifford Capria
12,Bernhard Winklehner
17,Michael King
20,Raul Lizalde
21,Trevor Lattimore
23,Julian Prime
24,Andrew Doe
24,Samuel Sutton
30,CONNOR ROTH
32,Brandon Thomas
33,Brian Dryden
37,Bennett Christoffersen
39,Kevin Cranmer
69,Blaine Farber
87,Logan Martin
88,Andrew North
b,r,e,a,k
South Florida,15
02,Chris Zinn
03,Sagar Shahani
04,Rocco Davis
05,Joe Renuart
06,John Taylor
07,Christian Villar
09,Clay Hewett
15,Scott Main
16,Nathan Callihan
18,Alex DeSouza
19,Jonathan Trent
22,Jacob Lane
27,Ryan Graydon
37,Christopher Tiedge
44,Vikrant Pendharkar
53,Timothy Chafin
64,RODRIGO ANGULO
85,Cody Coates
99,George Taylor
b,r,e,a,k
South Carolina,14
0,Victor Madormo
2,Johnnie Lynch
4,Matthew Hogue
6,William  Hoskins
11,Nicholas Headden
12,John (Jack) Dowling
13,Clayton Brandenburg
14,Tanner Coleman
16,Andrew White
17,Shane Smith
19,Cameron Schuster
20,Corey Branam
21,Stephen Trello
23,Bryan Kohut
33,Bryon Pearson
34,Austin Lourie
44,Reid O'Brien
45,Hunter Conley
81,Michael Spellman
84,Cleve Fisher
87,Adam Chase
88,Thomas Richards
92,John Colyer
99,Aaron Coble
b,r,e,a,k
Central Florida (B),20
0,Austin Fudge
0,Brendan Zarreke
0,Brian Hutchingson
0,Duc-Quy Nguyen
0,Erik Phillips 
0,Grant Cooper
0,JOHN COLLINS
0,Jonah Larsen
0,Luis Benitez
0,Roberto Navarro
0,Tyler Bradley
1,Austin Lachmann
5,Alexander Mejido
8,Conor Forgey
9,Robert Bronchick
11,Alexander McFerran
13,Daniel Scardino
13,Kyle O'Connor
14,Jacob  Perry
18,Noah Mintz
19,Brandon Hamamura
25,Chihao Tran
42,Roan van der Heiden
49,Nicholas Coury
74,Remi Prendergast
84,Timothy Gleeson
97,Thomas Freeman
b,r,e,a,k
Pittsburgh (B),28
0,Elias Dowling-Huppert
0,Henry Novara
0,Joseph Helgerman
0,Josh Pogue
0,KEVIN GLORIUS-PATRICK
0,Scott Branagan
0,Trent Greener
3,Charles Lee
4,Patrick Asinger
18,Kyle Cummings
23,Peter Niesman
31,David Tulin
39,ROGER XUE
44,Matt Walheim
44,Dylan Falk
45,David Menard
52,Ryan Andersen
87,Daniel Goldstein
96,Kamal Raslan
b,r,e,a,k
Miami,26
0,Aaren Sirak
0,BRAHM MASLA
0,Daniel LaRose
0,Greg  Scott
0,Jordan Shapiro
5,Alex Zacharkiewicz
7,David Machado
9,Benjamin O'Brien
14,Zachary Silberberg
17,Brian Morgenlander
18,Peter Khoury
25,Andres Reid
28,Matthew Walter
32,Raden Gustinvil
33,Jordan Hill
35,Sean Griffin
36,Benjamin Caplan
48,DEREK SHELDON
51,Joachim Lopez
81,David Tzeel
88,Bobby Williams
b,r,e,a,k
Florida Tech,25
3,Mike Behling
4,Ethan Aries
5,Chase Stein
7,Robert Barrett
9,David Witte
11,Jacob Clary
13,Robert (Bobby) Rogulski
14,George Tsirimokos
15,William McCormick
19,Hunter Davis
21,John Kenneth McGuire
27,Seamus Burns
29,Peter Martin
42,Joshua Newman
77,Reed Antonich
96,Thomas  Brodeur
b,r,e,a,k
Florida (B),22
0,Andy Therathanakorn
0,Brian Palmer
0,Christopher Ringue II
0,Daniel Gilbert
0,Noah Barnes
0,Palmer Crippen
0,Phillip Jones
0,Robert Ranieri
0,Jonathan Grez
0,Mackenzie Bowlin
0,Sterling Miller
5,Ely Levine
6,Joel Buenrostro
8,Tyler Hedges
9,Colby Cashion
11,Mathew Martins
15,Ryan Longley
27,john young
54,Zachary Roberts
98,Austin Urso
b,r,e,a,k
Florida State (B),24
0,Dominic Salvo
0,Eric Vlach
0,Henry Marcille
0,John Holk
0,Jonathan Sapp
0,Justin Chau
0,Nicholas LoPresti
0,Trevor Stade
0,William Boor
2,Alexander Claffey
8,Alexander Filipkowski
15,Patrick Lynch
20,Joshua Goraum
22,Justin Bachansingh
27,BRADLEY PATTERSON
28,Spencer Bluni
28,Zachary Goraum
33,Daniel Parlier
35,Michael (Dalton) Carter
69,Patrick Cox
69,David Heether
b,r,e,a,k
Florida Gulf Coast,23
0,Andrew Howard
0,Dylan Mertzlufft
0,Garrett Olesh
0,Josh Eisenoff
0,Max Agronin
0,Ian O'Regan
3,Thomas Hall
15,Jacob Markiewicz
20,Austin Arden
98,Hunter Tharp
99,Zachary Domrase
b,r,e,a,k
Embry-Riddle (Florida),21
2,Cory Garcia
4,Jorge Forgues
18,Zaccheus Hutchings
21,Jacob Waltz
23,Marcus Maiten
29,Gavan Rice
42,Ethan Shuttera
48,Thomas Ahearn
49,James Grayson
50,John Staiger IV
66,Austin Ogle
99,Jordan Lee
b,r,e,a,k
Northwestern (B),27
0,Octavio Bruetman
04,Jonathan Huang
24,Shu Han
37,John Eichenlaub
46,Andrew SaLoutos
52,Ben Richards
66,Arseniy Minasov
68,Luke Spencer
81,Thomas Fredericks
83,Jacob Swan
88,John Surprenant
96,George Irving
b,r,e,a,k
South Florida (B),29
0,Jacob Swisher
0,Jacob Schleicher
0,John White
0,Maurice Gardner
0,Paul Bednarek
0,Richard Miller
0,Rishi Parikh
0,Andrew  Cooley
0,Clyde Wright
0,David Enix
0,Dean Hasan
0,Sean Baraoidan
0,Tam Mai
1,Samuel Dornbusch
75,Henry Trent
77,Vonterio Duncan
b,r,e,a,k
s,t,a,g,e,s
pools,Elite Pool Play
pool,Pool A
Arkansas,Minnesota,5,13,"02/17/2017, 09:00",Pool A,Final
Northwestern,Florida State,13,12,"02/17/2017, 09:00",Pool A,Final
Arizona State,Cornell,12,14,"02/17/2017, 09:00",Pool A,Final
Texas A&M,Villanova,14,12,"02/17/2017, 09:00",Pool A,Final
Central Florida,South Carolina,13,8,"02/17/2017, 11:00",Pool A,Final
Arizona State,Wisconsin,5,13,"02/17/2017, 11:00",Pool A,Final
Brigham Young,Minnesota,12,13,"02/17/2017, 11:00",Pool A,Final
Texas A&M,Pittsburgh,7,13,"02/17/2017, 11:00",Pool A,Final
Florida State,Carleton College,11,13,"02/17/2017, 11:00",Pool A,Final
Northwestern,Arkansas,13,9,"02/17/2017, 11:00",Pool A,Final
Florida,Villanova,13,11,"02/17/2017, 11:00",Pool A,Final
Cornell,South Florida,7,13,"02/17/2017, 11:00",Pool A,Final
Brigham Young,Texas A&M,13,9,"02/17/2017, 13:00",Pool A,Final
Carleton College,Minnesota,13,10,"02/17/2017, 13:00",Pool A,Final
Wisconsin,Pittsburgh,6,13,"02/17/2017, 13:00",Pool A,Final
Arizona State,South Florida,13,9,"02/17/2017, 13:00",Pool A,Final
Texas,South Carolina,13,8,"02/17/2017, 13:00",Pool A,Final
Arkansas,Central Florida,11,13,"02/17/2017, 13:00",Pool A,Final
Northwestern,Cornell,13,8,"02/17/2017, 13:00",Pool A,Final
Florida,Brown,14,13,"02/17/2017, 13:00",Pool A,Final
Carleton College,Pittsburgh,10,13,"02/17/2017, 15:00",Pool A,Final
Arizona State,Texas,8,13,"02/17/2017, 15:00",Pool A,Final
South Carolina,Northwestern,9,13,"02/17/2017, 15:00",Pool A,Final
Villanova,Cornell,10,13,"02/17/2017, 15:00",Pool A,Final
Auburn,Brigham Young,11,13,"02/17/2017, 15:00",Pool A,Final
Wisconsin,Brown,13,8,"02/17/2017, 15:00",Pool A,Final
Minnesota,Central Florida,13,8,"02/17/2017, 15:00",Pool A,Final
Florida State,Arkansas,13,6,"02/17/2017, 15:00",Pool A,Final
Florida State,Brigham Young,12,14,"02/17/2017, 17:00",Pool A,Final
Brown,Auburn,13,14,"02/17/2017, 17:00",Pool A,Final
South Florida,Pittsburgh,6,13,"02/17/2017, 18:00",Pool A,Final
Wisconsin,Florida,11,13,"02/17/2017, 18:00",Pool A,Final
Auburn,Carleton College,8,13,"02/17/2017, 19:00",Pool A,Final
Central Florida,Texas,12,13,"02/17/2017, 19:00",Pool A,Final
Brown,Cornell,9,11,"02/18/2017, 09:00",Pool A,Final
Villanova,Brigham Young,6,13,"02/18/2017, 09:00",Pool A,Final
South Carolina,Arkansas,8,12,"02/18/2017, 09:00",Pool A,Final
Northwestern,South Florida,13,11,"02/18/2017, 09:00",Pool A,Final
Arkansas,Florida,9,13,"02/18/2017, 11:00",Pool A,Final
Texas A&M,Auburn,14,11,"02/18/2017, 11:00",Pool A,Final
South Carolina,Brigham Young,8,13,"02/18/2017, 11:00",Pool A,Final
Texas,Wisconsin,12,11,"02/18/2017, 11:00",Pool A,Final
Arizona State,Central Florida,10,12,"02/18/2017, 11:00",Pool A,Final
South Florida,Villanova,7,13,"02/18/2017, 11:00",Pool A,Final
Florida State,Pittsburgh,11,13,"02/18/2017, 11:00",Pool A,Final
Minnesota,Northwestern,13,6,"02/18/2017, 11:00",Pool A,Final
Arizona State,Villanova,11,12,"02/18/2017, 13:00",Pool A,Final
Auburn,South Carolina,13,8,"02/18/2017, 13:00",Pool A,Final
Brown,Carleton College,7,13,"02/18/2017, 13:00",Pool A,Final
Texas A&M,Florida,13,11,"02/18/2017, 13:00",Pool A,Final
Pittsburgh,Minnesota,8,13,"02/18/2017, 13:00",Pool A,Final
Texas,Brigham Young,11,13,"02/18/2017, 13:00",Pool A,Final
Cornell,Wisconsin,3,13,"02/18/2017, 13:00",Pool A,Final
Florida State,South Florida,10,7,"02/18/2017, 13:00",Pool A,Final
Brown,Texas,10,13,"02/18/2017, 15:00",Pool A,Final
Cornell,Florida,5,13,"02/18/2017, 15:00",Pool A,Final
Carleton College,Central Florida,10,13,"02/18/2017, 15:00",Pool A,Final
Villanova,Northwestern,9,13,"02/18/2017, 15:00",Pool A,Final
Arkansas,Auburn,13,12,"02/18/2017, 15:00",Pool A,Final
South Carolina,Texas A&M,6,13,"02/18/2017, 15:00",Pool A,Final
Arizona State,Florida State,9,13,"02/18/2017, 17:00",Pool A,Final
South Florida,Brown,5,13,"02/18/2017, 17:00",Pool A,Final
Brigham Young,Wisconsin,10,13,"02/18/2017, 17:00",Pool A,Final
Auburn,Texas,13,10,"02/18/2017, 18:00",Pool A,Final
Carleton College,Florida,10,13,"02/18/2017, 18:00",Pool A,Final
Texas A&M,Minnesota,7,13,"02/18/2017, 18:00",Pool A,Final
Pittsburgh,Central Florida,13,9,"02/18/2017, 19:00",Pool A,Final
b,r,e,a,k
pools,Emerging Powerhouse Pool Play
pool,Pool B
South Florida (B),Florida Tech,3,13,"02/17/2017, 09:00",Pool B,Final
Pittsburgh (B),Florida State (B),13,7,"02/17/2017, 09:00",Pool B,Final
Central Florida (B),Embry-Riddle (Florida),13,6,"02/17/2017, 09:00",Pool B,Final
Pittsburgh (B),Miami,12,11,"02/17/2017, 10:50",Pool B,Final
Florida State (B),South Florida (B),13,4,"02/17/2017, 10:50",Pool B,Final
Florida State (B),Florida Tech,9,13,"02/17/2017, 12:40",Pool B,Final
Northwestern (B),Embry-Riddle (Florida),10,11,"02/17/2017, 12:40",Pool B,Final
Miami,South Florida (B),13,4,"02/17/2017, 12:40",Pool B,Final
Central Florida (B),Northwestern (B),13,1,"02/17/2017, 14:30",Pool B,Final
Pittsburgh (B),South Florida (B),13,5,"02/17/2017, 14:30",Pool B,Final
Florida Tech,Miami,10,13,"02/17/2017, 14:30",Pool B,Final
Miami,Florida State (B),13,11,"02/17/2017, 16:20",Pool B,Final
Florida Tech,Pittsburgh (B),10,13,"02/17/2017, 16:20",Pool B,Final
Florida (B),Northwestern (B),13,6,"02/17/2017, 17:50",Pool B,Final
Florida Gulf Coast,Embry-Riddle (Florida),13,7,"02/17/2017, 17:50",Pool B,Final
Central Florida (B),Florida Gulf Coast,13,5,"02/17/2017, 19:40",Pool B,Final
Embry-Riddle (Florida),Florida (B),1,13,"02/17/2017, 21:30",Pool B,Final
Florida (B),Florida Gulf Coast,13,12,"02/17/2017, 23:00",Pool B,Final
Northwestern (B),Florida Gulf Coast,9,13,"02/17/2017, 23:20",Pool B,Final
Central Florida (B),Florida (B),13,11,"02/17/2017, 23:20",Pool B,Final
Embry-Riddle (Florida),Florida State (B),8,10,"02/18/2017, 09:00",Pool B,Final
South Florida (B),Northwestern (B),7,10,"02/18/2017, 09:00",Pool B,Final
Northwestern (B),Pittsburgh (B),5,13,"02/18/2017, 10:50",Pool B,Final
Embry-Riddle (Florida),Miami,3,13,"02/18/2017, 10:50",Pool B,Final
Central Florida (B),South Florida (B),13,4,"02/18/2017, 10:50",Pool B,Final
Central Florida (B),Florida State (B),13,4,"02/18/2017, 15:00",Pool B,Final
Miami,Florida (B),13,10,"02/18/2017, 16:00",Pool B,Final
Florida Gulf Coast,Pittsburgh (B),4,13,"02/18/2017, 16:00",Pool B,Final
Florida (B),Florida Tech,8,13,"02/18/2017, 17:50",Pool B,Final
Florida Tech,Florida Gulf Coast,13,7,"02/18/2017, 22:00",Pool B,Final
b,r,e,a,k
brackets,Elite Sunday Bracket
bracket,Championship
Minnesota,Pittsburgh,7,15,"02/19/2017, 13:15",Championship,Final
Minnesota,Northwestern,15,10,"02/19/2017, 11:00",Semifinals,Final
Texas A&M,Pittsburgh,9,15,"02/19/2017, 11:00",Semifinals,Final
Northwestern,Texas,15,10,"02/19/2017, 09:00",Wildcards,Final
Florida,Texas A&M,10,15,"02/19/2017, 09:00",Wildcards,Final
bracket,3rd Place
Northwestern,Texas A&M,15,12,"02/19/2017, 13:15",3rd Place,Final
bracket,7th Place
Carleton College,Wisconsin,15,11,"02/19/2017, 11:00",7th Place,Final
Carleton College,Florida State,15,5,"02/19/2017, 09:00",Round Name,Final
Wisconsin,Central Florida,15,8,"02/19/2017, 09:00",Round Name,Final
bracket,9th Place
bracket,13th Place
Arkansas,Villanova,15,13,"02/19/2017, 11:00",13th Place,Final
bracket,15th Place
Brown,South Carolina,13,10,"02/19/2017, 11:00",15th Place,Final
Arizona State,Brown,13,15,"02/19/2017, 09:00",Round Name,Final
South Florida,South Carolina,8,10,"02/19/2017, 09:00",Round Name,Final
bracket,17th Place
Arizona State,South Florida,13,8,"02/19/2017, 11:00",17th Place,Final
bracket,5th Place
bracket,11th Place
Cornell,Auburn,14,15,"02/19/2017, 11:00",11th Place,Final
bracket,Games
Cornell,Arkansas,11,13,"02/19/2017, 09:00",Games,Final
bracket,Games 2
Villanova,Auburn,11,13,"02/19/2017, 09:00",Games 2,Final
b,r,e,a,k
brackets,Emerging Powerhouse Sunday Brackets
bracket,Championship
Central Florida (B),Pittsburgh (B),7,14,"02/19/2017, 13:15",Championship,Final
Central Florida (B),Florida Tech,14,13,"02/19/2017, 11:00",Round Name,Final
Miami,Pittsburgh (B),14,15,"02/19/2017, 11:00",Round Name,Final
Florida Tech,Florida (B),15,9,"02/19/2017, 16:00",Round Name,Final
Miami,Florida State (B),13,11,"02/19/2017, 09:00",Round Name,Final
bracket,3rd Place
Miami,Florida Tech,15,10,"02/19/2017, 01:15",3rd Place,Final
bracket,5th place
Florida (B),Florida State (B),9,15,"02/19/2017, 18:00",5th Place,Final
bracket,7th Place
Florida Gulf Coast,Embry-Riddle (Florida),15,12,"02/19/2017, 18:00",7th Place,Final
Florida Gulf Coast,South Florida (B),15,8,"02/19/2017, 16:00",Round Name,Final
Embry-Riddle (Florida),Northwestern (B),15,7,"02/19/2017, 09:00",Round Name,Final
bracket,9th Place
South Florida (B),Northwestern (B),15,4,"02/19/2017, 11:00",9th Place,Final
b,r,e,a,k
