2017 Stanford Invite powered by SAVAGE,College - Men ,4,3,2017
Fremont,CA,2017-03-04,2017-03-05
https://play.usaultimate.org/events/2017-Stanford-Invite-powered-by-SAVAGE/schedule/Men/CollegeMen/
Pittsburgh,1
87,Matthew Ryan
95,Jake Biancur
b,r,e,a,k
Colorado,2
teamInfo,Mamabird,"Boulder, Colorado",http://www.mamabird.com/,https://www.facebook.com/University-of-Colorado-Mamabird-361160030582581/?fref=ts,@CUMamabird
0,Erik Hotaling
0,Girish Narayanswamy
0,Gregory Blumer
0,J Wesley Chow
0,Jack Ziemer
0,Alex Tatum
0,Jonathan Stirk
0,Joshua Crane
0,Mark Rauls
0,Quinn Finer
3,Elliott Woodward
4,Jack Drumright
7,Sean Chapel
9,Matthew Loughridge 
15,Marc Kaylor
16,Christopher Larson
18,SAM RHEINS
19,Isaac Chestler
33,Christopher Ward
34,Michael Fruge
80,Jeremy Harker
b,r,e,a,k
Stanford,7
teamInfo,Stanford Bloodthirsty,"Stanford, California",,https://www.facebook.com/stanfordbloodthirsty/,https://twitter.com/stanfordblood
coaches,Ryan Thompson
1,Allan Ndovu
2,Jack Kimmel
3,Sam Kunz
5,Zane Kashner
8,Grant Lin
10,Elliott Chartock
11,Drew Mathieson
13,JOHN KADAVY
14,Lyndon Whittaker
16,Sergio Licon
17,NOLAN WALSH
20,Ethan Shen
21,Phillip Cathers
22,David Mondry
23,Gabriel Hernandez
24,Kevin Tien
25,Ri Chen
28,Michael Becich
33,Nicholas Hirning
46,Cyrus Ready-Campbell
47,Abdramane Diabate
49,Maxwell Perham
69,Wilson Ruotolo
74,Alvin Kim
88,Maxwell Melin
b,r,e,a,k
Tufts,11
teamInfo,Elephant Men,"Medford, Massachusetts",http://www.tuftsmensultimate.org/,,https://twitter.com/tufts_emen
0,Aaron Epstein
0,Alex Caulfield
0,Bryce Walsh
0,Daniel Weinstein
0,Daniel Bronshvayg
0,Jacob Marsh
0,Jack (John) Spiva
0,Jac Carreiro
0,Kevin O'Brien
0,Michael Dillard
0,Morgan Gellert
0,Eric Chen
2,Owen Martin
3,Nicholas Roberts
5,Addison Hanson
6,William Simon
7,Torsten Johnson
10,Dylan Gully
13,Oliver Newland
15,Hakeem Adeyemi
25,Benjamin Wittenberg
29,David Leibert
38,Nikhil Bhatia-Lin
77,Walton (Yuito) Lee
b,r,e,a,k
Oregon State,14
teamInfo,Beavers,"Corvallis, Oregon",http://osumensultimate.wix.com/oregon-state-ultimate,https://www.facebook.com/osubeaversultimatedisc,https://twitter.com/OSU_ultimate
0,Aaron Peterschmidt
1,Sam Amaro
3,Jacob Ramsey
4,Nick Maher
6,Eric Callahan
7,Jacob Wigen
8,Andrew McCullough
10,Ryan Rogers
12,Dan Baumgartner
13,Jacob Chickadonz
16,Beryl Terry
17,Kyle Furukawa
18,Edward Simpson
19,Aaron Rogers
21,avner batat
24,Andrew Lewis
25,William Rowley
26,Taylor White
28,George Rear
30,Drew Peterschmidt
35,Kalen Pegeder
36,Adam Schneiderhan
62,Quinn Buermeyer
77,Jack Hubner
89,David Rong
b,r,e,a,k
Wisconsin,6
teamInfo,Hodags,"Madison, Wisconsin",modules/common/www.hodags.org,https://www.facebook.com/Wisconsin-Hodags-118125241585256/,https://twitter.com/hodaglove
coaches,Hector Valdivia,Andrew Brown
0,Andrew Everts
0,Ben Pavelka
0,Cody Milstein
0,Joseph Nelson
0,KEVIN CONWAY
0,Maddox Hill
1,Adam Klaus
2,Branavan Yogarajah
3,Nicholas Vogt
5,Jeff Maskalunas
6,Ian Hahn
9,Erik Jorgensen
07,Avery Johnson
10,Sam Hebert
12,Chris Wilen
13,David Yu
17,Thomas Gallagher
21,Karter Keller
23,Graeme Kernick
25,Ross Barker
26,Eric von Kampen
37,Jan Szmanda
44,Nicholas Ladas
49,John Tan
57,Austin Reif
b,r,e,a,k
Oregon,3
teamInfo,Ego,"Eugene, Oregon",https://ultiworld.com/team/18714/oregon/,https://www.facebook.com/OneBigEgo/,https://twitter.com/egotime
coaches,Jay Janin
0,Theodore Sither
02,Kerry Athey
03,Duncan Fitzgerald
05,Logan Chantelois
08,Kent Mastroianni
09,Colby Chuck
11,Tim McGinn
13,Raven Miller-Berg
14,Michael Fielden
15,Max Moore
17,Jacob Lambert
19,Steven Pearlman
21,Spencer Latarski
22,Zach Meyer
23,Xander Cuizon Tice
24,Adam Rees
25,Leandro Marx
26,Colton Clark
32,Martin Harris
33,Ben Pettis
42,Will Lohre
55,Connor Matthews
57,Jonathan Aycock
59,Noah Coolman
69,Hai Luong
77,Kit Asterin
80,Braedon Petrus
88,Noah Stuart
b,r,e,a,k
Virginia Tech,10
teamInfo,Burn,"Blacksburg, Virginia",http://vtultimate.wix.com/virginiatechultimate,,https://twitter.com/VTBurn?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor
0,Tim Slade
4,Joe Novak
5,Owen  Wright
6,Ryan Rossum
12,Kyle Flynn
14,Daniel Sablosky
16,Evan McLean
17,Colum Bergeron
18,Tyler Vincent
19,Ian Connerney
20,Dylan Hitt
21,Rhys Bergeron
22,Ferry Akbar Buchanan
25,Mike Vignali
32,Alexander DeLuca
42,Adam Norrbom
43,Joe Freund
54,Andrew Franco
55,Christian Gilbertson
87,TOBY WHITE
b,r,e,a,k
Auburn,15
teamInfo,Aetos,"Auburn, Alabama",,https://www.facebook.com/auburnultimate,https://twitter.com/AuburnUltimate
0,Austin Scott
0,Benjamin Morgan
0,Harrison Lott
0,Jack Missildine
0,James Hershey
0,Kyle Raab
0,Mark Shannon
0,Robert Alongi
0,Samuel Murphree
0,Trois White
5,Eric Sjostrom
6,Evan Caldwell
9,Dustin Register
12,Jordan Quinn
12,Jackson Crouch
18,Chandler Purtle
20,Mitch Parker
22,Rocco Magnella
23,Martin Newman
25,Reid Williams
26,Hamilton  Wasnick
27,Michael Volz
28,Reid Thackerson
35,Clark Missildine
37,Michael Strobel
47,Joshua Connelly
b,r,e,a,k
Carleton College,4
teamInfo,CUT),"Northfield, Minnesota",http://orgs.carleton.edu/cut/,https://www.facebook.com/CUTrules,https://twitter.com/cutrules
1,James Freed
2,Solomon Yanuck
3,Eli Miller
5,Liam Holloway-Bidwell
6,Alex Olson
7,Cameron Hastings
9,Nikita Fomichev
10,Henry Fisher
11,Kohl Sparrman
12,Tim Schoch
13,Chris Padilla
13,Alexander Walker
14,Dillon Lanier
15,Eric Taylor
17,Adam Throne
19,Stanley Birdsong
21,Ethan Bloodworth
24,Noah Cohen
27,Elliot Mawby
30,Natan Lee-Engel
33,Conor Eckert
46,Luke Webb
51,Jared Kannel
53,David O'Dea
55,Jake Ritmire
91,Joe White
b,r,e,a,k
Georgia,5
teamInfo,Jojah,"Athens, Georgia",https://jojahultimatefrisbee.wordpress.com/,https://www.facebook.com/JojahUltimate,https://twitter.com/JojahUltimate
4,Aidan Rogers
5,Ethan Bowling
7,Parker Bray
10,Adam Burgess
12,Conner Stoll
14,John Langstaff
16,Hunter Cutts
17,Ben Gladstone
22,Jon Ross Ingley
24,Patrick Trent
26,Vasiliy (Vasia) Mishin
28,Mack Hodges
29,Mason Cary
32,Noah Li
34,George Summers
40,Tyler Russell
42,Jason Jones
60,David William Petmecky
82,Sam Batson
87,Gino Mattace
88,Brandon Li
88,NATHAN HASKELL
b,r,e,a,k
Connecticut,16
teamInfo,UConn Grind,"Storrs, Connecticut",,,https://twitter.com/UConnGrind
0,Alex Jayakar
0,Brian Abedon
0,Brody O'Brien
0,Christian Bonebrake
0,Lee Martel
0,Philip Murray
0,Steven Purugganan
0,Walter Esker
3,John Friedman
9,Ryan Kennedy
11,Corey Danko
14,Christopher Bohr
14,Owen Casey
18,Jordan Layne
22,Nathan Getz
33,Daniel Reilly
35,Christopher  Rodo
65,Michael Rice
77,Jake Hansen
87,Bryan Maloney
96,Pat Kunkel
99,Gavin Clemmey
b,r,e,a,k
Washington,9
teamInfo,Sundodgers,"Seattle, Washington",http://washingtonultimate.org/,https://www.facebook.com/uwultimate,https://twitter.com/sundodgers
coaches,Alex Wells
01,Manuel Eckert
02,Tian Chuan Yen
03,Khalif El-Salaam
04,Brian Huynh
05,Jakob Steen
06,Porter Jones
07,Maximilian Landa
10,Dongyang Chen
11,Jonathan Shuster
12,Tomas Delgado
13,Jason Peacher-Ton
14,Steven Benaloh
15,Derek Mourad
16,Cooper Schumacher
18,Nathaniel Wipfler
22,Zach Airth
23,Xiao Dong Liu
29,Michael Buyco
30,Nels Schimek
44,Noah Kregenow
50,Samuel Scherer
87,Joseph Kornowske
99,Reed Hendrickson
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Pittsburgh,British Columbia,13,7,"03/04/2017, 08:00",Pool A,Final
Cal Poly-SLO,Texas,11,12,"03/04/2017, 08:00",Pool A,Final
Pittsburgh,Texas,12,8,"03/04/2017, 11:30",Pool A,Final
Cal Poly-SLO,British Columbia,10,13,"03/04/2017, 11:30",Pool A,Final
Pittsburgh,Cal Poly-SLO,13,9,"03/04/2017, 13:15",Pool A,Final
Texas,British Columbia,8,13,"03/04/2017, 13:15",Pool A,Final
pool,Pool B
Colorado,Oregon State,13,11,"03/04/2017, 09:45",Pool B,Final
Stanford,Tufts,12,9,"03/04/2017, 09:45",Pool B,Final
Colorado,Tufts,13,8,"03/04/2017, 11:30",Pool B,Final
Stanford,Oregon State,12,13,"03/04/2017, 11:30",Pool B,Final
Colorado,Stanford,13,11,"03/04/2017, 13:15",Pool B,Final
Tufts,Oregon State,13,10,"03/04/2017, 13:15",Pool B,Final
pool,Pool C
Oregon,Auburn,13,10,"03/04/2017, 08:00",Pool C,Final
Wisconsin,Virginia Tech,13,6,"03/04/2017, 08:00",Pool C,Final
Oregon,Virginia Tech,13,10,"03/04/2017, 09:45",Pool C,Final
Wisconsin,Auburn,11,13,"03/04/2017, 09:45",Pool C,Final
Oregon,Wisconsin,9,13,"03/04/2017, 13:15",Pool C,Final
Virginia Tech,Auburn,13,11,"03/04/2017, 13:15",Pool C,Final
pool,Pool D
Carleton College,Connecticut,13,6,"03/04/2017, 08:00",Pool D,Final
Georgia,Washington,15,13,"03/04/2017, 08:00",Pool D,Final
Carleton College,Washington,13,7,"03/04/2017, 09:45",Pool D,Final
Georgia,Connecticut,13,11,"03/04/2017, 09:45",Pool D,Final
Carleton College,Georgia,13,9,"03/04/2017, 11:30",Pool D,Final
Washington,Connecticut,13,14,"03/04/2017, 11:30",Pool D,Final
b,r,e,a,k
brackets,Bracket Play
bracket,1st Place Bracket
Pittsburgh,Colorado,15,14,"03/05/2017, 14:40",1st Place Finals,Final
Pittsburgh,Oregon,15,13,"03/05/2017, 11:20",1st Place Semis,Final
Georgia,Colorado,7,13,"03/05/2017, 11:20",1st Place Semis,Final
Pittsburgh,Stanford,12,10,"03/05/2017, 08:00",1st Place Quarters,Final
Carleton College,Oregon,7,13,"03/05/2017, 08:00",1st Place Quarters,Final
Wisconsin,Georgia,8,13,"03/05/2017, 08:00",1st Place Quarters,Final
Colorado,British Columbia,13,11,"03/05/2017, 08:00",1st Place Quarters,Final
Stanford,Virginia Tech,12,10,"03/04/2017, 15:00",1st Place Prequarters,Final
Oregon,Tufts,12,10,"03/04/2017, 15:00",1st Place Prequarters,Final
Texas,Georgia,6,13,"03/04/2017, 15:00",1st Place Prequarters,Final
Connecticut,British Columbia,6,13,"03/04/2017, 15:00",1st Place Prequarters,Final
bracket,3rd Place Bracket
Oregon,Georgia,0,0,"03/05/2017, 13:00",3rd Place Finals,Cancelled
bracket,5th Place Bracket
Carleton College,Wisconsin,13,4,"03/05/2017, 13:00",5th Place Finals,Final
Stanford,Carleton College,3,13,"03/05/2017, 11:20",5th Place Semis,Final
British Columbia,Wisconsin,7,10,"03/05/2017, 11:20",5th Place Semis,Final
bracket,9th Place Bracket
Virginia Tech,Tufts,13,3,"03/05/2017, 14:40",9th Place Finals,Final
Virginia Tech,Connecticut,13,12,"03/05/2017, 11:20",9th Place Semis,Final
Tufts,Texas,9,8,"03/05/2017, 11:20",9th Place Semis,Final
bracket,11th Place Bracket
Connecticut,Texas,1,0,"03/05/2017, 14:40",11th Place Finals,Final
bracket,7th Place Bracket
Stanford,British Columbia,10,7,"03/05/2017, 14:40",7th Place Finals,Final
b,r,e,a,k
pools,Men's Consolation
pool,Pool E
Cal Poly-SLO,Oregon State,12,11,"03/04/2017, 15:00",Pool E,Final
Auburn,Washington,5,13,"03/04/2017, 15:00",Pool E,Final
Cal Poly-SLO,Auburn,12,10,"03/05/2017, 08:00",Pool E,Final
Cal Poly-SLO,Washington,9,12,"03/05/2017, 09:40",Pool E,Final
Oregon State,Auburn,10,9,"03/05/2017, 09:40",Pool E,Final
Oregon State,Washington,0,0,"03/05/2017, 11:20",Pool E,Cancelled
b,r,e,a,k
