Huck Finn XX 2016,College - Men ,2,4,2016
Boone Township,MO,2016-04-02,2016-04-03
https://play.usaultimate.org/events/Huck-Finn-XX-2016/schedule/Men/CollegeMen/
Minnesota,1
Missouri,Notre Dame,15,10,"04/03/2016, 13:00",Semifinals,Final
Minnesota,Colorado State,13,9,"04/03/2016, 11:00",Quarterfinals,Final
Ohio State,Arkansas,10,11,"04/03/2016, 11:00",Quarterfinals,Final
Missouri,Cincinnati,15,14,"04/03/2016, 11:00",Quarterfinals,Final
Notre Dame,Tulane,12,6,"04/03/2016, 11:00",Quarterfinals,Final
Minnesota,Iowa State,15,6,"04/03/2016, 09:00",Pre-Quarterfinals,Final
Cal Poly-SLO,Colorado State,11,13,"04/03/2016, 09:00",Pre-Quarterfinals,Final
Ohio State,Penn State,15,10,"04/03/2016, 09:00",Pre-Quarterfinals,Final
Arkansas,Illinois,11,7,"04/03/2016, 09:00",Pre-Quarterfinals,Final
Purdue,Missouri,7,13,"04/03/2016, 09:00",Pre-Quarterfinals,Final
Texas Christian,Cincinnati,9,10,"04/03/2016, 09:00",Pre-Quarterfinals,Final
Auburn,Notre Dame,13,14,"04/03/2016, 09:00",Pre-Quarterfinals,Final
Tulane,Illinois State,15,10,"04/03/2016, 09:00",Pre-Quarterfinals,Final
bracket,3rd Place
Arkansas,Notre Dame,10,11,"04/03/2016, 15:00",3rd Place,Final
bracket,5th Place
Colorado State,Ohio State,12,14,"04/03/2016, 15:00",5th Place,Final
Colorado State,Tulane,12,11,"04/03/2016, 13:00",5th Place Semis,Final
Ohio State,Cincinnati,13,5,"04/03/2016, 13:00",5th Place Semis,Final
bracket,9th Place (A)
Iowa State,Purdue,15,7,"04/03/2016, 13:00",9th Place (A),Final
Iowa State,Auburn,9,8,"04/03/2016, 11:00",9th Place (A) Semis,Final
Illinois,Purdue,10,13,"04/03/2016, 11:00",9th Place (A) Semis,Final
bracket,9th Place (B)
Cal Poly-SLO,Penn State,12,9,"04/03/2016, 13:00",9th Place (B),Final
Cal Poly-SLO,Texas Christian,15,1,"04/03/2016, 11:00",9th Place (B) Semis,Final
Penn State,Illinois State,15,8,"04/03/2016, 11:00",9th Place (B) Semis,Final
bracket,13th Place (B)
Texas Christian,Illinois State,14,15,"04/03/2016, 15:00",13th Place (B),Final
b,r,e,a,k
brackets,Sunday Consolation Bracket
bracket,17th Place
Maryland,Case Western Reserve,11,13,"04/03/2016, 15:00",17th Place,Final
Pennsylvania,Maryland,5,13,"04/03/2016, 13:00",17th Place Semis,Final
Northwestern,Case Western Reserve,11,12,"04/03/2016, 13:00",17th Place Semis,Final
Pennsylvania,Dayton,14,10,"04/03/2016, 11:00",17th Place Quarters,Final
Maryland,Chicago,15,11,"04/03/2016, 11:00",17th Place Quarters,Final
Northwestern,Michigan State,15,11,"04/03/2016, 11:00",17th Place Quarters,Final
Case Western Reserve,LSU,15,8,"04/03/2016, 11:00",17th Place Quarters,Final
St Louis,Dayton,8,10,"04/03/2016, 09:00",17th Place Pre-Quarters,Final
Chicago,Washington University,15,8,"04/03/2016, 09:00",17th Place Pre-Quarters,Final
Loyola-Chicago,Michigan State,13,14,"04/03/2016, 09:00",17th Place Pre-Quarters,Final
LSU,Truman State,15,6,"04/03/2016, 09:00",17th Place Pre-Quarters,Final
bracket,19th Place
Pennsylvania,Northwestern,11,9,"04/03/2016, 15:00",19th Place,Final
bracket,21st Place
Dayton,Chicago,7,15,"04/03/2016, 15:00",21st Place,Final
Dayton,Michigan State,1,0,"04/03/2016, 13:00",21st Semis,Final
Chicago,LSU,1,0,"04/03/2016, 13:00",21st Semis,Final
bracket,23rd Place
Michigan State,LSU,1,0,"04/03/2016, 15:00",23rd Place,Final
bracket,25th Place
St Louis,Loyola-Chicago,8,11,"04/03/2016, 15:00",25th Place,Final
St Louis,Truman State,15,7,"04/03/2016, 13:00",25th Place Semis,Final
Washington University,Loyola-Chicago,14,15,"04/03/2016, 13:00",25th Place Semis,Final
bracket,27th Place
Truman State,Washington University,9,15,"04/03/2016, 15:00",27th Place,Final
b,r,e,a,k
pools,Sunday Consolation Pool
pool,Pool Z
San Diego State,Mississippi State,15,12,"04/03/2016, 11:00",Pool Z,Final
Lehigh,Minnesota-Duluth,15,7,"04/03/2016, 11:00",Pool Z,Final
Minnesota-Duluth,Indiana,10,7,"04/03/2016, 13:00",Pool Z,Final
Lehigh,Mississippi State,15,7,"04/03/2016, 13:00",Pool Z,Final
Lehigh,Indiana,12,13,"04/03/2016, 15:00",Pool Z,Final
Mississippi State,Indiana,12,5,"04/03/2016, 17:00",Pool Z,Final
b,r,e,a,k
