TCT Pro-Elite Challenge 2016 (Colorado Cup),Club - Women ,30,7,2016
Aurora,CO,2016-07-30,2016-07-31
https://play.usaultimate.org/events/TCT-Pro-Elite-Challenge-2016-Colorado-Cup/schedule/Women/Club-Women/
Brute Squad,1
44,Natalie Gustafson
b,r,e,a,k
Fury,4
0,Sarah Carnahan
0,Alicia Dantzker
0,Lisa Couper
0,Diana Charrier
0,Stephanie Lim
0,Marisa Mead
0,Katie Ryan
0,Magon Liu
3,Sharon Lin
4,Alex Snyder
5,Kaela Helton
8,Nancy Sun
10,Genevieve Laroche
15,Alden Fletcher
16,Michela Meister
20,Andrea Romano
21,Meeri Chang
27,Ness Fajardo
33,Anna Nazarov
42,Darragh Kawaoka
44,Maggie Ruden
51,Claire Desmond
61,Lakshmi Narayan
71,Manisha Daryani
77,Carolyn Finney
b,r,e,a,k
Scandal,5
0,Kristin Franke
0,Claire Smullen
0,Jenny Fey
0,Nada Tramonte
0,Molly Roy
0,Sarah Solis
0,Kathleen Ratcliff
0,Theresa Hackett
0,Hannah Boone
0,Jessica O'Connor
0,Keila Strick
0,Amy Wickner
0,Laura Pape
0,Sandra Jorgensen
4,Sarah Itoh
7,Kimberly Beach
14,Colleen Marshall
18,Lisa Kowalski
23,Sarah Lord
28,Amy Zhou
b,r,e,a,k
Nemesis,16
0,Eileen Duffner
01,Allison Fish
04,Monica Matsumoto
05,MOLLY SCHULMAN
06,Risa Umeno
07,Mary Colleen Hannon
08,Christina Sur
11,Katherine George
12,Megan Tormey
13,Jessica Sipperley
15,Danielle Blatt
17,Erika Danckers
19,Rachel Foster
20,Alex Chudler
21,Amanda Dobbyn
22,Rachel Bradley
23,Emily Hadel
25,Joann Wong
27,Angelina Kim
31,Abby Shure
32,Carol Li
72,Jacqueline Jarik
77,Sara Miller
94,Emilie Willingham
99,Kathleen Dyer
b,r,e,a,k
Schwa,9
0,Eva Popp
0,Katie Weatherhead
0,Lillian Weaver
0,Ellen Kalenscher
0,Kendra Wahl
0,Emily Flock
0,Samantha Rodenberg
4,Natalie Hancock
5,MARGARET WILSON-MOSES
10,Kimber Coles
11,Emily Flanders
13,Kelly Hansen
14,JENNIFER TIBBALS
15,Sarah Read-Brown
16,Adrienne (Adie) Bovee
16,Jenica Villamor
18,Julia Sherwood
21,Nicola Bruce
25,Lauren Truxillo
29,Alice White-Cyr
35,Chelsea Twohig
43,Ella Hansen
77,Strat Stratton
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Brute Squad,Ozone,13,7,"07/30/2016, 08:00",Pool A,Final
Phoenix,Showdown,14,13,"07/30/2016, 08:00",Pool A,Final
Brute Squad,Showdown,13,7,"07/30/2016, 12:00",Pool A,Final
Phoenix,Ozone,11,10,"07/30/2016, 12:00",Pool A,Final
Brute Squad,Phoenix,13,10,"07/30/2016, 14:00",Pool A,Final
Ozone,Showdown,9,11,"07/30/2016, 14:00",Pool A,Final
pool,Pool B
Seattle Riot,Heist,13,9,"07/30/2016, 08:00",Pool B,Final
Nightlock,BENT,10,6,"07/30/2016, 08:00",Pool B,Final
Seattle Riot,BENT,13,4,"07/30/2016, 10:00",Pool B,Final
Nightlock,Heist,11,12,"07/30/2016, 10:00",Pool B,Final
Seattle Riot,Nightlock,13,8,"07/30/2016, 12:00",Pool B,Final
Heist,BENT,13,5,"07/30/2016, 12:00",Pool B,Final
pool,Pool C
Molly Brown,Underground,13,4,"07/30/2016, 10:00",Pool C,Final
Traffic,Green Means Go,13,8,"07/30/2016, 10:00",Pool C,Final
Molly Brown,Green Means Go,13,8,"07/30/2016, 12:00",Pool C,Final
Traffic,Underground,13,10,"07/30/2016, 12:00",Pool C,Final
Molly Brown,Traffic,13,7,"07/30/2016, 14:00",Pool C,Final
Underground,Green Means Go,12,6,"07/30/2016, 14:00",Pool C,Final
pool,Pool D
Fury,Schwa,13,5,"07/30/2016, 08:00",Pool D,Final
Scandal,Nemesis,13,7,"07/30/2016, 08:00",Pool D,Final
Fury,Nemesis,13,5,"07/30/2016, 10:00",Pool D,Final
Scandal,Schwa,13,5,"07/30/2016, 10:00",Pool D,Final
Fury,Scandal,13,7,"07/30/2016, 14:00",Pool D,Final
Schwa,Nemesis,8,13,"07/30/2016, 14:00",Pool D,Final
b,r,e,a,k
brackets,Championship Bracket
bracket,1st Place Bracket
Brute Squad,Seattle Riot,10,13,"07/31/2016, 12:00",1st Place Finals,Final
Brute Squad,Fury,13,10,"07/31/2016, 10:00",1st Place Semis,Final
Molly Brown,Seattle Riot,8,13,"07/31/2016, 10:00",1st Place Semis,Final
Brute Squad,Underground,13,6,"07/31/2016, 08:00",1st Place Quarters,Final
Fury,Traffic,13,11,"07/31/2016, 08:00",1st Place Quarters,Final
Molly Brown,Scandal,13,6,"07/31/2016, 08:00",1st Place Quarters,Final
Seattle Riot,Phoenix,13,5,"07/31/2016, 08:00",1st Place Quarters,Final
Heist,Underground,10,11,"07/30/2016, 16:00",1st Place Prequarters,Final
Traffic,Nightlock,14,12,"07/30/2016, 16:00",1st Place Prequarters,Final
Showdown,Scandal,5,13,"07/30/2016, 16:00",1st Place Prequarters,Final
Nemesis,Phoenix,11,12,"07/30/2016, 16:00",1st Place Prequarters,Final
b,r,e,a,k
brackets,Placement Brackets
bracket,3rd Place
Fury,Molly Brown,8,13,"07/31/2016, 12:00",3rd Place,Final
bracket,5th Place Bracket
Traffic,Scandal,8,13,"07/31/2016, 12:00",5th Place Finals,Final
Underground,Traffic,6,13,"07/31/2016, 10:00",5th Place Semis,Final
Scandal,Phoenix,10,9,"07/31/2016, 10:00",5th Place Semis,Final
bracket,7th Place
Underground,Phoenix,6,13,"07/31/2016, 12:00",7th Place,Final
bracket,9th Place Bracket
Nightlock,Showdown,10,12,"07/31/2016, 10:00",9th Place Finals,Final
Heist,Nightlock,10,11,"07/31/2016, 08:00",9th Place Semis,Final
Showdown,Nemesis,13,11,"07/31/2016, 08:00",9th Place Semis,Final
bracket,11th Place
Heist,Nemesis,13,3,"07/31/2016, 10:00",11th Place,Final
b,r,e,a,k
pools,13th Place Round Robin
pool,Pool E
Ozone,Green Means Go,12,9,"07/30/2016, 16:00",Pool E,Final
BENT,Schwa,12,9,"07/30/2016, 16:00",Pool E,Final
Ozone,Schwa,13,8,"07/31/2016, 12:00",Pool E,Final
BENT,Green Means Go,6,12,"07/31/2016, 12:00",Pool E,Final
Ozone,BENT,10,11,"07/31/2016, 14:00",Pool E,Final
Green Means Go,Schwa,12,11,"07/31/2016, 14:00",Pool E,Final
b,r,e,a,k
