Queen City Tune Up 2016,College - Men ,6,2,2016
https://play.usaultimate.org/events/Queen-City-Tune-Up-2016/schedule/Men/CollegeMen/
Massachusetts,1
07,Jesse Kovacs
08,ALEC TOLENTINO
10,Marcus Rovner
11,Taek Lee
12,CHRISTOPHER BROWN
13,Andrew Cohen
15,Vikram Sethuraman
16,Austin Banks
17,Spencer Beck
18,Dain Nielsen
19,Paden McBride
21,Matt Gouchoe-Hanas
22,Walker Matthews
24,Alexander Davis
25,David Voychuk
27,Ryan  Greaves
42,Alex (Evan) Grosskurth
45,Elijah Long
50,Miles Lally
76,Chathan Driehuys
85,Andrew Mouw
b,r,e,a,k
Virginia Commonwealth,18
01,Akram Abudheer
02,BRAD SMART
03,Benjamin Houchins
05,William McGovern
07,Brett Smith
09,Owen Thompson
10,Matthew Reynolds
12,REGGIE MCCLELLAN
14,Derrick Freeman
17,Jack Field
21,Brendan Wang
22,Jacob Belvin
24,Trent Cooper
25,Justin Hall
26,Kenneth Kane
27,Nathan Salle
28,Austyn Pedersen
32,DOMINIQUE GIBSON
33,Nick Evans
38,Curtis Farmer
43,Jay Kaul
66,Martin Smoot
99,Adante Thompson
b,r,e,a,k
James Madison,6
0,Garrett Braun
0,Colin Smith
0,Andrew Marusic
0,Griffin deMenna
0,Steven Praplaski
0,Aaron Bouchard
0,David Boyle
2,Bjorn Johnson
3,Cam Barnhardt
4,Jack Corcoran
6,James Friscia
7,MATT MURPHY
8,William Strauss
9,Griffin Lang
17,Kevin O'Malley
20,Kyle Woodward
21,Benjamin Green
22,Garrett Manno
25,John Dickerson
28,ABNER REYES
30,Quinn Bergeron
33,Torin Porter
36,Matthew Johnston
40,Brian Dawson
45,Nicolas Johnson
79,Ryan Ayres
81,Colin Doescher
b,r,e,a,k
Case Western Reserve,22
0,Mark Fertal
0,Steven Tokar
0,William Baskin
0,Richard Parr
0,Dmitriy Estrin
0,Nick Longo
0,Jacob Lunn
0,Michael Kasper
0,Tarik Akyuz
0,Anthony Dario
0,Milo Korman
0,Kevin Talbot
0,Jordan Liff
3,Brian Ward
3,Joseph Marmerstein
3,Steven Her
8,Kunal Rath
14,Kyle Rogers
22,Nathan Olszowy
25,MATT TEDESCO
31,Matthew Chin
43,Jake Rovner
b,r,e,a,k
Notre Dame,12
01,Charles Grunhard
02,Charles Labuz
04,Sean Brady
05,Benjamin Israel
07,Luke Brennan
10,William OBrien
11,Jacob Scobey-Polacheck
12,Robert Stiller
14,Andrew McNally
20,Patrick McMahon
22,Sean Gaouette
25,Andrew Geisel
34,Collin Klenke
37,Daniel Fitzgerald
38,Samuel DeTrempe
44,Daniel Verzuh
48,Luke Shanahan
51,MATTHEW FARRELL
63,Kel  Beatty
64,John Szigety
72,Joseph Norby
73,PATRICK HANSEN
74,JONATHAN CERNANEC
75,Jeremy Doyle
87,Steven Campillo
88,Franklin Mejia
b,r,e,a,k
Michigan State,14
0,Patric LaJoye
0,Nicolas Theisen
0,Brandon Lin
0,Ryan Nussdorfer
0,Daniel Stephens
0,MATTHEW KAPLAN
0,BRIAN BROWN
0,Patrick Sharp
8,Daniel Brown
10,Blake Seippel
10,DEREK KEIGHTLY
12,Kyle Nussdorfer
14,Jay Andreani
16,Matthew Goeman
19,David Vanderzee
21,Jake Blankemeier
25,Ryan Yergin
29,Ashton Hoffman
37,EITAN SPIVAK
39,BRIAN WYSS
42,Mohamadou Diatta
82,Kevin Kern
90,Michael Giles
b,r,e,a,k
Georgia,5
0,NATHAN HASKELL
0,Patrick Trent
0,John Langstaff
0,Neal Raines
0,Vasiliy (Vasia) Mishin
0,Jason Jones
4,Aidan Rogers
5,Ethan Bowling
7,Parker Bray
9,Samuel Little
10,Adam Burgess
16,Hunter Cutts
19,RYAN PAPPAFOTIS
21,Sheryar Ali
22,Jon Ross Ingley
29,Mason Cary
34,George Summers
60,David William Petmecky
82,Sam Batson
87,Gino Mattace
b,r,e,a,k
Harvard,4
0,Bryn Huxley-Reicher
0,Keiran Carpen
0,Jack Deschler
1,William Deuschle
2,Ryan Kerr
5,Andrew Brennan
6,James Thurm
7,BEN BANAVIGE
9,John Rahill
10,Olivia Player
10,Adam Ehrenberg
11,Andrew O'Rourke
12,Benjamin Scharfstein
13,Michael Aderhold
14,John Stubbs
17,JONAH HAHN
18,Harry Stone
22,Alexander Hem
23,Mark Vandenberg
24,David Reshef
25,Aron Szanto
50,Jeffrey Naftaly
72,Ryan Plunkett
89,Milan Ravenell
91,Christopher Haley
b,r,e,a,k
Maryland,11
0,Matthew Rohrbaugh
0,Jeremy Knopf
0,Joe Sanz
0,Adam Weiss
1,Daniel Mehmedovich
1,Erik Larmore
4,Matthew Smith
5,Samuel Besse
7,Liam Toal
8,Sean Reischel
9,Thomas Kinton
10,Benjamin Lee
11,Lucas Denit
14,Mac Keller
15,William Xu
16,John Walden
17,Tom Noll
18,Christopher Bernard
21,Max Cassell
22,Ryan Swift
27,Myco Paulo
32,Eliot Fenton
42,Sean Manning
74,Andrew Creighton
b,r,e,a,k
George Washington,20
0,Noah Thomas
0,Ryan Greene
0,Evan Sandefur
0,Andrew Lennon
0,Shane Haar
0,HENRY BETTS
0,Jeremy Neff
0,Andrew Bent
0,Josh Weinstock
0,Daniel Bernstein
0,Kyle Johnson
1,John Venezia
16,Alexander Nunno
22,Marc Gottschalk
30,Thomas Perry
33,Gabriel Fernandez
37,Benjamin Butcher
71,BRAD RICHARDS
81,Ben Frattini
84,Jason Davidson
87,Tyler Monroe
b,r,e,a,k
Iowa State,15
01,Arthur Harris
02,Logan Grothus
04,Brian Wandrei
05,Daniel Sullivan
06,Scott Hearne
07,Joel Morton
09,Colin Fry
11,Richard Poterack
17,LUCAS COLEMAN
18,Rahul Seshappa
21,Ethan Sabado
23,Ben Joerger
28,Niko Beauchamp
32,Jon Olson
33,Peter Miller
43,Nick Espe
52,Bryan Hall
54,Alec Sauerbrei
71,CULLEN RAASCH
89,Michael Sandstrom
97,Tanner Boyle
b,r,e,a,k
North Carolina-Charlotte,21
0,Jacob Fairfax
0,Michael Rankin
0,Sean Kelley
0,George Pollard
0,Juan Castaneda
0,Taylor McGraw
0,Karan Patel
0,Bobby Black
2,Geffen Agasi
3,Craig Berwick
3,Trace McDonald
6,Dylan Welchman
8,Ryan Werkmeister
11,Michael Demeny
11,Adam Crews
13,JOSHUA SCHLUDE
23,Lance McNicoll
25,Ben Pepe
73,Jeremy Nelson
77,Michael Hultquist
83,Aditya Joshi
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Massachusetts,Iowa,13,4,"02/06/2016, 09:00",Pool A
Virginia,Wisconsin-Milwaukee,12,9,"02/06/2016, 09:00",Pool A
Iowa,Ohio State,5,12,"02/06/2016, 10:30",Pool A
Wisconsin-Milwaukee,Davidson,4,13,"02/06/2016, 10:30",Pool A
Massachusetts,Ohio State,13,8,"02/06/2016, 12:00",Pool A
Virginia,Davidson,10,12,"02/06/2016, 12:00",Pool A
Massachusetts,Davidson,13,6,"02/06/2016, 13:30",Pool A
Virginia,Iowa,8,10,"02/06/2016, 13:30",Pool A
Ohio State,Wisconsin-Milwaukee,10,7,"02/06/2016, 13:30",Pool A
Massachusetts,Wisconsin-Milwaukee,13,9,"02/06/2016, 15:00",Pool A
Virginia,Ohio State,9,12,"02/06/2016, 15:00",Pool A
Iowa,Davidson,6,8,"02/06/2016, 15:00",Pool A
Ohio State,Davidson,10,8,"02/07/2016, 09:00",Pool A
Massachusetts,Virginia,13,2,"02/07/2016, 09:00",Pool A
Iowa,Wisconsin-Milwaukee,11,12,"02/07/2016, 09:00",Pool A
pool,Pool B
North Carolina-Wilmington,Luther,13,7,"02/06/2016, 09:00",Pool B
Michigan,Ohio,13,7,"02/06/2016, 09:00",Pool B
Luther,North Carolina State,12,10,"02/06/2016, 10:30",Pool B
Ohio,North Carolina-Asheville,9,10,"02/06/2016, 10:30",Pool B
North Carolina-Wilmington,North Carolina State,13,4,"02/06/2016, 12:00",Pool B
Michigan,North Carolina-Asheville,12,9,"02/06/2016, 12:00",Pool B
North Carolina-Wilmington,North Carolina-Asheville,12,9,"02/06/2016, 13:30",Pool B
Michigan,Luther,12,7,"02/06/2016, 13:30",Pool B
North Carolina State,Ohio,10,13,"02/06/2016, 13:30",Pool B
North Carolina-Wilmington,Ohio,13,7,"02/06/2016, 15:00",Pool B
Michigan,North Carolina State,12,9,"02/06/2016, 15:00",Pool B
Luther,North Carolina-Asheville,7,10,"02/06/2016, 15:00",Pool B
North Carolina State,North Carolina-Asheville,12,9,"02/07/2016, 09:00",Pool B
North Carolina-Wilmington,Michigan,11,8,"02/07/2016, 09:00",Pool B
Luther,Ohio,9,12,"02/07/2016, 09:00",Pool B
pool,Pool C
North Carolina,Notre Dame,13,9,"02/06/2016, 09:00",Pool C
James Madison,Virginia Commonwealth,6,12,"02/06/2016, 09:00",Pool C
Michigan State,Case Western Reserve,8,11,"02/06/2016, 09:00",Pool C
North Carolina,James Madison,12,7,"02/06/2016, 10:30",Pool C
Notre Dame,Michigan State,10,9,"02/06/2016, 10:30",Pool C
Virginia Commonwealth,Case Western Reserve,11,10,"02/06/2016, 10:30",Pool C
North Carolina,Michigan State,11,4,"02/06/2016, 12:00",Pool C
James Madison,Case Western Reserve,10,8,"02/06/2016, 12:00",Pool C
Notre Dame,Virginia Commonwealth,7,13,"02/06/2016, 12:00",Pool C
James Madison,Notre Dame,11,10,"02/06/2016, 13:30",Pool C
North Carolina,Virginia Commonwealth,13,6,"02/06/2016, 13:30",Pool C
Michigan State,Virginia Commonwealth,6,13,"02/06/2016, 15:00",Pool C
Notre Dame,Case Western Reserve,8,11,"02/06/2016, 15:00",Pool C
North Carolina,Case Western Reserve,11,9,"02/07/2016, 09:00",Pool C
James Madison,Michigan State,10,7,"02/07/2016, 09:00",Pool C
pool,Pool D
Harvard,Maryland,13,11,"02/06/2016, 09:00",Pool D
Georgia,George Washington,12,11,"02/06/2016, 09:00",Pool D
Iowa State,North Carolina-Charlotte,12,10,"02/06/2016, 09:00",Pool D
Harvard,Georgia,8,10,"02/06/2016, 10:30",Pool D
Maryland,Iowa State,13,8,"02/06/2016, 10:30",Pool D
George Washington,North Carolina-Charlotte,10,8,"02/06/2016, 10:30",Pool D
Harvard,Iowa State,12,7,"02/06/2016, 12:00",Pool D
Georgia,North Carolina-Charlotte,9,7,"02/06/2016, 12:00",Pool D
Maryland,George Washington,13,8,"02/06/2016, 12:00",Pool D
Georgia,Maryland,11,9,"02/06/2016, 13:30",Pool D
Iowa State,George Washington,8,13,"02/06/2016, 13:30",Pool D
Harvard,George Washington,13,8,"02/06/2016, 15:00",Pool D
Maryland,North Carolina-Charlotte,8,10,"02/06/2016, 15:00",Pool D
Harvard,North Carolina-Charlotte,12,7,"02/07/2016, 09:00",Pool D
Georgia,Iowa State,11,9,"02/07/2016, 09:00",Pool D
b,r,e,a,k
brackets,Bracket Play
bracket,Championship Bracket
Massachusetts,North Carolina-Wilmington,11,12,"02/07/2016, 15:00",Championship
Massachusetts,Georgia,12,9,"02/07/2016, 13:30",Semi-Finals
North Carolina,North Carolina-Wilmington,7,11,"02/07/2016, 13:30",Semi-Finals
Massachusetts,Virginia Commonwealth,12,4,"02/07/2016, 12:00",Quarterfinals
Georgia,Michigan,11,9,"02/07/2016, 12:00",Quarterfinals
North Carolina,Ohio State,11,6,"02/07/2016, 12:00",Quarterfinals
North Carolina-Wilmington,Harvard,13,9,"02/07/2016, 12:00",Quarterfinals
bracket,Ninth Place Bracket
Case Western Reserve,James Madison,6,10,"02/07/2016, 15:00",Ninals
Case Western Reserve,Maryland,12,11,"02/07/2016, 13:30",Semifinals
James Madison,George Washington,13,5,"02/07/2016, 13:30",Semifinals
Davidson,Case Western Reserve,6,9,"02/07/2016, 12:00",Quarterfinals
Maryland,Ohio,11,8,"02/07/2016, 12:00",Quarterfinals
James Madison,Iowa,12,5,"02/07/2016, 12:00",Quarterfinals
North Carolina-Asheville,George Washington,8,11,"02/07/2016, 12:00",Quarterfinals
bracket,Seventeenth Place Bracket
North Carolina State,Wisconsin-Milwaukee,11,2,"02/07/2016, 13:30",17th Place
Virginia,North Carolina State,8,11,"02/07/2016, 12:00",Semifinals
Wisconsin-Milwaukee,North Carolina-Charlotte,7,6,"02/07/2016, 12:00",Semifinals
Virginia,Michigan State,13,4,"02/07/2016, 10:30",Quarterfinals
Iowa State,North Carolina State,5,12,"02/07/2016, 10:30",Quarterfinals
Notre Dame,Wisconsin-Milwaukee,9,11,"02/07/2016, 10:30",Quarterfinals
Luther,North Carolina-Charlotte,8,10,"02/07/2016, 10:30",Quarterfinals
b,r,e,a,k
