Stanford Invite 2016,College - Men ,5,3,2016
https://play.usaultimate.org/events/Stanford-Invite-2016/schedule/Men/CollegeMen/
Massachusetts,1
64,Leandro Marx
66,William Watkins
68,James Shanahan
70,Christopher Strub
75,Marvin Waldvogel
80,Braedon Petrus
b,r,e,a,k
Texas A&M,6
0,AARON SUNSTRUM
0,Carter Hollo
0,Nick Ochoa
1,Timothy Robison
3,Michael Wilson
5,Michael Bryant
6,Marshall Dinges
7,Ben Lewis
9,Jamie Wall
12,Connor Ughetta
13,Dalton Smith
15,David  Thompson
16,DAVID SMITH
17,Todd Schrader
18,Casey Aldridge
20,Nicolas Ceaser
21,Alex Garcia
21,Carson Smith
22,Zach Marbach
23,TRAVIS WINTER
24,Brendan Adams
27,Colin Smith
32,Jared Schueler
42,RYAN  JONES
80,Connor Cole
81,Luke Hebert
b,r,e,a,k
Central Florida,11
0,Adam Lapikas
1,Austin Gaines
2,Kameron Knight
3,Terence Murphy
4,Kyle Reedy
5,Michael Fairley
6,Kyle Lockwood
8,Harrison Slate
9,JACOB RADFORD
10,James Dangler
12,Matt Helms
13,Zachary Marks
16,Zachary Good
18,Tyler Carolino
25,Adam Vinson
26,Thomas Schulte
27,Austin Mercadante
30,Andrew McKelvey
32,Austin Malone
44,DAVID HANKIN
45,Jeffrey Shapiro
51,Michael Taylor
69,Joseph Behr
74,Stuart Little
84,Nick Ellison
87,Benjamin Ostman
88,Remi Prendergast
b,r,e,a,k
California-San Diego,14
0,Ben Kumler
0,Jacob Gutkowski
0,Zac Goldberg
0,Migal Manickaraj
0,Joshua Hicken
0,Isaac Rehg
0,Steven Chung
0,Ryan Amely-Shannon
1,Jackie Wong
2,Nikhar ABBAS
4,Scott Radlauer
13,Joe McMinn
22,Cody Kirkland
24,Eric Hytönen
25,Mazden Mastromauro
35,KEVIN AMARBAYAR
36,Stefan Samu
50,Will Sun
68,Victor Rodrigo
70,Sequoya Daniels
72,Gene He
78,Brian McCoy
92,Neehar Kondapaneni
93,Blair Winnacott
94,Zachary Spidell
97,Zachary Murez
99,Gavriel Gelbart
b,r,e,a,k
Pittsburgh,4
0,Jack Slevin
0,SAM JENNINGS
0,Leo Warren
02,Joseph Bender
03,Patrick Earles
05,Saul Graves
09,Carl Morgenstern
10,Max Thorne
11,Kyle Hartley
12,KEVIN TANG
13,Andrew Lehmberg
15,Dylan Best
16,Trent Dillon
17,Matthew Hanna
21,Noah Robinson
22,CHRISTIAN PITTS
24,Sam VanDusen
26,Robert Lincoln
30,Vince Tranquillo
35,Dan Goldstein
38,Jonah Wisch
48,Jimmy Towle
79,Michael Ing
94,Dillon Tranquillo
b,r,e,a,k
Harvard,12
0,Bryn Huxley-Reicher
0,Jack Deschler
0,Keiran Carpen
1,William Deuschle
2,Ryan Kerr
5,Andrew Brennan
6,James Thurm
7,BEN BANAVIGE
9,John Rahill
10,Olivia Player
10,Adam Ehrenberg
11,Andrew O'Rourke
12,Benjamin Scharfstein
13,Michael Aderhold
14,John Stubbs
17,JONAH HAHN
18,Harry Stone
22,Alexander Hem
23,Mark Vandenberg
24,David Reshef
25,Aron Szanto
50,Jeffrey Naftaly
72,Ryan Plunkett
89,Milan Ravenell
91,Christopher Haley
b,r,e,a,k
California-Santa Barbara,13
0,Mitchell Solkov
0,NATHAN BURROUGHS
0,Nathan Steinert
0,CALVIN LOUIE
1,Jeffrey Frye
2,Jack Hamner
3,MIKE SALE
4,Matt Daly
8,Bailey Wu
11,Adonay Bahta
12,Brendan Champlin
12,Alexandre Kupelian
13,Grant Novins
14,William Turner
15,Alex Heinzen
16,Nathan Ransom
16,Ajith Brown
19,Evan Bosinger
20,HAAKON ELLINGBOE
21,Aidan Hall
25,Ian Ladner
28,Kyle Rubin
32,Kieran Bates
34,Arthur Pan
39,Jordan Lund
42,Marcel Osborne
91,Samuel Fontaine
b,r,e,a,k
Washington,5
1,Manuel Eckert
2,Tian Chuan Yen
3,Khalif El-Salaam
4,John Bjorge
6,CURTIS RUSCH
7,ELI SAVELLE
9,Maximilian Landa
10,Dongyang Chen
12,Tomas Delgado
14,Steven Benaloh
15,JAMES GENDREAU
16,Cooper Schumacher
19,Oliver Marczynski
21,Oliver Speltz
23,Xiao Dong Liu
36,Jason Peacher-Ton
37,Brian Huynh
44,Christopher Lu
50,Samuel Scherer
55,Jonathan Shuster
87,Joseph Kornowske
88,Alan Lin
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
Massachusetts,Texas,12,11,"03/05/2016, 08:00",Pool A
Carleton College,Cal Poly-SLO,13,12,"03/05/2016, 08:00",Pool A
Massachusetts,Cal Poly-SLO,13,6,"03/05/2016, 11:20",Pool A
Carleton College,Texas,12,13,"03/05/2016, 11:20",Pool A
Massachusetts,Carleton College,10,3,"03/05/2016, 13:00",Pool A
Texas,Cal Poly-SLO,9,10,"03/05/2016, 13:00",Pool A
pool,Pool B
Wisconsin,Colorado,13,9,"03/05/2016, 08:00",Pool B
Stanford,Western Washington,13,8,"03/05/2016, 08:00",Pool B
Wisconsin,Western Washington,13,6,"03/05/2016, 09:40",Pool B
Stanford,Colorado,11,9,"03/05/2016, 09:40",Pool B
Wisconsin,Stanford,13,6,"03/05/2016, 13:00",Pool B
Colorado,Western Washington,10,11,"03/05/2016, 13:00",Pool B
pool,Pool C
Oregon,Central Florida,12,11,"03/05/2016, 08:00",Pool C
Texas A&M,California-San Diego,13,9,"03/05/2016, 08:00",Pool C
Oregon,California-San Diego,13,6,"03/05/2016, 11:20",Pool C
Texas A&M,Central Florida,13,11,"03/05/2016, 11:20",Pool C
Oregon,Texas A&M,13,8,"03/05/2016, 13:00",Pool C
Central Florida,California-San Diego,11,10,"03/05/2016, 13:00",Pool C
pool,Pool D
Pittsburgh,Harvard,14,12,"03/05/2016, 08:00",Pool D
Washington,California-Santa Barbara,11,13,"03/05/2016, 08:00",Pool D
Pittsburgh,California-Santa Barbara,12,9,"03/05/2016, 09:40",Pool D
Washington,Harvard,11,12,"03/05/2016, 09:40",Pool D
Pittsburgh,Washington,9,13,"03/05/2016, 13:00",Pool D
Harvard,California-Santa Barbara,13,7,"03/05/2016, 13:00",Pool D
b,r,e,a,k
brackets,Bracket Play
bracket,Championship Bracket
Pittsburgh,Wisconsin,13,15,"03/06/2016, 14:00",Championship
Massachusetts,Pittsburgh,13,15,"03/06/2016, 22:00",Semi
Wisconsin,Harvard,15,8,"03/06/2016, 22:00",Semi
Stanford,Massachusetts,11,15,"03/06/2016, 08:00",Quarter
Western Washington,Pittsburgh,7,15,"03/06/2016, 08:00",Quarter
California-Santa Barbara,Wisconsin,8,15,"03/06/2016, 08:00",Quarter
Harvard,Oregon,15,13,"03/06/2016, 08:00",Quarter
Stanford,Central Florida,15,8,"03/05/2016, 08:00",Prequarter
Texas A&M,Western Washington,6,15,"03/05/2016, 08:00",Prequarter
Texas,California-Santa Barbara,9,15,"03/05/2016, 08:00",Prequarter
Harvard,Carleton College,13,12,"03/05/2016, 08:00",Prequarter
bracket,Fifth Place
Oregon,Western Washington,15,7,"03/06/2016, 12:00",Fifth Place
Stanford,Oregon,12,15,"03/06/2016, 10:00",Fifth Place Semi
California-Santa Barbara,Western Washington,12,15,"03/06/2016, 10:00",Fifth Place Semi
bracket,Seventh Place
Stanford,California-Santa Barbara,11,8,"03/06/2016, 12:00",Seventh Place
b,r,e,a,k
brackets,9th Place Bracket
bracket,9th Place Bracket
Texas,Colorado,5,13,"03/06/2016, 13:00",9th Place
Cal Poly-SLO,Texas,12,13,"03/06/2016, 11:20",9th Semis
Washington,Colorado,14,15,"03/06/2016, 11:20",9th Semis
Cal Poly-SLO,Texas A&M,13,11,"03/06/2016, 09:40",9th Quarters
California-San Diego,Texas,11,12,"03/06/2016, 09:40",9th Quarters
Washington,Central Florida,12,11,"03/06/2016, 09:40",9th Quarters
Colorado,Carleton College,13,11,"03/06/2016, 09:40",9th Quarters
bracket,11th place game
Cal Poly-SLO,Washington,12,13,"03/06/2016, 13:00",11th
b,r,e,a,k
brackets,13th Place Bracket
bracket,13th Place Bracket
Texas A&M,California-San Diego,0,1,"03/06/2016, 14:40",13th Place
Texas A&M,Central Florida,12,8,"03/06/2016, 13:00",13th Semis
California-San Diego,Carleton College,13,12,"03/06/2016, 13:00",13th Semis
bracket,15th Place Game
Central Florida,Carleton College,0,0,"03/06/2016, 14:40",15th
b,r,e,a,k
