Atlantic Coast D-I College Men's Regionals,College - Men ,1,5,2016
https://play.usaultimate.org/events/Atlantic-Coast-D-I-College-Mens-Regionals-2016/schedule/Men/CollegeMen/
North Carolina-Wilmington,1
32,DOMINIQUE GIBSON
33,Nick Evans
38,Curtis Farmer
43,Jay Kaul
66,Martin Smoot
99,Adante Thompson
b,r,e,a,k
Virginia,4
0,Alexandre Fall
0,JOSEPH URBANEK
0,Kevin Sutyla
0,Lincoln Hirn
0,Ryan French
0,WILLIAM SMITHWICK
0,Alan Strick
0,MICHAEL MALINOWSKI
0,Kevin  Niu
0,Evan  Hurley
0,KYLE SHERRILL
0,James King
0,Walter Thomas
0,Coleman Dickerson
0,Derek Schauss
0,David Maser
2,MAX MULCAHY
3,NAZZARENO SPURIO
3,Jacob Hartzler
4,Mark Fleckenstein
7,HENRY LEGARD
8,Kristopher Harrison
9,PHILIP ADDINGTON
11,Richard Young
18,JARED PASETSKY
18,James Godwin
23,Emilio Craddock
27,Ethan Schwab
28,ANDREW KAIDEN
41,Thomas Owen
81,Tyler Berkeley
b,r,e,a,k
North Carolina State,11
0,Austin Maune
0,Bailey Laberteaux
0,Wesley Dudas
0,Fate Gowan
0,Kevin Harrow
0,Henry Poe
0,Dyon Vega
0,Jason Chung
0,Ryan Walden
0,Blaine Taylor
0,Daniel Bayha
0,Paul Hawkins
0,Jacob McGoogan
0,Matthew Lampe
0,D. Paul Barnes
0,Taylor Waters
0,Andrew Bunting
5,Danny Schmitt
10,John Luke Sumerel
12,Jeff Wiltgen
13,ANDREW LOUGHRAN
15,David Jones
23,Patrick Cheeves
23,Archer Gordon
25,Alec Grusky
34,Davis Mossman
38,Jeffrey Perkins
b,r,e,a,k
Maryland,7
0,Matthew Rohrbaugh
0,Jeremy Knopf
0,Joe Sanz
0,Adam Weiss
1,Daniel Mehmedovich
1,Erik Larmore
4,Matthew Smith
5,Samuel Besse
7,Liam Toal
8,Sean Reischel
9,Thomas Kinton
10,Benjamin Lee
11,Lucas Denit
14,Mac Keller
15,William Xu
16,John Walden
17,Tom Noll
18,Christopher Bernard
21,Max Cassell
22,Ryan Swift
27,Myco Paulo
32,Eliot Fenton
42,Sean Manning
74,Andrew Creighton
b,r,e,a,k
Wake Forest,16
0,Adam Kraus
0,William Smith
0,Cal Parsons
2,Forrest Dodds
5,Cameron David
6,RYAN WALSH
7,Nathan DeHorn
8,CHARLES PATTON
9,Brendan McCree
11,Trevor Conely
18,Ismael Salgado
24,Cesar Grisales
27,Will Boyles
32,FREDERICK LIU
35,Sam Embree
36,Sean McKeown
39,Matthew Avara
47,Kyle Isler
66,Samuel Evans
76,PATRICK DOYLE
87,Kevin Finnegan
99,Robert Boone
b,r,e,a,k
South Carolina,9
0,Austin Lourie
0,Matthew Hogue
0,Adam Chase
0,Aaron Coble
0,Evans Humphreys
0,Robert Ruprecht
2,Johnnie Lynch
8,Stephen Trello
11,Nathan Goff
12,John (Jack) Dowling
16,Andrew White
17,Shane Smith
19,Bill SooHoo
20,Corey Branam
23,Bryan Kohut
31,DILLON BROWN
37,Matthew Wright
41,Andrell Caldwell
42,Zach Mills
45,Hunter Conley
88,Travis Muthig
88,Thomas Richards
99,Tanner Coleman
b,r,e,a,k
George Washington,13
0,Ryan Greene
0,Daniel Bernstein
0,Andrew Lennon
0,HENRY BETTS
0,Jeremy Neff
0,Andrew Bent
0,Shane Haar
0,Kyle Johnson
0,Evan Sandefur
0,Josh Weinstock
1,John Venezia
16,Alexander Nunno
22,Marc Gottschalk
30,Thomas Perry
33,Gabriel Fernandez
37,Benjamin Butcher
53,Jackson Gode
71,BRAD RICHARDS
81,Ben Frattini
84,Jason Davidson
87,Tyler Monroe
b,r,e,a,k
William & Mary,12
0,COOPER MICHAELIS
0,SETH HAGE
0,Taylor Gilman
0,Leonardo Quiroga
0,Sam Berkrot 
0,Zachary Oppler
0,Matthew Straus
0,Will Evans
0,Jonathan Collins
0,CHRISTOPHER KELLY
0,John Wilkes
0,Henry Trotter
0,Nicholas  Sienicki
0,Nicholas Som
0,John Boyle
0,Tommy Harris
0,Colin Messerschmidt
0,Zachary Nimmo
2,HENRY TESSIER
3,Benjamin Helm
6,Jacob Smith
8,KEVIN TOLAND
10,JOSHUA ARMITAGE
16,Patrick So
17,Moussa Dia
26,Matthew Wattendorf
28,Bruce Wenger
69,Jack Kanehann
74,David Jensen
77,NICHOLAS HOFFMAN
b,r,e,a,k
Johns Hopkins,14
2,Sam Pallay
7,THOMAS MARGE
00,Joseph Min
02,CALEB WARREN
10,Miles McKey
11,Vincent Wu
14,Gabriel Kaptchuk
15,Casey Zhu
16,Zach Sabin
19,Noam Halpern
23,Angelo Olcese
25,Aleck Zhao
35,Leon Santhakumar
36,JOSEPH YU
59,Andrew Zhu
71,Derek Modzelewski
72,Sebastian Chen
77,JIURU LI
81,Neal Billig
90,Kendrick Hougen
b,r,e,a,k
Georgetown,6
1,Dylan Kreher
2,Jacob Marsh
3,Greg Przedpelski
6,Logan Willits
7,Matthew Cullom
8,Perry Cao
10,Maximilian Cohen-Casado
11,Schuyler Colloredo-Mansfeld
12,John Recchia
13,Nico Lake
17,Eric Diestelow
19,Anthony Bernard-Sasges
25,IVAN ROBINSON
26,CHARLES PETITPAS
27,Danie Fain
30,Christian Boxley
31,Blake Spangler
35,Richard Trevithick
55,Joshua Tsung
57,MICHAEL MCGRATH
64,MATTHEW FRIED
77,David Wilke
78,HOLDEN CHOI
80,Troy Holland
88,CHARLES ZHOU
91,Aidan McLeod
96,John Montesanto
b,r,e,a,k
Clemson,10
0,Andrew Perham
0,Jacob Hoppel
0,Adam Edwards
1,Patrick Duda
2,Ryland Bristow
9,Thomas Loar
10,BRICE BARNETT
11,JARRYD BOYLE
12,Connor Kinzie
13,ZACHARY PRICE
15,Hunter Hamvas
16,John Lipsey
21,Andrew Brownlow
23,Tom McGinley
23,WILLIAM GAUTSCH
36,Johnathan Dillard
55,Mitchell Fanning
73,Adam Luthman
75,Joseph Alvarez
77,James Berry
84,Paul Fang
91,Kenneth Peters
b,r,e,a,k
American,15
0,Gabe Bichinho
0,Aaron Langley
0,Lex Samuels
0,Brian Hedal
0,Liam Carbutt
0,Ryan Trismen
0,SAWYER GILBERT
0,Christian  Duffoo
0,ADAM BERNSTEIN
0,Cole Flournoy
0,ISAAC SHORSER
0,Cortland Broyles
0,Eric Tagliaferre
2,JORDAN NATELSON
3,MICHAEL HARLEY
6,Nathaniel Gath
17,Aaron Besser
23,Norris Kpamegan
24,MICHAEL CIPRIANO
27,Bretton Caws
62,Doron Shore
86,Jonathan Seidenwurm
b,r,e,a,k
s,t,a,g,e,s
brackets,Bracket Play
bracket,1st Place Bracket
North Carolina-Wilmington,North Carolina,15,9,"05/01/2016, 10:30",1st Place Finals
North Carolina-Wilmington,Virginia Tech,15,8,"04/30/2016, 14:30",1st Place Semis
James Madison,North Carolina,11,15,"04/30/2016, 14:30",1st Place Semis
North Carolina-Wilmington,Virginia Commonwealth,15,10,"04/30/2016, 10:30",1st Place Quarters
Virginia,Virginia Tech,12,14,"04/30/2016, 10:30",1st Place Quarters
James Madison,North Carolina State,15,12,"04/30/2016, 10:30",1st Place Quarters
Maryland,North Carolina,12,14,"04/30/2016, 10:30",1st Place Quarters
North Carolina-Wilmington,Wake Forest,15,4,"04/30/2016, 08:30",1st Place Prequarters
Virginia Commonwealth,South Carolina,15,9,"04/30/2016, 08:30",1st Place Prequarters
Virginia,George Washington,15,8,"04/30/2016, 08:30",1st Place Prequarters
Virginia Tech,William & Mary,17,15,"04/30/2016, 08:30",1st Place Prequarters
James Madison,Johns Hopkins,15,9,"04/30/2016, 08:30",1st Place Prequarters
Georgetown,North Carolina State,14,15,"04/30/2016, 08:30",1st Place Prequarters
Maryland,Clemson,14,11,"04/30/2016, 08:30",1st Place Prequarters
North Carolina,American,15,7,"04/30/2016, 08:30",1st Place Prequarters
bracket,2nd Place Bracket
North Carolina,Virginia Commonwealth,15,3,"05/01/2016, 12:30",2nd Place Finals
South Carolina,Virginia Commonwealth,12,15,"05/01/2016, 10:30",2nd Place Semis
South Carolina,Virginia Tech,15,14,"05/01/2016, 08:30",2nd Place Quarters
Virginia Commonwealth,James Madison,15,13,"05/01/2016, 08:30",2nd Place Quarters
South Carolina,George Washington,15,14,"04/30/2016, 16:30",2nd Place Prequarters
Georgetown,Virginia Commonwealth,8,15,"04/30/2016, 16:30",2nd Place Prequarters
Maryland,South Carolina,8,15,"04/30/2016, 12:30",2nd Place Play Ins 2
North Carolina State,George Washington,11,15,"04/30/2016, 12:30",2nd Place Play Ins 2
Virginia,Georgetown,9,15,"04/30/2016, 12:30",2nd Place Play Ins 2
Virginia Commonwealth,Clemson,15,7,"04/30/2016, 12:30",2nd Place Play Ins 2
Wake Forest,South Carolina,9,15,"04/30/2016, 10:30",2nd Place Play Ins 1
George Washington,William & Mary,15,12,"04/30/2016, 10:30",2nd Place Play Ins 1
Johns Hopkins,Georgetown,10,13,"04/30/2016, 10:30",2nd Place Play Ins 1
Clemson,American,15,12,"04/30/2016, 10:30",2nd Place Play Ins 1
bracket,13th Place Bracket
Wake Forest,William & Mary,0,0,"04/30/2016, 14:30",13th Place Semis
Johns Hopkins,American,0,0,"04/30/2016, 14:30",13th Place Semis
bracket,15th Place 
bracket,9th Place A
Maryland,North Carolina State,15,10,"04/30/2016, 16:30",9th Place A
bracket,9th Place B
Virginia,Clemson,15,12,"04/30/2016, 16:30",9th Place B
b,r,e,a,k
