Chesapeake Open 2016,Club - Mixed ,13,8,2016
https://play.usaultimate.org/events/Chesapeake-Open-2016/schedule/Mixed/Club-Mixed
AMP,1
0,Thomas Ferguson
0,Tom O'Connor
0,Matthew Foley
0,Robert Catzen
0,Krystal Ferguson
0,Brandon Pastor
0,Jon Francis
2,ANNA IMPERATRICE
3,Sarah Coyne
3,William Zeky
6,Victoria Wischerth
11,Jeff Truskin
14,Seval Kanik
23,MATTHEW CONGDON
26,JASON MORGAN
64,Eric Lu
88,Jacob Kesselman
b,r,e,a,k
Los Penguinos,13
0,Melissa Gilbert
0,ATHENA TANG
0,Elizabeth Herzfeldt-Kamprath
0,Winston Chang
0,Brice McKeever
0,ALEX JENNISON
0,Eyad Lababidi
0,Kristen Mitsinikos
0,Karin Rafaels
0,Hon Yin Eubanks
0,KATY MURPHY-LUBOWICZ
0,Mathew Jahromi
0,Abigail Elbow
0,Kaiser Shen
0,Lex Overholt
0,Jennifer Pelleg
0,RACHEL AUSTIN
0,GREG HOESCHELE
0,LESLIE WALKO
0,Swati Agarwal
0,Eric Owens
6,Kevin Walko
7,William Cvengros
11,Joshua Mull
18,DAVID SCHNAARS
23,JAMES KELLY-LIEB
b,r,e,a,k
Ant Madness,12
0,CHRISTOPHER PAGE
0,Mary Molly Rowland
0,Jonathan Caldera
0,Lloyd Blake
0,Michael Parker
0,SHANNON MCVEY
0,CAROLINE PETRO
0,Malcom Fox
0,Bethany Turner
0,Stephanie Herman
0,Cameron Westbury
0,Katrien Hinderdael
0,Christine Valvo
0,KATIE HAWN
0,Allison Hahn
4,Allyce Estremera
8,Jae Miner
9,Peter Anderson
10,Taylor Young
11,Alex Srisuwan
13,Varun Pattani
17,COLIN BUCKLEY
22,ANDREW SIGAL
25,Carl Schoenherr
31,Andrew Ferraro
42,Claire Loxsom
b,r,e,a,k
Grand Army.,16
0,SHAUNAK PARIKH
0,Zoe Tucker
0,Jimmy Chen
0,Abigail Schuster
0,AARON PARKER
0,Joel Pitney
0,Dylan Horowitz
0,Anna Meyendorff
0,Henry Zhang
0,Jacob Anderson
0,Henry Rice
0,Sarah Heffernan
0,Gina Stees
0,Brad Hess
0,Eric Moore
0,Miriam Nielsen
0,TASHA ARVANITIS
0,Josette (Josie) Pratt
0,Kevin Hsu
0,Andrew Werblin
0,Julie Reichling
0,Jeannine Opie
0,SAMI ABOULHOSN
0,Benjamin Raudabaugh
8,J. Zachary Saffa
13,John Sakon
69,Peter Luo
92,Travis Rothbloom
b,r,e,a,k
Tyrannis,15
0,Emma Colavincenzo
01,Brittany Taylor
03,Christopher Miller
04,Thomas Scott
05,RONALD IMBERT
07,Janie Mockrish
10,Audrey Isaac
11,Matthew Babineau
12,Justin Keller
15,Elliott Isaac
17,SARAH ALFANO
20,John Dickerson
21,Spenser Foley
23,Sam Gillespie
23,Emilio Craddock
24,Connor High
30,Brogan Jones
31,Eva Voth
32,Rebecca Driver
36,Ellis Nottingham
52,Tess Warner
88,Robert Pratt
b,r,e,a,k
American Hyperbole,11
0,Jake Berzoff-Cohen
0,Marie Collins
0,Isaac Kinton
0,Kara Schulden
0,PATRICK MONTAGUE
0,Dylan Leighton
0,VICKI BROWN
0,Angela Tran
0,Alexander Antolick
0,Kevin Tran
0,Andrew Fish
0,Matthew Radhe
0,James Collins
0,Eva Fury
0,Matt Doughten
0,Kelly Wallace
0,Alexis Faccone
0,Annalise Humm
3,Hallie Carter
6,Michael Sharma
8,Brian Chen
27,Ada Maxwell
69,Ryan Bates
80,Joseph Ricks
94,Abigail Wenck
99,Charlie Grevers
b,r,e,a,k
PleasureTown,14
01,Jon Schneyer
02,Dan Huddell
03,Christopher Tonry
04,Jacob Cook
05,Axis Sivitz
06,Meaghan Lass
07,SAM HILLS
08,Kathryn Peake
10,Elizabeth Cook
11,Kiersten Mailler
13,Brian Wyer
14,Erica Tangney
15,Marissa Lerner
17,Tsuki Hoshijima
19,KELLIE WATERMAN
21,Ian Darling
22,Kayla Huddell
25,Nicholas Amendolare
27,Bryant Wolf
42,Michael Lipsitz
50,Harrison Greene
57,Kathryn Haapala
59,Timothy Glover
90,Mallory Suarez
91,Jacob Shillue
b,r,e,a,k
Dub Club,10
0,David Hampson
0,Elise Colomb
0,Stephen Magerr
0,Rachel Alfano
0,Lindsay McKenna
0,Ashley Cantasano
0,JESSE EISENHAUER
0,Jimmy Thomas
0,Steven Broome
0,Emily Smulowitz
0,Ben Crescenzo
0,Chris Schauble
0,Brian Magerr
0,Daniel Monts
6,Jessica Brand
8,Liz Hart
18,Adam Novak
19,Courtney Potts
24,Dustin Henken
42,Edwin Finley
44,Nicholas Moon
45,Nicholas DiGiorgio
65,Robert Yu
b,r,e,a,k
Distelfink,18
0,Katherine Neupauer
00,Rob Allan
00,Abbie Allan
00,SARAH TOBIAS
00,Sean Hermanns
00,Kristin Thomas
00,Nicole Singiser
00,JOSH WATERMAN
03,Scott Neupauer
04,Kenny Johns
05,Corryn Vento
05,Anthony Bowers
08,TAYLOR WHITNEY
08,Kadi McCoy
10,Matthew Stilley
11,Tim Hushon
12,Lindsey King
12,Jordan Vanasdale
14,Benjamin Staudt
15,Rebecca Holmes
17,David Naylor jr
18,Trey Maule
20,Timothy Holmes
26,Brett Sawyer
49,Ian Preston
49,Jordan Winey
b,r,e,a,k
s,t,a,g,e,s
pools,Elite Mixed
pool,Pool A
AMP,Titan NE,13,8,"08/13/2016, 09:00",Pool A
AMP,Sparkle Ponies,13,5,"08/13/2016, 11:00",Pool A
Charlotte Storm,Titan NE,12,7,"08/13/2016, 11:00",Pool A
Charlotte Storm,Sparkle Ponies,7,10,"08/13/2016, 13:00",Pool A
Titan NE,Sparkle Ponies,6,8,"08/13/2016, 15:00",Pool A
AMP,Charlotte Storm,12,8,"08/13/2016, 15:00",Pool A
pool,Pool B
Ambiguous Grey,Bang!,13,10,"08/13/2016, 09:00",Pool B
Ambiguous Grey,Toro,9,13,"08/13/2016, 11:00",Pool B
7 Express,Bang!,7,13,"08/13/2016, 11:00",Pool B
7 Express,Toro,11,13,"08/13/2016, 13:00",Pool B
Bang!,Toro,13,12,"08/13/2016, 15:00",Pool B
Ambiguous Grey,7 Express,13,8,"08/13/2016, 15:00",Pool B
b,r,e,a,k
pools,Mixed
pool,Pool C
Clue,MxD,7,13,"08/13/2016, 09:00",Pool C
Los Penguinos,Grand Army.,9,7,"08/13/2016, 09:00",Pool C
Clue,Los Penguinos,12,13,"08/13/2016, 11:00",Pool C
Ant Madness,Grand Army.,13,8,"08/13/2016, 11:00",Pool C
Grand Army.,MxD,7,13,"08/13/2016, 13:00",Pool C
Ant Madness,Los Penguinos,12,9,"08/13/2016, 13:00",Pool C
Clue,Grand Army.,11,8,"08/13/2016, 15:00",Pool C
Ant Madness,MxD,8,13,"08/13/2016, 15:00",Pool C
Clue,Ant Madness,13,6,"08/13/2016, 17:00",Pool C
Los Penguinos,MxD,9,13,"08/13/2016, 17:00",Pool C
pool,Pool D
Dub Club,Distelfink,12,13,"08/13/2016, 09:00",Pool D
PleasureTown,Tyrannis,10,11,"08/13/2016, 09:00",Pool D
Dub Club,PleasureTown,8,13,"08/13/2016, 11:00",Pool D
American Hyperbole,Tyrannis,9,10,"08/13/2016, 11:00",Pool D
Tyrannis,Distelfink,12,7,"08/13/2016, 13:00",Pool D
American Hyperbole,PleasureTown,13,8,"08/13/2016, 13:00",Pool D
Dub Club,Tyrannis,10,9,"08/13/2016, 15:00",Pool D
American Hyperbole,Distelfink,13,7,"08/13/2016, 15:00",Pool D
Dub Club,American Hyperbole,12,11,"08/13/2016, 17:00",Pool D
PleasureTown,Distelfink,11,9,"08/13/2016, 17:00",Pool D
b,r,e,a,k
clusters,Crossover
cluster,Crossover
AMP,Bang!,13,7,"08/13/2016, 17:00",
Toro,Charlotte Storm,12,13,"08/13/2016, 17:00",
Sparkle Ponies,7 Express,6,13,"08/13/2016, 17:00",
Ambiguous Grey,Titan NE,13,3,"08/13/2016, 17:00",
b,r,e,a,k
brackets,Championship Bracket
bracket,Elite Mixed
AMP,Bang!,13,9,"08/14/2016, 13:45",Finals
AMP,Ambiguous Grey,13,4,"08/14/2016, 12:00",Semi Finals
Charlotte Storm,Bang!,8,12,"08/14/2016, 12:00",Semi Finals
AMP,MxD,13,6,"08/14/2016, 10:15",Quarterfinals
Ambiguous Grey,American Hyperbole,13,9,"08/14/2016, 10:15",Quarterfinals
Charlotte Storm,Tyrannis,11,9,"08/14/2016, 10:15",Quarterfinals
7 Express,Bang!,8,11,"08/14/2016, 10:15",Quarterfinals
Sparkle Ponies,MxD,8,12,"08/14/2016, 08:30",PreQuarters
Toro,American Hyperbole,10,13,"08/14/2016, 08:30",PreQuarters
Titan NE,Tyrannis,8,9,"08/14/2016, 08:30",PreQuarters
Bang!,Clue,13,12,"08/14/2016, 08:30",PreQuarters
b,r,e,a,k
brackets,Consolation Brackets
bracket,9th Place
Titan NE,Toro,11,12,"08/14/2016, 12:00",9th Place Finals
Clue,Titan NE,7,9,"08/14/2016, 10:15",9th Place Semis
Toro,Sparkle Ponies,13,10,"08/14/2016, 10:15",9th Place Semis
bracket,5th Place
Tyrannis,American Hyperbole,11,7,"08/14/2016, 13:45",5th Place Finals
7 Express,Tyrannis,10,11,"08/14/2016, 12:00",5th Place Semis
American Hyperbole,MxD,13,8,"08/14/2016, 12:00",5th Place Semis
b,r,e,a,k
clusters,Consolation Games
cluster,Mixed
Los Penguinos,PleasureTown,8,10,"08/14/2016, 08:30",
Ant Madness,Dub Club,10,6,"08/14/2016, 08:30",
Grand Army.,Distelfink,8,11,"08/14/2016, 08:30",
Grand Army.,Dub Club,11,9,"08/14/2016, 12:00",
Los Penguinos,Distelfink,8,13,"08/14/2016, 12:00",
Ant Madness,PleasureTown,10,6,"08/14/2016, 12:00",
b,r,e,a,k
