Midwest Throwdown 2016,College - Women ,5,3,2016
St. Louis,MO,2016-03-05,2016-03-06
https://play.usaultimate.org/events/Midwest-Throwdown-2016/schedule/Women/CollegeWomen/
Wisconsin,1
84,Nicole Havel
b,r,e,a,k
Kansas,2
0,Mackenzie Burns
07,Malaina Piyassaphan
08,Lilly Bakker
09,Brandi Schneider
10,Grace Roth
11,Jordan Alonzo
12,Clare Frantz
13,Camille Curley
14,Kelsey Akin
15,Caitlin Fitzgerald
17,Sydney Nelson
21,JORDAN KACZOR
23,Alexa Kaczor
25,Miriam Delrahim
28,Megan Burns
37,Stasha Beermann
45,Janie Reiter
49,Heather Fielding Gebhardt
99,Sarah Murphy
b,r,e,a,k
Truman State,10
0,Emilia Budzowski
0,Caroline Taylor
0,Katie Bruggeman
0,Genevieve Presley
0,Emily Sallade
0,Alexandria Thomas
0,Callie Warren
0,Sabrina Lavezzi
0,Christy Crouse
0,Brooke Johnson
0,Jessica Zilch
0,STEPHANIE SHERMAN
0,Hanna Mohesky
3,CARLI STANDEN
6,Emma Randolph
7,Emily Royer
10,Emilie Willingham
13,Kristina Kohl
18,Haley Johnson
21,Mahliyah Adkins-Threats
23,Claire Trumbull
26,Mandi Matteucci
33,Kelly Vallal
34,Samantha Daugherty
44,Julianne Crockett
45,Gwendolyn Beckemeier
96,JORDAN GANTER
b,r,e,a,k
Iowa State,3
02,Jean Colangelo
03,Kelly Hewitt
04,Brittnee Grimshaw
05,Megan Halverson
07,Jessica Mazzio
09,Samantha Kokjohn
10,Abigail Poplawski
11,Emma Lorenz
12,Linda Morton
13,Clare Maksimovich
14,Taylor Reth
18,Sarah Leichty
19,Alyssa Maristela
20,Caitlin Durston
23,Blair Holck
24,Megan Jameson
33,Sarah Tallman
41,Natalie Bidner
51,Jamie Steyer
52,Rachel Bates
73,Kaitlyn Christiansen
84,Sara Stuedemann
b,r,e,a,k
Northwestern,6
02,Alexandra Hu
03,Sara Gnolek
04,Allegra Wilson
08,Grace Goulson
13,Phoebe Evans
15,Bridget Miles
18,Jessica Hoffman
21,Jennifer Evans
22,Katherine George
24,Lena Goren
25,Hindeke Tewodros
27,JESSICA AXELROD
31,Rachel Inderhees
33,Kelsey Dennis
47,Anri Brod
b,r,e,a,k
Washington University,7
0,Teddy Sims
0,Kylie Mink
0,Christina Stellwagen
0,Christine Lucky
0,Rachel Stockdale
0,Daniela Jimenez
0,Marissa Lerner
0,Jennifer Smith
0,Elizabeth Coe
0,Marisa DelSignore
0,Alison Palmer
0,Sarah Jane Yockers
0,Emily Brereton
2,Hannah Aaron
3,E Peterson-Trujillo
6,Rachel Dreher
9,Stephenie Wang
16,Natalie Gould
17,Sylvia Snyderman
25,ALLISON BUKYS
28,Caroline Buhse
31,Olivia Robinson
33,Maya DeHart
44,JULIA KELLY
96,Mina Bozeman
b,r,e,a,k
Purdue,11
0,Hannah Mackin Schenck
0,Heather Gerber
0,Elissa  Hall
0,Dakota Selburg
0,Maggie Kline
0,Jan Chia
5,Megan Jarriel
6,Emily Beasley
7,Heather Strathearn
8,Margaret Nelson
8,Cheng Mun Loke
14,Haley Bartolomei
18,Katherine Schauer
23,MONICA LASLEY
25,Zaty Fazil
27,Emilie Garnier
29,Ariel Black
33,TEEGAN ECKES
34,Darien Rodriguez
56,Brigid  Hayes
65,Abigail Hallow
b,r,e,a,k
Missouri S&T,23
0,Ashley Longrie
0,Brooklan Davis
0,Cynthia Martin
0,Hannah Mills
0,Erin Mann
2,Courtney Munch
3,Emily  Courtney 
19,Kelly Dunlap
22,Paige Blasberg
44,DOROTHY LUDWIG
b,r,e,a,k
Minnesota-Duluth,22
0,Heather McGahan
2,Abigail Greaves
6,VERONICA NEUMANN
7,Madeline Crockett
06,Katelin Goebel
10,Shannon Mathews
11,ALEXANDRA SACKETT
12,Camille Marsten
14,Julianne Bray
17,Sarah McDonald
20,Jennifer Degen
24,Mackenzie Olson
27,Leah Barrett
30,MELISSA PEIRSON
31,Kelly Chase
70,Hannah Peterson
99,Amanda Huber
b,r,e,a,k
Kansas (B),34
3,Meeli Patel
4,Mary Dennis
6,Sally (Yueyang) Jiang
16,Julia  Blank
24,Hannah Larson
27,Haley Flickinger
29,Jessica Powers
30,Abby Chargo
31,Hannah Kroll
33,Samantha Agranoff
39,Hannah Redford
42,Haley Williams
46,Kathryn King
88,Veronica Lopez
b,r,e,a,k
Chicago,12
0,Marta De Giuli
0,Madison Moore
0,Angela Li
0,Amber Frankland
0,Jenny Wang
0,Jessica Hanlon
0,Molly O’Donnell
0,Anna Her
0,Audrey Fritz
10,Gianna Sparks
21,Megan Lau
61,Hani Pajela
b,r,e,a,k
Saint Louis,21
0,Maggie Rowell
07,Julia Hill
15,Nicole Redden
17,Deja Miller
19,Kate Halloran
22,Katharine (Katie) Lewis
27,Julia Clare
33,Elizabeth Mathews
38,Meredyth Staunch
42,Leah Kunkel
50,Megan Shockley
84,Morgan Morris
98,Julia Schroeder
b,r,e,a,k
Missouri,24
0,Kayla Carney
0,Bethany Beebe
0,Sophia Nordgren
0,Tonya Pettet
0,JILLIAN MOORE
1,SHERRI MANKOFSKY
1,Alexis Kerman
15,ABIGAIL SCHNEIDER
88,Elizabeth Woods
97,Megan Asturias
b,r,e,a,k
Grinnell (B),33
0,Sophie Macklem-Johnson
0,Julia Fay
0,Cecilia Bergman
0,Kathryn Yetter
0,Clare Magalaner
0,Eva Sarai
0,Tiffany Nguyen
2,AMELIA GESER
3,Lucie Duffy
28,Tulah Fuchs
39,Olivia Caro
47,Jordie Compton
61,HANNAH LIEBERMAN
96,Hana Lord
b,r,e,a,k
Wisconsin-Milwaukee,20
0,Ashley Weiss
0,Erica Lutz
0,Allison Hinkel
1,Erin Pederson
4,Erin Dugan
5,Tessa Mallegni
8,Heather Vilbrandt
10,Nicole Beilke
11,Lydia Andresen
13,Samantha Hodgson
15,Rose Ricca
18,Helen Koth
20,Justine Espisito
21,Hayley Smith
24,Lauren Williams
54,Elena Olsen-Valdez
69,Kaleigh Wurster
77,Madeline Rittgers
99,CARLIE KERTZ
b,r,e,a,k
Indiana,13
0,Shannon Regan
0,Lauren Jennings
0,VIRGINIA TALLEY
0,Blair Morton
0,Summer Samuels
0,Liana Kaptur Guzman
0,Bente Bouthier
0,REBECCA FERBER
0,Katrina Kourtelidis
0,Hanna Bilimoria
0,Devin Collett
0,Catherine Penn
0,Madilynn Werbianskyj
3,Danielle Zigulich
5,Hannah Powers
7,Cylie Miller
9,Audrey Boedeker
10,Rachel Enyeart
27,Monica Villanueva
37,Courteney Fentz
58,Wini Henson
b,r,e,a,k
Wisconsin (B),25
0,Katherine Magruder
7,Amber Waite
9,Sarah Mancina
13,Magdalen Palzewicz
16,Moriah Tobin
17,Lindsey Waite
18,Audrey  Chuah
31,Amber Heffernan
b,r,e,a,k
Washington University (B),32
0,Betsy Morgan
0,Margaret Pierce
0,Nicki Oppenheim
0,Eleni Andris
0,Amy Wang
0,Sarah Davis
0,Jess Regam
0,Maria Mihailescu
0,Katherine Lucas
0,Emma Waltman
0,Katie Ewald
8,Abby Rubin
10,Aditi Subramaniam
11,Miranda Neil
12,Anna Olson
14,Brianna Gordon
20,Alicia Liu
23,Dorothy Chan
29,Allie Liss
30,Catherine  Aviles
31,Nina Punyamurthy
36,Devin Ryan
37,Alicia Weinstein
42,Emily Byrn
71,Tess Putinsky
72,Tara Gildersleeve
88,Alison Bidjarano
b,r,e,a,k
Carleton College-Eclipse,14
0,Lisa Qiu
02,Sara Hastings
04,Jillian Banner
05,Anya Moradian
08,Haley Olson
12,Maya Banks
13,Elly Fireside-Ostergaard
14,Leah  Roche
15,Melannie Wurm
17,Devon Graham
18,Abby Polk
21,Kate Wagner
24,Fiona Fraser
25,Kaya Stitzhal
28,Rachel Gallagher
51,Abigail Herscovici
88,Helen Hoyt
b,r,e,a,k
Wisconsin-Eau Claire,19
0,Emily Androschko
0,Hannah Wirth
0,Kaitlin Lofgren
0,Megan  Huntley
0,Maggie Douglas
0,Serena Schultz
0,ALLISON LENZMEIER
0,Kate Harrison
0,LAURA EMORY
0,Kendra Kalvin
0,Emily Dalhoff
0,Laura Cullen
6,KATE DOCKSEY
14,Jessica Hendrickson
16,Caitlin Williams
23,Clancy Ferris
b,r,e,a,k
Illinois (B),31
0,Megan O'Loughlin
0,Ana Lobato
0,Jessica Chang
0,Juliana Lee
0,Raynah Unes-Reid
0,Monica VanDuyne
0,Xuezhu Yu
0,Mary Kathryn Nastali
0,Maggie Menard
5,Maria Cardona
7,Edith Jaucian
33,Libby Foster
44,Emily Ward
89,Ailinh Nguyen
b,r,e,a,k
Marquette,26
4,SYDNI ZAMARRON
6,Morgan Reminder
10,Erika Olson
11,Devin Simonelli
14,Elizabeth Cody
19,Sheila Connelly
21,Andrea Thiltgen
22,Claire Smart
23,Suzanne Britten
24,Lindsay Boyer
28,Emma Howard
45,Isha Varshney
b,r,e,a,k
Grinnell,15
0,Ruth Isaac
4,Lucy Chechik
7,Annika  Helverson
11,Katie Abrams
13,Rebecca Heller
14,Mira Hall
17,Sara DeRosa
19,KATY OLDACH
22,COLLEEN MOSER
23,Malachi Wickman
24,Carina Wilson
33,Ebony  Chuukwu
48,Julia Dornbusch
55,MARISSA YETTER
69,Max Semba
b,r,e,a,k
Arkansas,18
0,April Smith
0,Lizzie Cagle
0,anna tovar
0,Miranda  Warmann 
0,MIku Sato
0,Aryana Mitchell
0,Haley Cook
3,KARA DICKEMANN
5,Elise Franke
6,Haley McCarver
8,Courtney McClain
11,Lauren Smith
b,r,e,a,k
North Park,27
0,Katherine Bast
0,Jessica Rosell
0,Julie Spencer
0,Michaela Scholte
0,Grace Jang
0,Abby  Imperial
0,Liz Bridgeman
0,Laura Raymond
0,DJ Crosby
0,Kierra Daniels
20,Kristen Coughlin
21,Laurel Katchatag
26,Kelsey Stevens
b,r,e,a,k
Northwestern (B),30
0,Samantha Cohen
0,Alex Sher
0,Julia Kuhn
0,Ivy Gao
0,Caitlin Hayner-Slattery
0,Emma Hartley
0,Vivian Chen
1,Olyvia Chinchilla
9,Morgan Walker
19,Anna Scarbrough
34,Karen Hsu
77,Ally O'Donnell
88,Julia Wilkins
b,r,e,a,k
Colorado State,17
0,BROOKE WALSH
0,Erin Berg
0,Annalee Altenberg
0,Rachel Ericson
0,BEATRIZ DEL RIO
0,Maddie Pielert
0,Kat Killingsworth
0,Kaci Cessna
0,OLIVIA GEORGIA
0,JEANETT JANSEN
0,Cristiana Falvo
3,Molly Clay
6,ARIEL LOPEZ-SANTILLANA
9,Kiera Lindgren
12,Mollie Phillips
14,Nicole Bauer
18,Laura McLean
21,Rachel Street
23,Hannah Hinchsliff
27,Danielle Reimanis
b,r,e,a,k
Missouri State,16
0,Kayley Brandon
0,Alicia Sullivan
0,Caitlyn Wehner
0,Megan Culp
0,Ashley Newson
0,Jade Reinhart
0,Natasha Karpel
0,Emily Hudson
0,Megan Burke
0,Anne Tabora
0,Margarett Modena
0,Ali Smith
0,Mary Cannon
2,Ashley Slater
34,Sammantha Giddinge
55,Kristen Keeney
b,r,e,a,k
Drake,28
2,Sarah Schoeberle
9,Melissa Snavely
06,Rachel Stumphauzer
12,Katie Walther
13,Katie Filosa
15,Elizabeth Scott
16,Cassandra Veglahn
18,Grace Boatman
23,Anna Austin
24,Kelly Lorton
26,Ann Radtke
33,Adrienne Howard
79,Annemiek Arkema
b,r,e,a,k
Rhodes,29
0,Rose Zeng
0,Shelby Glass
0,Kieu Duong
0,Lane Brandt
0,Abby Ritter
3,Katherine Hawkins
7,Kathryn Roys
12,CORRIE MOORE
13,Tabitha Joyner
24,McKenzie Drake
73,Kathryn Hendrix
b,r,e,a,k
s,t,a,g,e,s
pools,PP (W)
pool,Pool A
Wisconsin,Texas State,11,4,"03/05/2016, 08:30",Pool A,Final
Iowa,Illinois,8,10,"03/05/2016, 08:30",Pool A,Final
Wisconsin,Iowa,11,1,"03/05/2016, 10:00",Pool A,Final
Nebraska,Illinois,7,10,"03/05/2016, 10:00",Pool A,Final
Illinois,Texas State,5,10,"03/05/2016, 11:30",Pool A,Final
Nebraska,Iowa,9,5,"03/05/2016, 11:30",Pool A,Final
Wisconsin,Illinois,9,6,"03/05/2016, 13:00",Pool A,Final
Nebraska,Texas State,6,11,"03/05/2016, 13:00",Pool A,Final
Wisconsin,Nebraska,11,4,"03/05/2016, 14:30",Pool A,Final
Iowa,Texas State,3,11,"03/05/2016, 14:30",Pool A,Final
pool,Pool B
Kansas,Truman State,11,7,"03/05/2016, 08:30",Pool B,Final
Northwestern,Washington University,10,9,"03/05/2016, 08:30",Pool B,Final
Kansas,Northwestern,10,4,"03/05/2016, 10:00",Pool B,Final
Iowa State,Washington University,10,5,"03/05/2016, 10:00",Pool B,Final
Washington University,Truman State,3,9,"03/05/2016, 11:30",Pool B,Final
Iowa State,Northwestern,7,5,"03/05/2016, 11:30",Pool B,Final
Kansas,Washington University,10,5,"03/05/2016, 13:00",Pool B,Final
Iowa State,Truman State,4,8,"03/05/2016, 13:00",Pool B,Final
Kansas,Iowa State,9,5,"03/05/2016, 14:30",Pool B,Final
Northwestern,Truman State,7,9,"03/05/2016, 14:30",Pool B,Final
pool,Pool C
Purdue,Missouri S&T,13,2,"03/05/2016, 09:45",Pool C,Final
Minnesota-Duluth,Kansas (B),10,5,"03/05/2016, 09:45",Pool C,Final
Purdue,Kansas (B),13,2,"03/05/2016, 13:15",Pool C,Final
Minnesota-Duluth,Missouri S&T,9,12,"03/05/2016, 13:15",Pool C,Final
Missouri S&T,Kansas (B),10,4,"03/05/2016, 15:00",Pool C,Final
Purdue,Minnesota-Duluth,13,5,"03/05/2016, 15:00",Pool C,Final
pool,Pool D
Chicago,Missouri,13,5,"03/05/2016, 09:45",Pool D,Final
Saint Louis,Grinnell (B),13,0,"03/05/2016, 09:45",Pool D,Final
Chicago,Grinnell (B),13,1,"03/05/2016, 11:30",Pool D,Final
Saint Louis,Missouri,13,4,"03/05/2016, 11:30",Pool D,Final
Chicago,Saint Louis,8,7,"03/05/2016, 15:00",Pool D,Final
Missouri,Grinnell (B),10,5,"03/05/2016, 15:00",Pool D,Final
pool,Pool E
Indiana,Wisconsin (B),13,1,"03/05/2016, 09:45",Pool E,Final
Wisconsin-Milwaukee,Wisconsin (B),13,3,"03/05/2016, 11:30",Pool E,Final
Indiana,Wisconsin-Milwaukee,9,12,"03/05/2016, 15:00",Pool E,Final
Wisconsin-Milwaukee,Washington University (B),13,1,"03/05/2016, 16:45",Pool E,Final
Indiana,Washington University (B),13,2,"03/05/2016, 18:30",Pool E,Final
Wisconsin (B),Washington University (B),9,6,"03/05/2016, 22:00",Pool E,Final
pool,Pool F
Carleton College-Eclipse,Marquette,13,1,"03/05/2016, 08:00",Pool F,Final
Wisconsin-Eau Claire,Illinois (B),13,2,"03/05/2016, 08:00",Pool F,Final
Carleton College-Eclipse,Illinois (B),13,0,"03/05/2016, 11:30",Pool F,Final
Wisconsin-Eau Claire,Marquette,8,6,"03/05/2016, 11:30",Pool F,Final
Carleton College-Eclipse,Wisconsin-Eau Claire,13,2,"03/05/2016, 13:15",Pool F,Final
Marquette,Illinois (B),5,7,"03/05/2016, 13:15",Pool F,Final
pool,Pool G
Grinnell,North Park,13,2,"03/05/2016, 08:00",Pool G,Final
Grinnell,Northwestern (B),13,1,"03/05/2016, 11:30",Pool G,Final
North Park,Northwestern (B),13,7,"03/05/2016, 13:15",Pool G,Final
Arkansas,Northwestern (B),13,1,"03/05/2016, 22:00",Pool G,Final
Arkansas,North Park,13,3,"03/06/2016, 01:30",Pool G,Final
Grinnell,Arkansas,11,5,"03/06/2016, 03:15",Pool G,Final
pool,Pool H
Missouri State,Drake,13,2,"03/05/2016, 09:45",Pool H,Final
Colorado State,Rhodes,13,0,"03/05/2016, 09:45",Pool H,Final
Missouri State,Rhodes,13,2,"03/05/2016, 13:15",Pool H,Final
Colorado State,Drake,13,1,"03/05/2016, 13:15",Pool H,Final
Missouri State,Colorado State,8,9,"03/05/2016, 15:00",Pool H,Final
Drake,Rhodes,10,4,"03/05/2016, 15:00",Pool H,Final
b,r,e,a,k
brackets,BP (W)
bracket,CHAMPIONSHIP BRACKET
Wisconsin,Kansas,9,12,"03/06/2016, 15:00",CHAMPIONSHIP,Final
Wisconsin,Truman State,14,2,"03/06/2016, 13:00",SEMIS,Final
Kansas,Iowa State,13,8,"03/06/2016, 13:00",SEMIS,Final
Wisconsin,Northwestern,11,4,"03/06/2016, 11:00",QUARTERS,Final
Truman State,Illinois,9,8,"03/06/2016, 11:00",QUARTERS,Final
Kansas,Washington University,12,5,"03/06/2016, 11:00",QUARTERS,Final
Texas State,Iowa State,7,10,"03/06/2016, 11:00",QUARTERS,Final
Wisconsin,Colorado State,14,2,"03/06/2016, 09:00",PRE-QUARTERS,Final
Northwestern,Iowa,11,5,"03/06/2016, 09:00",PRE-QUARTERS,Final
Truman State,Carleton College-Eclipse,13,10,"03/06/2016, 09:00",PRE-QUARTERS,Final
Illinois,Chicago,11,0,"03/06/2016, 09:00",PRE-QUARTERS,Final
Kansas,Grinnell,15,5,"03/06/2016, 09:00",PRE-QUARTERS,Final
Nebraska,Washington University,8,9,"03/06/2016, 09:00",PRE-QUARTERS,Final
Texas State,Wisconsin-Milwaukee,11,5,"03/06/2016, 09:00",PRE-QUARTERS,Final
Iowa State,Purdue,9,6,"03/06/2016, 09:00",PRE-QUARTERS,Final
bracket,3RD PLACE GAME
Truman State,Iowa State,5,6,"03/06/2016, 15:00",3RD PLACE,Final
bracket,T-5TH PLACE GAME #1
Northwestern,Illinois,10,5,"03/06/2016, 13:00",T-5TH PLACE,Final
bracket,T-5TH PLACE GAME #2
Washington University,Texas State,7,11,"03/06/2016, 13:00",T-5TH PLACE,Final
bracket,T-9TH PLACE BRACKET #1
Colorado State,Carleton College-Eclipse,15,4,"03/06/2016, 15:00",T-9TH PLACE,Final
Colorado State,Iowa,13,3,"03/06/2016, 11:00",9TH PLACE QUARTERS,Final
Carleton College-Eclipse,Chicago,11,4,"03/06/2016, 11:00",9TH PLACE QUARTERS,Final
bracket,T-9TH PLACE BRACKET #2
Nebraska,Purdue,7,8,"03/06/2016, 15:00",T-9TH PLACE,Final
Grinnell,Nebraska,4,13,"03/06/2016, 11:00",9TH PLACE QUARTERS,Final
Wisconsin-Milwaukee,Purdue,8,12,"03/06/2016, 11:00",9TH PLACE QUARTERS,Final
bracket,T-13TH PLACE GAME #1
Iowa,Chicago,9,12,"03/06/2016, 15:00",T-13TH PLACE,Final
bracket,T-13TH PLACE GAME #2
Grinnell,Wisconsin-Milwaukee,9,15,"03/06/2016, 15:00",T-13TH PLACE,Final
bracket,17TH PLACE BRACKET
Missouri State,Missouri S&T,13,6,"03/06/2016, 13:00",17TH PLACE,Final
Missouri State,Indiana,14,12,"03/06/2016, 11:00",17TH PLACE SEMIS,Final
Missouri,Missouri S&T,9,12,"03/06/2016, 11:00",17TH PLACE SEMIS,Final
Missouri State,Minnesota-Duluth,13,10,"03/06/2016, 09:00",17TH PLACE QUARTERS,Final
Indiana,Saint Louis,11,9,"03/06/2016, 09:00",17TH PLACE QUARTERS,Final
Arkansas,Missouri,8,10,"03/06/2016, 23:00",17TH PLACE QUARTERS,Final
Wisconsin-Eau Claire,Missouri S&T,7,9,"03/06/2016, 09:00",17TH PLACE QUARTERS,Final
bracket,19TH PLACE GAME
Indiana,Missouri,1,0,"03/06/2016, 13:00",19TH PLACE,Final
bracket,21ST PLACE BRACKET
Saint Louis,Wisconsin-Eau Claire,13,0,"03/06/2016, 15:00",21ST PLACE,Final
Minnesota-Duluth,Saint Louis,3,15,"03/06/2016, 13:00",21ST PLACE SEMIS,Final
Arkansas,Wisconsin-Eau Claire,6,8,"03/07/2016, 03:00",21ST PLACE SEMIS,Final
bracket,23RD PLACE GAME
Minnesota-Duluth,Arkansas,13,8,"03/07/2016, 05:00",23RD PLACE,Final
bracket,25TH PLACE BRACKET
Drake,North Park,7,1,"03/06/2016, 15:00",25TH PLACE,Final
Wisconsin (B),Drake,4,10,"03/06/2016, 13:00",25TH PLACE SEMIS,Final
Illinois (B),North Park,6,15,"03/06/2016, 13:00",25TH PLACE SEMIS,Final
bracket,27TH PLACE GAME
Wisconsin (B),Illinois (B),11,3,"03/06/2016, 15:00",27TH PLACE,Final
bracket,29TH PLACE BRACKET
Northwestern (B),Rhodes,6,10,"03/06/2016, 15:00",29TH PLACE,Final
Northwestern (B),Marquette,9,8,"03/06/2016, 13:00",29TH PLACE SEMIS,Final
Rhodes,Grinnell (B),12,6,"03/06/2016, 13:00",29TH PLACE SEMIS,Final
Marquette,Kansas (B),11,8,"03/06/2016, 11:00",29TH PLACE PLAY-IN,Final
Washington University (B),Grinnell (B),7,10,"03/06/2016, 18:00",29TH PLACE PLAY-IN,Final
bracket,31ST PLACE GAME
Marquette,Grinnell (B),6,7,"03/06/2016, 15:00",31ST PLACE,Final
bracket,33RD PLACE GAME
Kansas (B),Washington University (B),10,14,"03/06/2016, 22:00",33RD PLACE,Final
b,r,e,a,k
