TCT Elite-Select Challenge 2016 (Oshadega Invite),Club - Mixed ,9,7,2016
Columbus,OH,2016-07-09,2016-07-10
https://play.usaultimate.org/events/TCT-Elite-Select-Challenge-2016-Oshadega-Invite/schedule/Mixed/Club-Mixed
Steamboat,8
26,Christopher Cox
34,Kevin Liang
46,Ruozhou Ye
48,Kamil Skwarek
74,Hannah Garfield
88,ROWAN SILL
99,Kara Neaton
b,r,e,a,k
Sweet Action,16
8,Alicia Stillwell
04,Sara Major
13,Adriana Prieto
14,Matt Slowinski
16,Ben Jones
20,Matt Cornish
21,Bradley Cochi
22,Laura Newhard
23,TYLER FRANKLIN
24,Kevin Hamilton
26,Cecily Leahy
30,Austin Power
33,Lauren Picard
45,Nikki Roth
77,KATHERINE COCHRANE
88,Jack Frenchu
b,r,e,a,k
s,t,a,g,e,s
pools,Pool Play
pool,Pool A
The Chad Larson Experience,Dorado,13,10,"07/09/2016, 09:00",Pool A,Final
Steamboat,PleasureTown,13,3,"07/09/2016, 09:00",Pool A,Final
The Chad Larson Experience,Steamboat,9,13,"07/09/2016, 12:30",Pool A,Final
Dorado,PleasureTown,12,8,"07/09/2016, 12:30",Pool A,Final
The Chad Larson Experience,PleasureTown,13,2,"07/09/2016, 14:15",Pool A,Final
Steamboat,Dorado,8,6,"07/09/2016, 14:15",Pool A,Final
pool,Pool B
UPA,Cahoots,12,10,"07/09/2016, 09:00",Pool B,Final
Birdfruit,Jughandle,12,11,"07/09/2016, 09:00",Pool B,Final
UPA,Birdfruit,12,7,"07/09/2016, 10:45",Pool B,Final
Cahoots,Jughandle,10,13,"07/09/2016, 10:45",Pool B,Final
UPA,Jughandle,12,10,"07/09/2016, 12:30",Pool B,Final
Birdfruit,Cahoots,11,5,"07/09/2016, 12:30",Pool B,Final
pool,Pool C
AMP,Bird,13,4,"07/09/2016, 09:00",Pool C,Final
Love Tractor,Seattle Freeze,13,10,"07/09/2016, 09:00",Pool C,Final
AMP,Love Tractor,13,7,"07/09/2016, 10:45",Pool C,Final
Bird,Seattle Freeze,13,12,"07/09/2016, 10:45",Pool C,Final
AMP,Seattle Freeze,13,3,"07/09/2016, 14:15",Pool C,Final
Love Tractor,Bird,13,6,"07/09/2016, 14:15",Pool C,Final
pool,Pool D
7 Express,Alloy,10,13,"07/09/2016, 10:45",Pool D,Final
Bucket,Sweet Action,13,9,"07/09/2016, 10:45",Pool D,Final
7 Express,Bucket,10,12,"07/09/2016, 12:30",Pool D,Final
Alloy,Sweet Action,13,5,"07/09/2016, 12:30",Pool D,Final
7 Express,Sweet Action,13,6,"07/09/2016, 14:15",Pool D,Final
Bucket,Alloy,12,10,"07/09/2016, 14:15",Pool D,Final
b,r,e,a,k
brackets,Championship Bracket
bracket,1st Place Bracket
Steamboat,Alloy,12,8,"07/10/2016, 12:30",1st Place Finals,Final
Steamboat,Love Tractor,12,8,"07/10/2016, 10:45",1st Place Semis,Final
Alloy,The Chad Larson Experience,12,11,"07/10/2016, 10:45",1st Place Semis,Final
Steamboat,Birdfruit,10,8,"07/10/2016, 09:00",1st Place Quarters,Final
Bucket,Love Tractor,11,13,"07/10/2016, 09:00",1st Place Quarters,Final
AMP,Alloy,10,13,"07/10/2016, 09:00",1st Place Quarters,Final
UPA,The Chad Larson Experience,7,12,"07/10/2016, 09:00",1st Place Quarters,Final
Birdfruit,Bird,12,11,"07/09/2016, 16:15",1st Place Prequarters,Final
Love Tractor,Jughandle,13,9,"07/09/2016, 16:15",1st Place Prequarters,Final
Dorado,Alloy,9,13,"07/09/2016, 16:15",1st Place Prequarters,Final
7 Express,The Chad Larson Experience,8,13,"07/09/2016, 16:15",1st Place Prequarters,Final
b,r,e,a,k
brackets,Placement Brackets
bracket,3rd Place
Love Tractor,The Chad Larson Experience,6,13,"07/10/2016, 12:30",3rd Place,Final
bracket,5th Place Bracket
Birdfruit,AMP,7,13,"07/10/2016, 12:30",5th Place Finals,Final
Birdfruit,Bucket,11,10,"07/10/2016, 10:45",5th Place Semis,Final
AMP,UPA,13,6,"07/10/2016, 10:45",5th Place Semis,Final
bracket,7th Place
Bucket,UPA,9,11,"07/10/2016, 12:30",7th Place,Final
bracket,9th Place Bracket
Jughandle,7 Express,10,12,"07/10/2016, 10:45",9th Place Finals,Final
Bird,Jughandle,9,13,"07/10/2016, 09:00",9th Place Semis,Final
Dorado,7 Express,9,13,"07/10/2016, 09:00",9th Place Semis,Final
bracket,11th Place
Bird,Dorado,9,10,"07/10/2016, 10:45",11th Place,Final
b,r,e,a,k
pools,13th-16th Place (Round Robin)
pool,13th Place Round Robin
PleasureTown,Seattle Freeze,11,12,"07/09/2016, 16:15",13th Place Round Robin,Final
Cahoots,Sweet Action,13,11,"07/09/2016, 16:15",13th Place Round Robin,Final
PleasureTown,Sweet Action,10,9,"07/10/2016, 12:30",13th Place Round Robin,Final
Cahoots,Seattle Freeze,13,14,"07/10/2016, 12:30",13th Place Round Robin,Final
PleasureTown,Cahoots,5,11,"07/10/2016, 14:15",13th Place Round Robin,Final
Seattle Freeze,Sweet Action,13,8,"07/10/2016, 14:15",13th Place Round Robin,Final
b,r,e,a,k
