Huckfest 2016,Club - Men ,25,6,2016
https://play.usaultimate.org/events/Huckfest-2016/schedule/Men/Club-Men/
Chain Lightning,1
05,James Hudson
10,Zane Barber
11,Dustin McKee
12,Andre Bordelon
14,Michael Sellers
19,Riley Robertson
24,Brandon French
25,Naomi Anderson
26,Hamilton  Wasnick
27,John Foeller
69,William Fleming
88,Samuel Boddie
b,r,e,a,k
Rocket City Rampage,15
0,Dominic Frazier
0,Zachary Karamallakis
0,Matthew Edmondson
0,Robert Coates
0,Brian Spencer
0,Brent Anders
0,Isaac Schlagel
0,Cody Eberly
0,Ray Mccormick
0,Nick Werline
1,Evan Dial
6,Kevin Kanzelmeyer
08,Adam Redmon
13,Peter Masaki
13,Owen Eason
24,Danny Lee
32,Alexander Johnson
37,Brandon Jackson
77,John Boyer III
88,Nathan Smeal
91,Jonathan Sillivant
b,r,e,a,k
AndyGator,7
0,Wesley Freeburgh
0,Mason Zetsch
0,Grant Odenwald
0,Garrett Baringer
0,Mark Graham
2,Kody Kempff
5,Dylan Reviere
9,Kenny Hingle
10,Michael Vingiello
14,Grant Hardy
17,Vinay Valsaraj
18,William Steindorf
20,Matt Freeburgh
21,Eric Reviere
29,Nicholas  Harper
55,Dexter Turner
60,Daniel Nan
77,Destin Tate
86,Jordan Richter
b,r,e,a,k
Buzzkill,8
0,Andrew Benton
0,Luke Willis
0,David Egbert
0,Lucas Maurer
0,DANIEL STEVENSON
0,Chidike Iromuanya
0,Jeffrey Minowa
0,MICHAEL PREUS
0,Micah Jo
0,Andrew Chow
0,Ashwin Anantharaman
0,Karl Staber
0,Leo Warren
0,Logan Bonds
0,Victor Pria
0,Nicholas Chen
0,Brian Walsh
4,Aidan Rogers
17,William Syre
22,Nicholas Button
23,Archer Gordon
23,Brandon Chen
24,Brydan Rogers
24,Conor Brownell
30,PARTHA UNNAVA
44,Michael Tillotson
b,r,e,a,k
Southern Hospitality,13
0,James Hershey
0,Mitchell Corder
0,Chandler Foster
0,Trois White
0,Jonathan Arrington
0,Robert Alongi
0,Chase Maze
0,William Thompson
0,Morgan choi
0,Preston Thompson
0,Mark Garlington
0,Wesley Zhang
1,Cameron Elmore
6,Clayton Tylka
9,Dustin Register
18,Trey  Leonard
18,Chandler Purtle
23,Landon Baker
28,Reid Thackerson
30,JACK SMITH
37,Michael Strobel
84,Alex Shrader
b,r,e,a,k
War Machine,14
0,Kurtdez Isom
0,Thomas Yerby
0,Cameron Givianpour
0,West Dickens
0,Matthew Sledge
0,Clinton Bowman
0,Patrick Andrews
0,Immanuel drew
0,Brian Acton
0,Andrew Record
0,Blake Clifton
0,Alexander Benjamin
0,Patrick Philbin
2,Kaleb Frames
3,Nathan Wells
4,James Meredith
5,Nathan Boswell
7,TAYLOR BROWN
8,Kevin Shrestha
9,Jacob Meredith
12,Jacob Peterson
16,Max Goldsmith
19,Matthew Ashburn
21,Sean Williamson
27,Eric Bearss
37,Max Krebs
87,Michael White
b,r,e,a,k
Nashvillains YCC U19 Open,19
0,Tyler Crockett
0,Matthew  Menard
1,Michael Becker
1,Brian Vilayphanh
4,Jeremiah Branson
03,Joseph Brown
04,Grant Waldron
10,BOONE MCCLELLAN
11,Daniel Epperson
15,Mathieu Agee
18,Jacob Flowers
19,Joshua Gabella
21,Tanner Niles
23,Cody Baldwin
33,Cole Hudgin
b,r,e,a,k
TEAM_NAME_NOT_FOUND,21
b,r,e,a,k
s,t,a,g,e,s
pools,Power Pool
pool,Pool A
Chain Lightning,Ironmen,15,8,"06/25/2016, 09:00",Pool A
Freaks,CaSTLe,15,7,"06/25/2016, 09:00",Pool A
Chain Lightning,CaSTLe,15,9,"06/25/2016, 11:00",Pool A
Freaks,Ironmen,15,10,"06/25/2016, 11:00",Pool A
Chain Lightning,Freaks,15,8,"06/25/2016, 13:00",Pool A
Ironmen,CaSTLe,15,9,"06/25/2016, 13:00",Pool A
b,r,e,a,k
pools,Mens Pools
pool,Pool B
Memphis Belle,Blade,13,4,"06/25/2016, 09:00",Pool B
Smoke,Shotgun,8,13,"06/25/2016, 09:00",Pool B
Memphis Belle,Smoke,13,5,"06/25/2016, 10:45",Pool B
Pocket City Approach,Shotgun,7,13,"06/25/2016, 10:45",Pool B
Shotgun,Blade,13,6,"06/25/2016, 12:30",Pool B
Pocket City Approach,Smoke,8,13,"06/25/2016, 12:30",Pool B
Memphis Belle,Shotgun,13,4,"06/25/2016, 14:15",Pool B
Pocket City Approach,Blade,10,13,"06/25/2016, 14:15",Pool B
Memphis Belle,Pocket City Approach,13,5,"06/25/2016, 16:00",Pool B
Smoke,Blade,13,7,"06/25/2016, 16:00",Pool B
pool,Pool C
Dreadnought,MS,13,6,"06/25/2016, 09:00",Pool C
GirthQuake,Rocket City Rampage,12,13,"06/25/2016, 09:00",Pool C
Dreadnought,GirthQuake,13,5,"06/25/2016, 10:45",Pool C
Cerberus,Rocket City Rampage,13,6,"06/25/2016, 10:45",Pool C
Rocket City Rampage,MS,2,13,"06/25/2016, 12:30",Pool C
Cerberus,GirthQuake,14,12,"06/25/2016, 12:30",Pool C
Dreadnought,Rocket City Rampage,13,5,"06/25/2016, 14:15",Pool C
Cerberus,MS,13,5,"06/25/2016, 14:15",Pool C
Dreadnought,Cerberus,13,7,"06/25/2016, 16:00",Pool C
GirthQuake,MS,13,11,"06/25/2016, 16:00",Pool C
pool,Pool D
AndyGator,Nashvillains YCC U19 Open,13,9,"06/25/2016, 09:00",Pool D
Southern Hospitality,War Machine,12,11,"06/25/2016, 09:00",Pool D
AndyGator,Southern Hospitality,13,5,"06/25/2016, 10:45",Pool D
Buzzkill,War Machine,13,5,"06/25/2016, 10:45",Pool D
War Machine,Nashvillains YCC U19 Open,13,10,"06/25/2016, 12:30",Pool D
Buzzkill,Southern Hospitality,13,5,"06/25/2016, 12:30",Pool D
AndyGator,War Machine,13,10,"06/25/2016, 14:15",Pool D
Buzzkill,Nashvillains YCC U19 Open,13,6,"06/25/2016, 14:15",Pool D
AndyGator,Buzzkill,13,12,"06/25/2016, 16:00",Pool D
Southern Hospitality,Nashvillains YCC U19 Open,13,11,"06/25/2016, 16:00",Pool D
b,r,e,a,k
brackets,Championship
bracket,Championship
Chain Lightning,Ironmen,13,7,"06/26/2016, 15:00",Championship
Chain Lightning,CaSTLe,13,3,"06/26/2016, 13:00",Semifinal
Ironmen,Freaks,12,10,"06/26/2016, 13:00",Semifinal
Chain Lightning,Buzzkill,13,7,"06/26/2016, 11:00",Quarterfinal
CaSTLe,Memphis Belle,13,9,"06/26/2016, 11:00",Quarterfinal
Dreadnought,Ironmen,6,13,"06/26/2016, 11:00",Quarterfinal
AndyGator,Freaks,6,13,"06/26/2016, 11:00",Quarterfinal
Buzzkill,Cerberus,13,11,"06/26/2016, 09:00",Pre-Quarter
CaSTLe,MS,13,5,"06/26/2016, 09:00",Pre-Quarter
Memphis Belle,Southern Hospitality,13,8,"06/26/2016, 09:00",Pre-Quarter
Dreadnought,Smoke,13,7,"06/26/2016, 09:00",Pre-Quarter
Ironmen,War Machine,13,6,"06/26/2016, 09:00",Pre-Quarter
AndyGator,Shotgun,12,6,"06/26/2016, 09:00",Pre-Quarter
Freaks,GirthQuake,13,3,"06/26/2016, 09:00",Pre-Quarter
Chain Lightning,TEAM_NAME_NOT_FOUND,1,0,"06/26/2016, 09:00",Pre-Quarter
bracket,3rd Place
CaSTLe,Freaks,0,1,"06/26/2016, 15:00",3rd Place
bracket,T-5th
Buzzkill,Memphis Belle,9,7,"06/26/2016, 13:00",5th
bracket,T-5th
Dreadnought,AndyGator,0,1,"06/26/2016, 13:00",5th
bracket,T-9th
Cerberus,Southern Hospitality,1,0,"06/26/2016, 13:00",9th
MS,Southern Hospitality,10,12,"06/26/2016, 11:00",L of Pre-Quarter
bracket,T-9th
War Machine,GirthQuake,11,13,"06/26/2016, 13:00",9th
Smoke,War Machine,12,14,"06/26/2016, 11:00",L of Pre-Quarter
Shotgun,GirthQuake,10,13,"06/26/2016, 11:00",L of Pre-Quarter
bracket,14th
Smoke,Shotgun,8,13,"06/26/2016, 13:00",14th
b,r,e,a,k
pools,Sunday Consolation Pool Standings
pool,Pool E
Blade,Rocket City Rampage,13,4,"06/26/2016, 09:00",Pool E
Pocket City Approach,Nashvillains YCC U19 Open,7,13,"06/26/2016, 09:00",Pool E
Blade,Nashvillains YCC U19 Open,9,13,"06/26/2016, 11:00",Pool E
Blade,Pocket City Approach,9,4,"06/26/2016, 13:00",Pool E
Rocket City Rampage,Nashvillains YCC U19 Open,6,13,"06/26/2016, 13:00",Pool E
b,r,e,a,k
