College Easterns 2016,College - Men ,18,3,2016
Little River,SC,2016-03-18,2016-03-20
https://play.usaultimate.org/events/College-Easterns-2016/schedule/Men/CollegeMen/
North Carolina-Wilmington,2
teamInfo,Burn,"Blacksburg, Virginia",http://vtultimate.wix.com/virginiatechultimate,,
0,Nicholas Gigliotti
0,Christian Gilbertson
0,David Gardiner
0,Christian Kingett
0,Daniel Sablosky
0,Mike Vignali
0,Christopher Granito
0,Dylan Hitt
0,TOBY WHITE
0,Craig  Benson
0,Congyi Guan
0,Alexander Wu
0,JESSE MATTHEWS
0,Alexander DeLuca
0,Saral Kumar
6,Ryan Rossum
8,George Waskowicz
10,Lucas Fenstermacher
11,Conner Fox
12,Kyle Flynn
13,David van Pelt
21,Rhys Bergeron
22,Ferry Akbar Buchanan
28,Joe Novak
54,Andrew Franco
69,Joe Freund
69,Geoffrey Israel
80,Antoine Davis
b,r,e,a,k
Michigan,9
teamInfo,MagnUM,"Ann Arbor, Michigan",http://www.magnumultimate.com/,https://www.facebook.com/magnUMultimatefrisbee/,https://twitter.com/magnUMultimate
coaches,Tyler Kinley,Jonathan Paruk
0,charles walmsley
0,Joe Krieger
0,Robert (Bobby) Moyer
0,Zachary Goulson
0,ALEXANDER ROBERTS
0,Alexander Gaggino
0,Alexander Russomanno
0,Steven Jacobson
0,Benjamin Page
0,Andy Yu
0,Max Teener
0,MICHAEL ROBERTS
0,Parker Howard
0,Noah Lybik
0,Travis Compo
0,Dan Calabrese
0,Wesley Chen
1,Samuel Vetromile
4,Vikram Mathias
5,Noah Backer
15,Sam Greenwood
15,Sam Bethancourt
17,Jake Moyer
20,Adam Stautberg
27,Jake Steslicki
27,Ian Crowley
28,Andrew Suchezky
29,Christopher Jacobson
41,Daniel Lee
59,Nicholas Gerber
87,Josh Becker
b,r,e,a,k
Illinois,17
teamInfo,Illinois Ultimate,"Champaign, Illinois",www.illinoisultimate.com,https://www.facebook.com/pages/Illinois-Ultimate/139887979390815,https://twitter.com/IlliniUlti
coaches,Erik Huemiller
0,MARK PETERSON
0,Josh Deeman
0,Ryan Kantor
0,Ben Foster
0,ZI YANG KAN
0,Tung Shu Chu
0,Devin Kelly
0,Johnny Saniat
0,PRAYAG  PATEL
0,MICHAEL COSMOS
0,ALEX GUY
0,Jacob Trueb
0,Robert Gazdziak
0,Jacob  Cuthbert
1,NICK PROZOROVSKY
2,Ben Sabourin
3,Cody Gray
4,Tat Shing Thum
19,Jacob Komenda
21,Jarred Elliott
23,Hector Moreno
27,Wilson Wang
37,Walter Jaskowiak
81,Chris Buchta
97,Kevin Lin
b,r,e,a,k
Stanford,7
teamInfo,Stanford Bloodthirsty,"Stanford, California",smut.stanford.edu,https://www.facebook.com/stanfordbloodthirsty/,https://twitter.com/stanfordblood
2,Jack Kimmel
3,Sam Kunz
8,Grant Lin
01,Allan Ndovu
07,Gabriel Hernandez
10,Elliott Chartock
11,Drew Mathieson
13,JOHN KADAVY
14,Samuel Mignot
16,TREVOR HOWARTH
17,NOLAN WALSH
19,GREG HEON
21,Joshuah Kapilivsky
23,Xavier Jacque Mignot
28,Michael Becich
33,Nicholas Hirning
46,Cyrus Ready-Campbell
49,Maxwell Perham
74,Alvin Kim
85,Benjamin Petroski
88,Maxwell Melin
b,r,e,a,k
Carleton College,15
teamInfo,CUT),"Northfield, Minnesota",http://orgs.carleton.edu/cut/,https://www.facebook.com/CUTrules,https://twitter.com/cutrules
0,Chris Sundquist
1,James Freed
2,Solomon Yanuck
6,Alex Olson
7,Jesse Bolton
9,Nikita Fomichev
10,Henry Fisher
11,Kohl Sparrman
12,Tim Schoch
13,Alexander Walker
14,Kenneth Lim
15,Eric Taylor
16,ANGUS LAMONT
17,Adam Throne
23,Sef van Kan
27,Elliot Mawby
30,Natan Lee-Engel
33,Conor Eckert
53,David O'Dea
55,Jake Ritmire
91,Russell Hanson
b,r,e,a,k
Missouri,10
teamInfo,Missouri,"Columbia, Missouri",,,
0,ERIC ZVANUT
0,Thomas Jedding
0,Colin Iglehart
0,Ben Rollings
0,Eric Piatchek
0,Jonathon Morris
0,Joshua Morris
0,CLARK GRIBBLE
0,Brendan Rost
0,Jackson Huffman
0,Devin Holland
2,Jay Froude
3,Thomas  Kulczak
4,William Horwitz
5,Zachary Gase
10,MATT ERBES
11,Colin OBrien
17,Ryan Tray
18,Cody Curran
19,TYLER LAUDEMAN
20,MICHAEL ROTONDI
22,Evan Thornberry
23,Samuel Cross
24,Jesse White
25,Sean Campbell
69,JORDAN MCGHEE
99,Michael Brooks
b,r,e,a,k
Arizona State,18
teamInfo,Prime,"Tempe, Arizona",http://www.arizonastateultimate.com/,https://www.facebook.com/ASUPRIME,https://twitter.com/ASU_Ultimate
0,Nathan Brodie
4,George Kokos
01,Joseph Ackerman
02,Andrew Kohl
03,Jonathan Bridges
08,NATHAN ROBLES
09,Colin Parker
10,Aaron Flegenheimer
11,Clifford Capria
13,Michael Clyne
17,Michael King
20,Brandon Lee
21,Nicholas Brown
24,Samuel Sutton
27,Manuel Belloso
33,Brian Dryden
87,Logan Martin
88,Andrew North
b,r,e,a,k
Massachusetts,3
teamInfo,Zoodisc,"Amherst, Massachusetts",,Facebook.com/umassultimate,Twitter.com/umassultimate
0,Eugene L'Heureux
0,Ben Gerstein
2,Patrick Barron
4,Ciaran Shaughnessy
8,Ben Sadok
11,Conor Kline
12,Matt Caswell
14,Gabriel Schmitt
18,Brett Gramann
18,Jared Madore
21,Tannor Johnson
22,Benjamin Tseytlin
28,Aaron Raskin
31,Jeffrey Babbitt
32,Jack Staples
33,Sam Carr
33,William Thornton
34,Jeffrey Dreyfus
36,Giovanni Flamini
44,Giancarlo Cincotta
47,Alec Zabrecky
76,Solomon Maerowitz-McMahan
80,Chris Bartoli
84,COLIN HANNAHAN
b,r,e,a,k
Florida,6
teamInfo,Florida,"Gainesville, Florida",www.ufultimate.com,https://www.facebook.com/floridaultimate,https://twitter.com/FloridaUltimate/
02,Billy O'Bryan
05,Ryan Hiser
06,Danny Bishop
09,Bobby Ley
10,Matt Thompson
11,Jacob Dummeldinger
12,Brandon Turnage
15,Tanner Repasky
16,Ryan Goetz
18,Hayden Wachob
24,Alec Cutajar
25,Unmil Patel
26,Matthew Molinaro
32,Patrick Gettino
39,Evan Murray
66,Daniel Conrad
69,ANDRIS OTISONS
96,Donovan Johnson
b,r,e,a,k
Colorado,11
teamInfo,Mamabird,"Boulder, Colorado",http://www.mamabird.com/,https://www.facebook.com/University-of-Colorado-Mamabird-361160030582581/?fref=ts,@CUMamabird
0,Jonathan Stirk
0,Matt Bubernak
0,J Wesley Chow
0,Alex Tatum
0,Dylan Hanel
0,Joshua Crane
0,ZACHARY KRIEGER
0,Jack Drumright
0,Gregory Blumer
0,Erik Hotaling
0,Tristan Voss
0,Mark Rauls
0,Matt Gleason
0,Girish Narayanswamy
1,MATTHEW ROBINSON
3,Elliott Woodward
3,Charlie Peters
7,Danny Langevin
15,Marc Kaylor
19,Isaac Chestler
28,Andrew Nelson
44,Jesse Fisher
55,Pawel Janas
80,Jeremy Harker
b,r,e,a,k
Florida State,14
teamInfo,DUF,"Tallahassee, Florida",fsultimate.com,https://www.facebook.com/FSUltimate,https://twitter.com/DUFtrainroll
coaches,Peter van de Burgt,Matt Childs
0,John Kern
2,Bobby Patterson
3,Tim Lootens
4,Gabe Azarcon
5,Thomas Mazza
6,Rob Leeds
7,Carlito Que
8,CHENTE ORTIZ
9,Scott Moore
11,LIAM RAWSON
14,Austin Bass
19,Bryce Vokus
21,Robert Larsen
22,Spencer Howett
23,Peter Van Brussel
24,Dylan Claerbout
25,Cole Friedes
26,Alex Winter
27,Connor Holcombe
33,Kody Cotton
34,Avery Van Brussel
35,James Dobson
36,Stephen  Muir
43,William Boor
46,Keno Catabay
50,Driss Ziane
80,Daniel Miller
b,r,e,a,k
James Madison,19
teamInfo,Hellfish,"Harrisonburg, Virginia",,,https://twitter.com/hellfishulti
0,Garrett Braun
0,Andrew Marusic
0,Colin Smith
0,David Boyle
0,Aaron Bouchard
0,Wade Knaster
0,Griffin deMenna
0,Steven Praplaski
2,Bjorn Johnson
3,Cam Barnhardt
4,Jack Corcoran
6,James Friscia
8,William Strauss
9,Griffin Lang
17,Kevin O'Malley
20,Kyle Woodward
21,Benjamin Green
22,Garrett Manno
25,John Dickerson
28,ABNER REYES
30,Quinn Bergeron
33,Torin Porter
36,Matthew Johnston
40,Brian Dawson
45,Nicolas Johnson
79,Ryan Ayres
81,Colin Doescher
b,r,e,a,k
Georgia,12
teamInfo,Jojah,"Athens, Georgia",www.jojahultimate.com,https://www.facebook.com/JojahUltimate,https://twitter.com/JojahUltimate
0,Neal Raines
0,Patrick Trent
0,John Langstaff
0,NATHAN HASKELL
0,Vasiliy (Vasia) Mishin
0,Jason Jones
2,Joseph Lavine
4,Aidan Rogers
5,Ethan Bowling
7,Parker Bray
9,Samuel Little
10,Adam Burgess
16,Hunter Cutts
19,RYAN PAPPAFOTIS
21,Sheryar Ali
22,Jon Ross Ingley
29,Mason Cary
34,George Summers
60,David William Petmecky
82,Sam Batson
87,Gino Mattace
b,r,e,a,k
Harvard,5
teamInfo,Red Line,"Cambridge, Massachusetts",http://www.hcs.harvard.edu/~disc/,https://www.facebook.com/HarvardUltimate,https://twitter.com/harvardultimate
0,Bryn Huxley-Reicher
0,Keiran Carpen
0,Jack Deschler
1,William Deuschle
2,Ryan Kerr
5,Andrew Brennan
6,James Thurm
7,BEN BANAVIGE
9,John Rahill
10,Olivia Player
10,Adam Ehrenberg
11,Andrew O'Rourke
12,Benjamin Scharfstein
13,Michael Aderhold
14,John Stubbs
17,JONAH HAHN
18,Harry Stone
22,Alexander Hem
23,Mark Vandenberg
24,David Reshef
25,Aron Szanto
50,Jeffrey Naftaly
72,Ryan Plunkett
89,Milan Ravenell
91,Christopher Haley
b,r,e,a,k
Central Florida,20
teamInfo,Dogs of War,"Orlando, Florida",http://centralfloridaultimate.com/,https://www.facebook.com/CentralFloridaUltimate,https://twitter.com/PupsofConflict
coaches,Andrew Roca,Daniel Jakob
0,Adam Lapikas
1,Austin Gaines
2,Kameron Knight
3,Terence Murphy
4,Kyle Reedy
5,Michael Fairley
6,Kyle Lockwood
8,Harrison Slate
9,JACOB RADFORD
10,James Dangler
12,Matt Helms
13,Zachary Marks
16,Zachary Good
18,Tyler Carolino
25,Adam Vinson
26,Thomas Schulte
27,Austin Mercadante
30,Andrew McKelvey
32,Austin Malone
45,Jeffrey Shapiro
51,Michael Taylor
69,Joseph Behr
74,Stuart Little
84,Nick Ellison
87,Benjamin Ostman
88,Remi Prendergast
b,r,e,a,k
Connecticut,13
teamInfo,UConn Grind,"Storrs, Connecticut",,,https://twitter.com/UConnGrind
0,Christian Bonebrake
0,Philip Murray
0,CHARLES MORGAN
0,Alex Jayakar
0,Brody O'Brien
0,Brian Abedon
0,Walter Esker
3,John Friedman
6,Phil Case
9,Ryan Kennedy
11,Corey Danko
12,MILES RADIN
14,Owen Casey
22,Nathan Getz
28,RYAN POSSARDT
31,John Wodatch
33,Daniel Reilly
35,Christopher  Rodo
48,Colin Ng
65,Michael Rice
74,Alex Fishman
77,Jake Hansen
87,Bryan Maloney
96,Pat Kunkel
99,Gavin Clemmey
b,r,e,a,k
s,t,a,g,e,s
brackets,Friday Night Game
bracket,Game 1
North Carolina-Wilmington,Minnesota,9,15,"03/18/2016, 18:30",UNCW vs. Minnesota,Final
b,r,e,a,k
pools,Saturday Pool Play
pool,Pool A
Pittsburgh,Illinois,15,12,"03/19/2016, 09:00",Pool A,Final
Michigan,Virginia Tech,12,15,"03/19/2016, 09:00",Pool A,Final
Pittsburgh,Michigan,15,12,"03/19/2016, 11:00",Pool A,Final
North Carolina,Virginia Tech,15,5,"03/19/2016, 11:00",Pool A,Final
Virginia Tech,Illinois,14,11,"03/19/2016, 13:00",Pool A,Final
North Carolina,Michigan,15,7,"03/19/2016, 13:00",Pool A,Final
Pittsburgh,Virginia Tech,15,6,"03/19/2016, 15:00",Pool A,Final
North Carolina,Illinois,15,10,"03/19/2016, 15:00",Pool A,Final
Pittsburgh,North Carolina,15,9,"03/19/2016, 17:00",Pool A,Final
Michigan,Illinois,13,11,"03/19/2016, 17:00",Pool A,Final
pool,Pool B
North Carolina-Wilmington,Arizona State,15,8,"03/19/2016, 09:00",Pool B,Final
Missouri,Carleton College,15,14,"03/19/2016, 09:00",Pool B,Final
North Carolina-Wilmington,Missouri,15,10,"03/19/2016, 11:00",Pool B,Final
Stanford,Carleton College,15,10,"03/19/2016, 11:00",Pool B,Final
Carleton College,Arizona State,15,8,"03/19/2016, 13:00",Pool B,Final
Stanford,Missouri,15,10,"03/19/2016, 13:00",Pool B,Final
North Carolina-Wilmington,Carleton College,15,13,"03/19/2016, 15:00",Pool B,Final
Stanford,Arizona State,15,8,"03/19/2016, 15:00",Pool B,Final
North Carolina-Wilmington,Stanford,11,15,"03/19/2016, 17:00",Pool B,Final
Missouri,Arizona State,10,13,"03/19/2016, 17:00",Pool B,Final
pool,Pool C
Massachusetts,James Madison,15,7,"03/19/2016, 09:00",Pool C,Final
Colorado,Florida State,15,11,"03/19/2016, 09:00",Pool C,Final
Massachusetts,Colorado,14,10,"03/19/2016, 11:00",Pool C,Final
Florida,Florida State,14,16,"03/19/2016, 11:00",Pool C,Final
Florida State,James Madison,13,12,"03/19/2016, 13:00",Pool C,Final
Florida,Colorado,15,12,"03/19/2016, 13:00",Pool C,Final
Massachusetts,Florida State,15,10,"03/19/2016, 15:00",Pool C,Final
Florida,James Madison,14,12,"03/19/2016, 15:00",Pool C,Final
Massachusetts,Florida,15,10,"03/19/2016, 17:00",Pool C,Final
Colorado,James Madison,15,8,"03/19/2016, 17:00",Pool C,Final
pool,Pool D
Minnesota,Central Florida,15,12,"03/19/2016, 09:00",Pool D,Final
Georgia,Connecticut,15,6,"03/19/2016, 09:00",Pool D,Final
Minnesota,Georgia,14,16,"03/19/2016, 11:00",Pool D,Final
Harvard,Connecticut,15,6,"03/19/2016, 11:00",Pool D,Final
Connecticut,Central Florida,7,15,"03/19/2016, 13:00",Pool D,Final
Harvard,Georgia,16,14,"03/19/2016, 13:00",Pool D,Final
Minnesota,Connecticut,15,5,"03/19/2016, 15:00",Pool D,Final
Harvard,Central Florida,14,13,"03/19/2016, 15:00",Pool D,Final
Minnesota,Harvard,15,8,"03/19/2016, 17:00",Pool D,Final
Georgia,Central Florida,15,8,"03/19/2016, 17:00",Pool D,Final
b,r,e,a,k
brackets,Sunday Championship
bracket,1st Place
Minnesota,Massachusetts,9,15,"03/20/2016, 15:00",Finals,Final
North Carolina-Wilmington,Minnesota,13,15,"03/20/2016, 11:00",Semifinals,Final
Massachusetts,North Carolina,15,12,"03/20/2016, 13:00",Semifinals,Final
Pittsburgh,North Carolina-Wilmington,15,16,"03/20/2016, 09:00",Quarterfinals,Final
Minnesota,Florida,15,12,"03/20/2016, 09:00",Quarterfinals,Final
Massachusetts,Georgia,15,5,"03/20/2016, 09:00",Quarterfinals,Final
Stanford,North Carolina,11,15,"03/20/2016, 09:00",Quarterfinals,Final
bracket,5th Place
Georgia,Pittsburgh,1,0,"03/20/2016, 13:00",5th Place Finals,Final
Stanford,Georgia,6,15,"03/20/2016, 11:00",5th Place Semifinals,Final
Florida,Pittsburgh,13,15,"03/20/2016, 11:00",5th Place Semifinals,Final
bracket,3rd Place
North Carolina,North Carolina-Wilmington,0,0,"03/20/2016, 15:00",3rd Place,Scheduled
bracket,7th Place
Florida,Stanford,9,11,"03/20/2016, 13:00",7th Place,Final
bracket,9th Place
Virginia Tech,Carleton College,10,13,"03/20/2016, 13:00",9th Place,Final
Virginia Tech,Florida State,13,12,"03/20/2016, 11:00",9th Place Semis,Final
Colorado,Carleton College,9,15,"03/20/2016, 11:00",9th Place Semis,Final
Virginia Tech,Missouri,13,11,"03/20/2016, 09:00",9th Place Quarters,Final
Harvard,Florida State,12,14,"03/20/2016, 09:00",9th Place Quarters,Final
Colorado,Central Florida,15,10,"03/20/2016, 09:00",9th Place Quarters,Final
Carleton College,Michigan,15,9,"03/20/2016, 09:00",9th Place Quarters,Final
bracket,13th Place
Central Florida,Harvard,8,13,"03/20/2016, 13:00",13th Place,Final
Michigan,Central Florida,10,13,"03/20/2016, 11:00",13th Place Semis,Final
Harvard,Missouri,15,8,"03/20/2016, 11:00",13th Place Semis,Final
bracket,11th Place
Colorado,Florida State,0,1,"03/20/2016, 13:00",11th Place,Final
bracket,15th Place
Missouri,Michigan,0,1,"03/20/2016, 13:00",15th Place,Final
b,r,e,a,k
pools,Sunday Consolation Pool
pool,Pool E
Connecticut,Arizona State,15,9,"03/20/2016, 09:00",Pool E,Final
James Madison,Illinois,15,7,"03/20/2016, 09:00",Pool E,Final
Connecticut,Illinois,13,7,"03/20/2016, 11:00",Pool E,Final
James Madison,Arizona State,15,2,"03/20/2016, 11:00",Pool E,Final
Connecticut,James Madison,9,5,"03/20/2016, 13:00",Pool E,Final
Arizona State,Illinois,0,0,"03/20/2016, 13:00",Pool E,Scheduled
b,r,e,a,k
